Plants,Months,Products,value
Los Angeles,Enduro 450,Jan-07,3.0
Los Angeles,Enduro 450,Feb-07,0.0
Los Angeles,Enduro 450,Mar-07,0.0
Los Angeles,Enduro 550,Jan-07,37.0
Los Angeles,Enduro 550,Feb-07,37.0
Los Angeles,Enduro 550,Mar-07,37.0
Los Angeles,CRX500,Jan-07,0.0
Los Angeles,CRX500,Feb-07,0.0
Los Angeles,CRX500,Mar-07,0.0
Los Angeles,CRS550,Jan-07,147.0
Los Angeles,CRS550,Feb-07,147.0
Los Angeles,CRS550,Mar-07,147.0
Los Angeles,CRX600,Jan-07,126.0
Los Angeles,CRX600,Feb-07,126.0
Los Angeles,CRX600,Mar-07,126.0
Los Angeles,CRX650,Jan-07,274.0
Los Angeles,CRX650,Feb-07,274.0
Los Angeles,CRX650,Mar-07,274.0
Mexico,200S,Jan-07,53.0
Mexico,200S,Feb-07,31.0
Mexico,200S,Mar-07,1.0
Mexico,300S,Jan-07,0.0
Mexico,300S,Feb-07,0.0
Mexico,300S,Mar-07,0.0
Mexico,600S,Jan-07,0.0
Mexico,600S,Feb-07,0.0
Mexico,600S,Mar-07,0.0
Mexico,626S,Jan-07,269.0
Mexico,626S,Feb-07,270.0
Mexico,626S,Mar-07,268.0
Mexico,676S,Jan-07,0.0
Mexico,676S,Feb-07,0.0
Mexico,676S,Mar-07,0.0
Mexico,676RS,Jan-07,33.0
Mexico,676RS,Feb-07,33.0
Mexico,676RS,Mar-07,33.0
Mexico,900S,Jan-07,0.0
Mexico,900S,Feb-07,0.0
Mexico,900S,Mar-07,0.0
Mexico,929S,Jan-07,21.0
Mexico,929S,Feb-07,21.0
Mexico,929S,Mar-07,22.0
Mexico,996S,Jan-07,61.0
Mexico,996S,Feb-07,61.0
Mexico,996S,Mar-07,61.0
Mexico,996RS,Jan-07,258.0
Mexico,996RS,Feb-07,258.0
Mexico,996RS,Mar-07,258.0
Mexico,RoadStar,Jan-07,163.0
Mexico,RoadStar,Feb-07,129.0
Mexico,RoadStar,Mar-07,127.0
Mexico,RoadLiner,Jan-07,226.0
Mexico,RoadLiner,Feb-07,226.0
Mexico,RoadLiner,Mar-07,226.0
Mexico,Victory,Jan-07,0.0
Mexico,Victory,Feb-07,0.0
Mexico,Victory,Mar-07,0.0
Mexico,Boulevard,Jan-07,0.0
Mexico,Boulevard,Feb-07,0.0
Mexico,Boulevard,Mar-07,0.0
Mexico,KingTwin,Jan-07,0.0
Mexico,KingTwin,Feb-07,0.0
Mexico,KingTwin,Mar-07,0.0
Mexico,MegaTwin,Jan-07,0.0
Mexico,MegaTwin,Feb-07,0.0
Mexico,MegaTwin,Mar-07,0.0
Mexico,ST900,Jan-07,0.0
Mexico,ST900,Feb-07,0.0
Mexico,ST900,Mar-07,0.0
Mexico,ST1200,Jan-07,164.0
Mexico,ST1200,Feb-07,164.0
Mexico,ST1200,Mar-07,164.0
Mexico,ST1200R,Jan-07,1.0
Mexico,ST1200R,Feb-07,0.0
Mexico,ST1200R,Mar-07,124.0
Mexico,Bandit 900,Jan-07,0.0
Mexico,Bandit 900,Feb-07,0.0
Mexico,Bandit 900,Mar-07,0.0
Mexico,Bandit 1200,Jan-07,0.0
Mexico,Bandit 1200,Feb-07,0.0
Mexico,Bandit 1200,Mar-07,0.0
Mexico,Bandit 1200S,Jan-07,23.0
Mexico,Bandit 1200S,Feb-07,96.0
Mexico,Bandit 1200S,Mar-07,44.0
Mexico,Enduro 350,Jan-07,0.0
Mexico,Enduro 350,Feb-07,0.0
Mexico,Enduro 350,Mar-07,0.0
Mexico,Enduro 450,Jan-07,122.0
Mexico,Enduro 450,Feb-07,120.0
Mexico,Enduro 450,Mar-07,91.0
Mexico,Enduro 550,Jan-07,0.0
Mexico,Enduro 550,Feb-07,0.0
Mexico,Enduro 550,Mar-07,2.0
Mexico,CRX500,Jan-07,0.0
Mexico,CRX500,Feb-07,0.0
Mexico,CRX500,Mar-07,0.0
Mexico,CRS550,Jan-07,187.0
Mexico,CRS550,Feb-07,187.0
Mexico,CRS550,Mar-07,187.0
Mexico,CRX600,Jan-07,0.0
Mexico,CRX600,Feb-07,0.0
Mexico,CRX600,Mar-07,0.0
Mexico,CRX650,Jan-07,111.0
Mexico,CRX650,Feb-07,111.0
Mexico,CRX650,Mar-07,111.0
Toledo,200S,Jan-07,42.0
Toledo,200S,Feb-07,0.0
Toledo,200S,Mar-07,0.0
Toledo,300S,Jan-07,108.0
Toledo,300S,Feb-07,113.0
Toledo,300S,Mar-07,99.0
Toledo,600S,Jan-07,242.0
Toledo,600S,Feb-07,241.0
Toledo,600S,Mar-07,242.0
Toledo,626S,Jan-07,0.0
Toledo,626S,Feb-07,0.0
Toledo,626S,Mar-07,0.0
Toledo,676S,Jan-07,0.0
Toledo,676S,Feb-07,0.0
Toledo,676S,Mar-07,0.0
Toledo,676RS,Jan-07,39.0
Toledo,676RS,Feb-07,57.0
Toledo,676RS,Mar-07,63.0
Toledo,900S,Jan-07,68.0
Toledo,900S,Feb-07,68.0
Toledo,900S,Mar-07,68.0
Toledo,929S,Jan-07,0.0
Toledo,929S,Feb-07,0.0
Toledo,929S,Mar-07,0.0
Toledo,996S,Jan-07,57.0
Toledo,996S,Feb-07,57.0
Toledo,996S,Mar-07,57.0
Toledo,996RS,Jan-07,0.0
Toledo,996RS,Feb-07,0.0
Toledo,996RS,Mar-07,0.0
Toledo,RoadStar,Jan-07,0.0
Toledo,RoadStar,Feb-07,0.0
Toledo,RoadStar,Mar-07,0.0
Toledo,RoadLiner,Jan-07,0.0
Toledo,RoadLiner,Feb-07,0.0
Toledo,RoadLiner,Mar-07,0.0
Toledo,Victory,Jan-07,0.0
Toledo,Victory,Feb-07,0.0
Toledo,Victory,Mar-07,0.0
Toledo,Boulevard,Jan-07,25.0
Toledo,Boulevard,Feb-07,13.0
Toledo,Boulevard,Mar-07,98.0
Toledo,KingTwin,Jan-07,216.0
Toledo,KingTwin,Feb-07,263.0
Toledo,KingTwin,Mar-07,263.0
Toledo,MegaTwin,Jan-07,130.0
Toledo,MegaTwin,Feb-07,173.0
Toledo,MegaTwin,Mar-07,175.0
Toledo,ST900,Jan-07,179.0
Toledo,ST900,Feb-07,179.0
Toledo,ST900,Mar-07,159.0
Toledo,ST1200,Jan-07,95.0
Toledo,ST1200,Feb-07,95.0
Toledo,ST1200,Mar-07,95.0
Toledo,ST1200R,Jan-07,216.0
Toledo,ST1200R,Feb-07,167.0
Toledo,ST1200R,Mar-07,163.0
Toledo,Bandit 900,Jan-07,0.0
Toledo,Bandit 900,Feb-07,0.0
Toledo,Bandit 900,Mar-07,0.0
Toledo,Bandit 1200,Jan-07,112.0
Toledo,Bandit 1200,Feb-07,112.0
Toledo,Bandit 1200,Mar-07,112.0
Toledo,Bandit 1200S,Jan-07,112.0
Toledo,Bandit 1200S,Feb-07,112.0
Toledo,Bandit 1200S,Mar-07,112.0
Toledo,Enduro 350,Jan-07,155.0
Toledo,Enduro 350,Feb-07,138.0
Toledo,Enduro 350,Mar-07,118.0
Toledo,Enduro 450,Jan-07,0.0
Toledo,Enduro 450,Feb-07,0.0
Toledo,Enduro 450,Mar-07,0.0
Toledo,Enduro 550,Jan-07,178.0
Toledo,Enduro 550,Feb-07,200.0
Toledo,Enduro 550,Mar-07,222.0
Toledo,CRX500,Jan-07,79.0
Toledo,CRX500,Feb-07,72.0
Toledo,CRX500,Mar-07,25.0
Toledo,CRS550,Jan-07,0.0
Toledo,CRS550,Feb-07,0.0
Toledo,CRS550,Mar-07,0.0
Toledo,CRX600,Jan-07,0.0
Toledo,CRX600,Feb-07,0.0
Toledo,CRX600,Mar-07,0.0
Toledo,CRX650,Jan-07,104.0
Toledo,CRX650,Feb-07,104.0
Toledo,CRX650,Mar-07,104.0
Bucarest,200S,Jan-07,210.0
Bucarest,200S,Feb-07,210.0
Bucarest,200S,Mar-07,210.0
Bucarest,300S,Jan-07,84.0
Bucarest,300S,Feb-07,84.0
Bucarest,300S,Mar-07,84.0
Bucarest,600S,Jan-07,251.0
Bucarest,600S,Feb-07,251.0
Bucarest,600S,Mar-07,251.0
Bucarest,626S,Jan-07,0.0
Bucarest,626S,Feb-07,0.0
Bucarest,626S,Mar-07,0.0
Bucarest,676S,Jan-07,0.0
Bucarest,676S,Feb-07,0.0
Bucarest,676S,Mar-07,0.0
Bucarest,676RS,Jan-07,152.0
Bucarest,676RS,Feb-07,152.0
Bucarest,676RS,Mar-07,152.0
Bucarest,900S,Jan-07,12.0
Bucarest,900S,Feb-07,18.0
Bucarest,900S,Mar-07,3.0
Bucarest,929S,Jan-07,267.0
Bucarest,929S,Feb-07,267.0
Bucarest,929S,Mar-07,267.0
Bucarest,996S,Jan-07,44.0
Bucarest,996S,Feb-07,44.0
Bucarest,996S,Mar-07,44.0
Bucarest,996RS,Jan-07,53.0
Bucarest,996RS,Feb-07,77.0
Bucarest,996RS,Mar-07,70.0
Bucarest,RoadStar,Jan-07,0.0
Bucarest,RoadStar,Feb-07,2.0
Bucarest,RoadStar,Mar-07,0.0
Bucarest,RoadLiner,Jan-07,0.0
Bucarest,RoadLiner,Feb-07,0.0
Bucarest,RoadLiner,Mar-07,0.0
Bucarest,Victory,Jan-07,262.0
Bucarest,Victory,Feb-07,217.0
Bucarest,Victory,Mar-07,147.0
Bucarest,Boulevard,Jan-07,172.0
Bucarest,Boulevard,Feb-07,173.0
Bucarest,Boulevard,Mar-07,173.0
Bucarest,KingTwin,Jan-07,190.0
Bucarest,KingTwin,Feb-07,190.0
Bucarest,KingTwin,Mar-07,190.0
Bucarest,MegaTwin,Jan-07,163.0
Bucarest,MegaTwin,Feb-07,163.0
Bucarest,MegaTwin,Mar-07,163.0
Bucarest,ST900,Jan-07,0.0
Bucarest,ST900,Feb-07,0.0
Bucarest,ST900,Mar-07,0.0
Bucarest,ST1200,Jan-07,204.0
Bucarest,ST1200,Feb-07,204.0
Bucarest,ST1200,Mar-07,204.0
Bucarest,ST1200R,Jan-07,0.0
Bucarest,ST1200R,Feb-07,0.0
Bucarest,ST1200R,Mar-07,0.0
Bucarest,Bandit 900,Jan-07,0.0
Bucarest,Bandit 900,Feb-07,0.0
Bucarest,Bandit 900,Mar-07,0.0
Bucarest,Bandit 1200,Jan-07,201.0
Bucarest,Bandit 1200,Feb-07,201.0
Bucarest,Bandit 1200,Mar-07,200.0
Bucarest,Bandit 1200S,Jan-07,40.0
Bucarest,Bandit 1200S,Feb-07,40.0
Bucarest,Bandit 1200S,Mar-07,29.0
Bucarest,Enduro 350,Jan-07,221.0
Bucarest,Enduro 350,Feb-07,221.0
Bucarest,Enduro 350,Mar-07,221.0
Bucarest,Enduro 450,Jan-07,1.0
Bucarest,Enduro 450,Feb-07,0.0
Bucarest,Enduro 450,Mar-07,0.0
Bucarest,Enduro 550,Jan-07,193.0
Bucarest,Enduro 550,Feb-07,193.0
Bucarest,Enduro 550,Mar-07,191.0
Bucarest,CRX500,Jan-07,0.0
Bucarest,CRX500,Feb-07,0.0
Bucarest,CRX500,Mar-07,0.0
Bucarest,CRS550,Jan-07,66.0
Bucarest,CRS550,Feb-07,66.0
Bucarest,CRS550,Mar-07,66.0
Bucarest,CRX600,Jan-07,241.0
Bucarest,CRX600,Feb-07,241.0
Bucarest,CRX600,Mar-07,241.0
Bucarest,CRX650,Jan-07,0.0
Bucarest,CRX650,Feb-07,28.0
Bucarest,CRX650,Mar-07,97.0
Shanghai,200S,Jan-07,129.0
Shanghai,200S,Feb-07,129.0
Shanghai,200S,Mar-07,129.0
Shanghai,300S,Jan-07,0.0
Shanghai,300S,Feb-07,0.0
Shanghai,300S,Mar-07,0.0
Shanghai,600S,Jan-07,113.0
Shanghai,600S,Feb-07,113.0
Shanghai,600S,Mar-07,113.0
Shanghai,626S,Jan-07,0.0
Shanghai,626S,Feb-07,0.0
Shanghai,626S,Mar-07,0.0
Shanghai,676S,Jan-07,196.0
Shanghai,676S,Feb-07,196.0
Shanghai,676S,Mar-07,196.0
Shanghai,676RS,Jan-07,36.0
Shanghai,676RS,Feb-07,36.0
Shanghai,676RS,Mar-07,36.0
Shanghai,900S,Jan-07,227.0
Shanghai,900S,Feb-07,227.0
Shanghai,900S,Mar-07,227.0
Shanghai,929S,Jan-07,118.0
Shanghai,929S,Feb-07,118.0
Shanghai,929S,Mar-07,118.0
Shanghai,996S,Jan-07,31.0
Shanghai,996S,Feb-07,31.0
Shanghai,996S,Mar-07,31.0
Shanghai,996RS,Jan-07,114.0
Shanghai,996RS,Feb-07,114.0
Shanghai,996RS,Mar-07,114.0
Shanghai,RoadStar,Jan-07,69.0
Shanghai,RoadStar,Feb-07,69.0
Shanghai,RoadStar,Mar-07,69.0
Shanghai,RoadLiner,Jan-07,31.0
Shanghai,RoadLiner,Feb-07,31.0
Shanghai,RoadLiner,Mar-07,31.0
Shanghai,Victory,Jan-07,157.0
Shanghai,Victory,Feb-07,161.0
Shanghai,Victory,Mar-07,211.0
Shanghai,Boulevard,Jan-07,147.0
Shanghai,Boulevard,Feb-07,168.0
Shanghai,Boulevard,Mar-07,100.0
Shanghai,KingTwin,Jan-07,0.0
Shanghai,KingTwin,Feb-07,0.0
Shanghai,KingTwin,Mar-07,0.0
Shanghai,MegaTwin,Jan-07,102.0
Shanghai,MegaTwin,Feb-07,102.0
Shanghai,MegaTwin,Mar-07,102.0
Shanghai,ST900,Jan-07,2.0
Shanghai,ST900,Feb-07,0.0
Shanghai,ST900,Mar-07,0.0
Shanghai,ST1200,Jan-07,58.0
Shanghai,ST1200,Feb-07,58.0
Shanghai,ST1200,Mar-07,58.0
Shanghai,ST1200R,Jan-07,103.0
Shanghai,ST1200R,Feb-07,105.0
Shanghai,ST1200R,Mar-07,105.0
Shanghai,Bandit 900,Jan-07,188.0
Shanghai,Bandit 900,Feb-07,188.0
Shanghai,Bandit 900,Mar-07,188.0
Shanghai,Bandit 1200,Jan-07,0.0
Shanghai,Bandit 1200,Feb-07,0.0
Shanghai,Bandit 1200,Mar-07,0.0
Shanghai,Bandit 1200S,Jan-07,240.0
Shanghai,Bandit 1200S,Feb-07,240.0
Shanghai,Bandit 1200S,Mar-07,240.0
Shanghai,Enduro 350,Jan-07,0.0
Shanghai,Enduro 350,Feb-07,0.0
Shanghai,Enduro 350,Mar-07,0.0
Shanghai,Enduro 450,Jan-07,0.0
Shanghai,Enduro 450,Feb-07,0.0
Shanghai,Enduro 450,Mar-07,0.0
Shanghai,Enduro 550,Jan-07,154.0
Shanghai,Enduro 550,Feb-07,154.0
Shanghai,Enduro 550,Mar-07,154.0
Shanghai,CRX500,Jan-07,0.0
Shanghai,CRX500,Feb-07,0.0
Shanghai,CRX500,Mar-07,0.0
Shanghai,CRS550,Jan-07,119.0
Shanghai,CRS550,Feb-07,103.0
Shanghai,CRS550,Mar-07,109.0
Shanghai,CRX600,Jan-07,117.0
Shanghai,CRX600,Feb-07,117.0
Shanghai,CRX600,Mar-07,117.0
Shanghai,CRX650,Jan-07,72.0
Shanghai,CRX650,Feb-07,72.0
Shanghai,CRX650,Mar-07,72.0
