Markets,Months,Products,value
Argentina,Mar-07,Bandit 1200S,99.0
Argentina,Mar-07,Bandit 900,0.0
Argentina,Mar-07,Boulevard,39.0
Argentina,Mar-07,CRS550,105.0
Argentina,Mar-07,CRX500,0.0
Argentina,Mar-07,CRX600,42.0
Argentina,Mar-07,CRX650,0.0
Argentina,Mar-07,Enduro 350,0.0
Argentina,Mar-07,Enduro 450,0.0
Argentina,Mar-07,Enduro 550,0.0
Argentina,Mar-07,KingTwin,0.0
Argentina,Mar-07,MegaTwin,0.0
Argentina,Mar-07,RoadLiner,0.0
Argentina,Mar-07,RoadStar,105.0
Argentina,Mar-07,ST1200,0.0
Argentina,Mar-07,ST1200R,0.0
Argentina,Mar-07,ST900,0.0
Argentina,Mar-07,Victory,0.0
Brazil,Feb-07,200S,0.0
Brazil,Feb-07,300S,58.0
Brazil,Feb-07,600S,142.0
Brazil,Feb-07,626S,29.0
Brazil,Feb-07,676RS,58.0
Brazil,Feb-07,676S,0.0
Brazil,Feb-07,900S,83.0
Brazil,Feb-07,929S,18.0
Brazil,Feb-07,996RS,0.0
Brazil,Feb-07,996S,0.0
Brazil,Feb-07,Bandit 1200,0.0
Brazil,Feb-07,Bandit 1200S,0.0
Brazil,Feb-07,Bandit 900,0.0
Brazil,Feb-07,Boulevard,0.0
Brazil,Feb-07,CRS550,112.0
Brazil,Feb-07,CRX500,0.0
Brazil,Feb-07,CRX600,0.0
Brazil,Feb-07,CRX650,212.0
Brazil,Feb-07,Enduro 350,21.0
Brazil,Feb-07,Enduro 450,0.0
Brazil,Feb-07,Enduro 550,0.0
Brazil,Feb-07,KingTwin,0.0
Brazil,Feb-07,MegaTwin,155.0
Brazil,Feb-07,RoadLiner,0.0
Brazil,Feb-07,RoadStar,75.0
Brazil,Feb-07,ST1200,0.0
Brazil,Feb-07,ST1200R,32.0
Brazil,Feb-07,ST900,0.0
Brazil,Feb-07,Victory,0.0
Brazil,Jan-07,200S,0.0
Brazil,Jan-07,300S,0.0
Brazil,Jan-07,600S,0.0
Brazil,Jan-07,626S,0.0
Brazil,Jan-07,676RS,0.0
Brazil,Jan-07,676S,0.0
Brazil,Jan-07,900S,0.0
Brazil,Jan-07,929S,0.0
Brazil,Jan-07,996RS,0.0
Brazil,Jan-07,996S,0.0
Brazil,Jan-07,Bandit 1200,0.0
Brazil,Jan-07,Bandit 1200S,0.0
Brazil,Jan-07,Bandit 900,0.0
Brazil,Jan-07,Boulevard,0.0
Brazil,Jan-07,CRS550,0.0
Brazil,Jan-07,CRX500,0.0
Brazil,Jan-07,CRX600,0.0
Brazil,Jan-07,CRX650,0.0
Brazil,Jan-07,Enduro 350,0.0
Brazil,Jan-07,Enduro 450,0.0
Brazil,Jan-07,Enduro 550,0.0
Brazil,Jan-07,KingTwin,0.0
Brazil,Jan-07,MegaTwin,0.0
Brazil,Jan-07,RoadLiner,0.0
Brazil,Jan-07,RoadStar,0.0
Brazil,Jan-07,ST1200,0.0
Brazil,Jan-07,ST1200R,0.0
Brazil,Jan-07,ST900,0.0
Brazil,Jan-07,Victory,0.0
Brazil,Mar-07,200S,0.0
Brazil,Mar-07,300S,0.0
Brazil,Mar-07,600S,72.0
Brazil,Mar-07,626S,0.0
Brazil,Mar-07,676RS,0.0
Brazil,Mar-07,676S,0.0
Brazil,Mar-07,900S,43.0
Brazil,Mar-07,929S,8.0
Brazil,Mar-07,996RS,99.0
Brazil,Mar-07,996S,12.0
Brazil,Mar-07,Bandit 1200,0.0
Brazil,Mar-07,Bandit 1200S,34.0
Brazil,Mar-07,Bandit 900,0.0
Brazil,Mar-07,Boulevard,0.0
Brazil,Mar-07,CRS550,0.0
Brazil,Mar-07,CRX500,0.0
Brazil,Mar-07,CRX600,105.0
Brazil,Mar-07,CRX650,105.0
Brazil,Mar-07,Enduro 350,21.0
Brazil,Mar-07,Enduro 450,0.0
Brazil,Mar-07,Enduro 550,0.0
Brazil,Mar-07,KingTwin,29.0
Brazil,Mar-07,MegaTwin,77.0
Brazil,Mar-07,RoadLiner,103.0
Brazil,Mar-07,RoadStar,0.0
Brazil,Mar-07,ST1200,0.0
Brazil,Mar-07,ST1200R,18.0
Brazil,Mar-07,ST900,0.0
Brazil,Mar-07,Victory,0.0
Canada,Feb-07,200S,0.0
Canada,Feb-07,300S,0.0
Canada,Feb-07,600S,0.0
Canada,Feb-07,626S,0.0
Canada,Feb-07,676RS,0.0
Canada,Feb-07,676S,0.0
Canada,Feb-07,900S,199.0
Canada,Feb-07,929S,85.0
Canada,Feb-07,996RS,142.0
Canada,Feb-07,996S,0.0
Canada,Feb-07,Bandit 1200,64.0
Canada,Feb-07,Bandit 1200S,130.0
Canada,Feb-07,Bandit 900,0.0
Canada,Feb-07,Boulevard,54.0
Canada,Feb-07,CRS550,0.0
Canada,Feb-07,CRX500,0.0
Canada,Feb-07,CRX600,0.0
Canada,Feb-07,CRX650,65.0
Canada,Feb-07,Enduro 350,0.0
Canada,Feb-07,Enduro 450,0.0
Canada,Feb-07,Enduro 550,134.0
Canada,Feb-07,KingTwin,0.0
Canada,Feb-07,MegaTwin,0.0
Canada,Feb-07,RoadLiner,0.0
Canada,Feb-07,RoadStar,0.0
Canada,Feb-07,ST1200,0.0
Canada,Feb-07,ST1200R,75.0
Canada,Feb-07,ST900,0.0
Canada,Feb-07,Victory,87.0
Canada,Jan-07,200S,0.0
Canada,Jan-07,300S,0.0
Canada,Jan-07,600S,0.0
Canada,Jan-07,626S,0.0
Canada,Jan-07,676RS,0.0
Canada,Jan-07,676S,0.0
Canada,Jan-07,900S,0.0
Canada,Jan-07,929S,0.0
Canada,Jan-07,996RS,0.0
Canada,Jan-07,996S,0.0
Canada,Jan-07,Bandit 1200,0.0
Canada,Jan-07,Bandit 1200S,0.0
Canada,Jan-07,Bandit 900,0.0
Canada,Jan-07,Boulevard,0.0
Canada,Jan-07,CRS550,0.0
Canada,Jan-07,CRX500,0.0
Canada,Jan-07,CRX600,0.0
Canada,Jan-07,CRX650,0.0
Canada,Jan-07,Enduro 350,0.0
Canada,Jan-07,Enduro 450,0.0
Canada,Jan-07,Enduro 550,0.0
Canada,Jan-07,KingTwin,0.0
Canada,Jan-07,MegaTwin,0.0
Canada,Jan-07,RoadLiner,0.0
Canada,Jan-07,RoadStar,0.0
Canada,Jan-07,ST1200,0.0
Canada,Jan-07,ST1200R,0.0
Canada,Jan-07,ST900,0.0
Canada,Jan-07,Victory,0.0
Canada,Mar-07,200S,97.0
Canada,Mar-07,300S,0.0
Canada,Mar-07,600S,0.0
Canada,Mar-07,626S,55.0
Canada,Mar-07,676RS,16.0
Canada,Mar-07,676S,0.0
Canada,Mar-07,900S,102.0
Canada,Mar-07,929S,45.0
Canada,Mar-07,996RS,70.0
Canada,Mar-07,996S,0.0
Canada,Mar-07,Bandit 1200,0.0
Canada,Mar-07,Bandit 1200S,64.0
Canada,Mar-07,Bandit 900,0.0
Canada,Mar-07,Boulevard,0.0
Canada,Mar-07,CRS550,0.0
Canada,Mar-07,CRX500,0.0
Canada,Mar-07,CRX600,7.0
Canada,Mar-07,CRX650,0.0
Canada,Mar-07,Enduro 350,0.0
Canada,Mar-07,Enduro 450,0.0
Canada,Mar-07,Enduro 550,66.0
Canada,Mar-07,KingTwin,0.0
Canada,Mar-07,MegaTwin,0.0
Canada,Mar-07,RoadLiner,0.0
Canada,Mar-07,RoadStar,102.0
Canada,Mar-07,ST1200,0.0
Canada,Mar-07,ST1200R,0.0
Canada,Mar-07,ST900,0.0
Canada,Mar-07,Victory,0.0
China,Feb-07,200S,0.0
China,Feb-07,300S,0.0
China,Feb-07,600S,0.0
China,Feb-07,626S,0.0
China,Feb-07,676RS,0.0
China,Feb-07,676S,59.0
China,Feb-07,900S,28.0
China,Feb-07,929S,138.0
China,Feb-07,996RS,0.0
China,Feb-07,996S,0.0
China,Feb-07,Bandit 1200,0.0
China,Feb-07,Bandit 1200S,173.0
China,Feb-07,Bandit 900,0.0
China,Feb-07,Boulevard,0.0
China,Feb-07,CRS550,48.0
China,Feb-07,CRX500,0.0
China,Feb-07,CRX600,154.0
China,Feb-07,CRX650,0.0
China,Feb-07,Enduro 350,0.0
China,Feb-07,Enduro 450,0.0
China,Feb-07,Enduro 550,0.0
China,Feb-07,KingTwin,0.0
China,Feb-07,MegaTwin,9.0
China,Feb-07,RoadLiner,60.0
China,Feb-07,RoadStar,0.0
China,Feb-07,ST1200,0.0
China,Feb-07,ST1200R,0.0
China,Feb-07,ST900,0.0
China,Feb-07,Victory,0.0
China,Jan-07,200S,0.0
China,Jan-07,300S,0.0
China,Jan-07,600S,0.0
China,Jan-07,626S,0.0
China,Jan-07,676RS,0.0
China,Jan-07,676S,0.0
China,Jan-07,900S,0.0
China,Jan-07,929S,0.0
China,Jan-07,996RS,0.0
China,Jan-07,996S,0.0
China,Jan-07,Bandit 1200,0.0
China,Jan-07,Bandit 1200S,0.0
China,Jan-07,Bandit 900,0.0
China,Jan-07,Boulevard,0.0
China,Jan-07,CRS550,0.0
China,Jan-07,CRX500,0.0
China,Jan-07,CRX600,0.0
China,Jan-07,CRX650,0.0
China,Jan-07,Enduro 350,0.0
China,Jan-07,Enduro 450,0.0
China,Jan-07,Enduro 550,0.0
China,Jan-07,KingTwin,0.0
China,Jan-07,MegaTwin,0.0
China,Jan-07,RoadLiner,0.0
China,Jan-07,RoadStar,0.0
China,Jan-07,ST1200,0.0
China,Jan-07,ST1200R,0.0
China,Jan-07,ST900,0.0
China,Jan-07,Victory,0.0
China,Mar-07,200S,87.0
China,Mar-07,300S,0.0
China,Mar-07,600S,104.0
China,Mar-07,626S,78.0
China,Mar-07,676RS,0.0
China,Mar-07,676S,0.0
China,Mar-07,900S,16.0
China,Mar-07,929S,71.0
China,Mar-07,996RS,0.0
China,Mar-07,996S,0.0
China,Mar-07,Bandit 1200,0.0
China,Mar-07,Bandit 1200S,84.0
China,Mar-07,Bandit 900,0.0
China,Mar-07,Boulevard,0.0
China,Mar-07,CRS550,26.0
China,Mar-07,CRX500,0.0
China,Mar-07,CRX600,78.0
China,Mar-07,CRX650,0.0
China,Mar-07,Enduro 350,0.0
China,Mar-07,Enduro 450,0.0
China,Mar-07,Enduro 550,0.0
China,Mar-07,KingTwin,0.0
China,Mar-07,MegaTwin,0.0
China,Mar-07,RoadLiner,0.0
China,Mar-07,RoadStar,0.0
China,Mar-07,ST1200,100.0
China,Mar-07,ST1200R,0.0
China,Mar-07,ST900,0.0
China,Mar-07,Victory,0.0
France,Feb-07,200S,0.0
France,Feb-07,300S,0.0
France,Feb-07,600S,0.0
France,Feb-07,626S,0.0
France,Feb-07,676RS,39.0
France,Feb-07,676S,0.0
France,Feb-07,900S,0.0
France,Feb-07,929S,223.0
France,Feb-07,996RS,0.0
France,Feb-07,996S,54.0
France,Feb-07,Bandit 1200,0.0
France,Feb-07,Bandit 1200S,204.0
France,Feb-07,Bandit 900,0.0
France,Feb-07,Boulevard,28.0
France,Feb-07,CRS550,0.0
France,Feb-07,CRX500,0.0
France,Feb-07,CRX600,0.0
France,Feb-07,CRX650,0.0
France,Feb-07,Enduro 350,0.0
France,Feb-07,Enduro 450,0.0
France,Feb-07,Enduro 550,0.0
France,Feb-07,KingTwin,0.0
France,Feb-07,MegaTwin,0.0
France,Feb-07,RoadLiner,0.0
France,Feb-07,RoadStar,0.0
France,Feb-07,ST1200,163.0
France,Feb-07,ST1200R,0.0
France,Feb-07,ST900,0.0
France,Feb-07,Victory,0.0
France,Jan-07,200S,0.0
France,Jan-07,300S,0.0
France,Jan-07,600S,0.0
France,Jan-07,626S,0.0
France,Jan-07,676RS,0.0
France,Jan-07,676S,0.0
France,Jan-07,900S,0.0
France,Jan-07,929S,0.0
France,Jan-07,996RS,0.0
France,Jan-07,996S,0.0
France,Jan-07,Bandit 1200,0.0
France,Jan-07,Bandit 1200S,0.0
France,Jan-07,Bandit 900,0.0
France,Jan-07,Boulevard,0.0
France,Jan-07,CRS550,0.0
France,Jan-07,CRX500,0.0
France,Jan-07,CRX600,0.0
France,Jan-07,CRX650,0.0
France,Jan-07,Enduro 350,0.0
France,Jan-07,Enduro 450,0.0
France,Jan-07,Enduro 550,0.0
France,Jan-07,KingTwin,0.0
France,Jan-07,MegaTwin,0.0
France,Jan-07,RoadLiner,0.0
France,Jan-07,RoadStar,0.0
France,Jan-07,ST1200,0.0
France,Jan-07,ST1200R,0.0
France,Jan-07,ST900,0.0
France,Jan-07,Victory,0.0
France,Mar-07,200S,0.0
France,Mar-07,300S,0.0
France,Mar-07,600S,0.0
France,Mar-07,626S,0.0
France,Mar-07,676RS,0.0
France,Mar-07,676S,85.0
France,Mar-07,900S,0.0
France,Mar-07,929S,110.0
France,Mar-07,996RS,0.0
France,Mar-07,996S,0.0
France,Mar-07,Bandit 1200,0.0
France,Mar-07,Bandit 1200S,104.0
France,Mar-07,Bandit 900,0.0
France,Mar-07,Boulevard,0.0
France,Mar-07,CRS550,0.0
France,Mar-07,CRX500,0.0
France,Mar-07,CRX600,0.0
France,Mar-07,CRX650,0.0
France,Mar-07,Enduro 350,0.0
France,Mar-07,Enduro 450,0.0
France,Mar-07,Enduro 550,0.0
France,Mar-07,KingTwin,0.0
France,Mar-07,MegaTwin,0.0
France,Mar-07,RoadLiner,0.0
France,Mar-07,RoadStar,0.0
France,Mar-07,ST1200,82.0
France,Mar-07,ST1200R,0.0
France,Mar-07,ST900,0.0
France,Mar-07,Victory,0.0
Germany,Feb-07,200S,30.0
Germany,Feb-07,300S,45.0
Germany,Feb-07,600S,228.0
Germany,Feb-07,626S,0.0
Germany,Feb-07,676RS,54.0
Germany,Feb-07,676S,0.0
Germany,Feb-07,900S,74.0
Germany,Feb-07,929S,0.0
Germany,Feb-07,996RS,29.0
Germany,Feb-07,996S,93.0
Germany,Feb-07,Bandit 1200,58.0
Germany,Feb-07,Bandit 1200S,0.0
Germany,Feb-07,Bandit 900,0.0
Germany,Feb-07,Boulevard,0.0
Germany,Feb-07,CRS550,0.0
Germany,Feb-07,CRX500,0.0
Germany,Feb-07,CRX600,0.0
Germany,Feb-07,CRX650,0.0
Germany,Feb-07,Enduro 350,0.0
Germany,Feb-07,Enduro 450,0.0
Germany,Feb-07,Enduro 550,0.0
Germany,Feb-07,KingTwin,0.0
Germany,Feb-07,MegaTwin,0.0
Germany,Feb-07,RoadLiner,0.0
Germany,Feb-07,RoadStar,0.0
Germany,Feb-07,ST1200,0.0
Germany,Feb-07,ST1200R,0.0
Germany,Feb-07,ST900,0.0
Germany,Feb-07,Victory,0.0
Germany,Jan-07,200S,0.0
Germany,Jan-07,300S,0.0
Germany,Jan-07,600S,0.0
Germany,Jan-07,626S,0.0
Germany,Jan-07,676RS,0.0
Germany,Jan-07,676S,0.0
Germany,Jan-07,900S,0.0
Germany,Jan-07,929S,0.0
Germany,Jan-07,996RS,0.0
Germany,Jan-07,996S,0.0
Germany,Jan-07,Bandit 1200,0.0
Germany,Jan-07,Bandit 1200S,0.0
Germany,Jan-07,Bandit 900,0.0
Germany,Jan-07,Boulevard,0.0
Germany,Jan-07,CRS550,0.0
Germany,Jan-07,CRX500,0.0
Germany,Jan-07,CRX600,0.0
Germany,Jan-07,CRX650,0.0
Germany,Jan-07,Enduro 350,0.0
Germany,Jan-07,Enduro 450,0.0
Germany,Jan-07,Enduro 550,0.0
Germany,Jan-07,KingTwin,0.0
Germany,Jan-07,MegaTwin,0.0
Germany,Jan-07,RoadLiner,0.0
Germany,Jan-07,RoadStar,0.0
Germany,Jan-07,ST1200,0.0
Germany,Jan-07,ST1200R,0.0
Germany,Jan-07,ST900,0.0
Germany,Jan-07,Victory,0.0
Germany,Mar-07,200S,0.0
Germany,Mar-07,300S,0.0
Germany,Mar-07,600S,115.0
Germany,Mar-07,626S,24.0
Germany,Mar-07,676RS,0.0
Germany,Mar-07,676S,0.0
Germany,Mar-07,900S,39.0
Germany,Mar-07,929S,20.0
Germany,Mar-07,996RS,0.0
Germany,Mar-07,996S,49.0
Germany,Mar-07,Bandit 1200,0.0
Germany,Mar-07,Bandit 1200S,0.0
Germany,Mar-07,Bandit 900,0.0
Germany,Mar-07,Boulevard,0.0
Germany,Mar-07,CRS550,0.0
Germany,Mar-07,CRX500,0.0
Germany,Mar-07,CRX600,0.0
Germany,Mar-07,CRX650,0.0
Germany,Mar-07,Enduro 350,0.0
Germany,Mar-07,Enduro 450,0.0
Germany,Mar-07,Enduro 550,0.0
Germany,Mar-07,KingTwin,0.0
Germany,Mar-07,MegaTwin,0.0
Germany,Mar-07,RoadLiner,0.0
Germany,Mar-07,RoadStar,0.0
Germany,Mar-07,ST1200,0.0
Germany,Mar-07,ST1200R,0.0
Germany,Mar-07,ST900,0.0
Germany,Mar-07,Victory,0.0
Italy,Feb-07,200S,0.0
Italy,Feb-07,300S,0.0
Italy,Feb-07,600S,0.0
Italy,Feb-07,626S,0.0
Italy,Feb-07,676RS,0.0
Italy,Feb-07,676S,0.0
Italy,Feb-07,900S,0.0
Italy,Feb-07,929S,0.0
Italy,Feb-07,996RS,0.0
Italy,Feb-07,996S,0.0
Italy,Feb-07,Bandit 1200,0.0
Italy,Feb-07,Bandit 1200S,0.0
Italy,Feb-07,Bandit 900,0.0
Italy,Feb-07,Boulevard,0.0
Italy,Feb-07,CRS550,0.0
Italy,Feb-07,CRX500,0.0
Italy,Feb-07,CRX600,0.0
Italy,Feb-07,CRX650,0.0
Italy,Feb-07,Enduro 350,0.0
Italy,Feb-07,Enduro 450,0.0
Italy,Feb-07,Enduro 550,205.0
Italy,Feb-07,KingTwin,65.0
Italy,Feb-07,MegaTwin,182.0
Italy,Feb-07,RoadLiner,90.0
Italy,Feb-07,RoadStar,106.0
Italy,Feb-07,ST1200,134.0
Italy,Feb-07,ST1200R,13.0
Italy,Feb-07,ST900,0.0
Italy,Feb-07,Victory,88.0
Italy,Jan-07,200S,0.0
Italy,Jan-07,300S,0.0
Italy,Jan-07,600S,0.0
Italy,Jan-07,626S,0.0
Italy,Jan-07,676RS,0.0
Italy,Jan-07,676S,0.0
Italy,Jan-07,900S,0.0
Italy,Jan-07,929S,0.0
Italy,Jan-07,996RS,0.0
Italy,Jan-07,996S,0.0
Italy,Jan-07,Bandit 1200,0.0
Italy,Jan-07,Bandit 1200S,0.0
Italy,Jan-07,Bandit 900,0.0
Italy,Jan-07,Boulevard,0.0
Italy,Jan-07,CRS550,0.0
Italy,Jan-07,CRX500,0.0
Italy,Jan-07,CRX600,0.0
Italy,Jan-07,CRX650,0.0
Italy,Jan-07,Enduro 350,0.0
Italy,Jan-07,Enduro 450,0.0
Italy,Jan-07,Enduro 550,0.0
Italy,Jan-07,KingTwin,0.0
Italy,Jan-07,MegaTwin,0.0
Italy,Jan-07,RoadLiner,0.0
Italy,Jan-07,RoadStar,0.0
Italy,Jan-07,ST1200,0.0
Italy,Jan-07,ST1200R,0.0
Italy,Jan-07,ST900,0.0
Italy,Jan-07,Victory,0.0
Italy,Mar-07,200S,0.0
Italy,Mar-07,300S,0.0
Italy,Mar-07,600S,0.0
Italy,Mar-07,626S,0.0
Italy,Mar-07,676RS,0.0
Italy,Mar-07,676S,0.0
Italy,Mar-07,900S,0.0
Italy,Mar-07,929S,0.0
Italy,Mar-07,996RS,0.0
Italy,Mar-07,996S,0.0
Italy,Mar-07,Bandit 1200,0.0
Italy,Mar-07,Bandit 1200S,0.0
Italy,Mar-07,Bandit 900,0.0
Italy,Mar-07,Boulevard,0.0
Italy,Mar-07,CRS550,0.0
Italy,Mar-07,CRX500,0.0
Italy,Mar-07,CRX600,0.0
Italy,Mar-07,CRX650,0.0
Italy,Mar-07,Enduro 350,0.0
Italy,Mar-07,Enduro 450,0.0
Italy,Mar-07,Enduro 550,106.0
Italy,Mar-07,KingTwin,0.0
Italy,Mar-07,MegaTwin,90.0
Italy,Mar-07,RoadLiner,45.0
Italy,Mar-07,RoadStar,106.0
Italy,Mar-07,ST1200,68.0
Italy,Mar-07,ST1200R,6.0
Italy,Mar-07,ST900,0.0
Italy,Mar-07,Victory,88.0
Japan,Feb-07,200S,121.0
Japan,Feb-07,300S,19.0
Japan,Feb-07,600S,36.0
Japan,Feb-07,626S,171.0
Japan,Feb-07,676RS,138.0
Japan,Feb-07,676S,115.0
Japan,Feb-07,900S,75.0
Japan,Feb-07,929S,46.0
Japan,Feb-07,996RS,46.0
Japan,Feb-07,996S,106.0
Japan,Feb-07,Bandit 1200,28.0
Japan,Feb-07,Bandit 1200S,184.0
Japan,Feb-07,Bandit 900,0.0
Japan,Feb-07,Boulevard,155.0
Japan,Feb-07,CRS550,31.0
Japan,Feb-07,CRX500,0.0
Japan,Feb-07,CRX600,151.0
Japan,Feb-07,CRX650,185.0
Japan,Feb-07,Enduro 350,0.0
Japan,Feb-07,Enduro 450,0.0
Japan,Feb-07,Enduro 550,171.0
Japan,Feb-07,KingTwin,49.0
Japan,Feb-07,MegaTwin,117.0
Japan,Feb-07,RoadLiner,46.0
Japan,Feb-07,RoadStar,74.0
Japan,Feb-07,ST1200,206.0
Japan,Feb-07,ST1200R,99.0
Japan,Feb-07,ST900,0.0
Japan,Feb-07,Victory,0.0
Japan,Jan-07,200S,0.0
Japan,Jan-07,300S,0.0
Japan,Jan-07,600S,0.0
Japan,Jan-07,626S,0.0
Japan,Jan-07,676RS,0.0
Japan,Jan-07,676S,0.0
Japan,Jan-07,900S,0.0
Japan,Jan-07,929S,0.0
Japan,Jan-07,996RS,0.0
Japan,Jan-07,996S,0.0
Japan,Jan-07,Bandit 1200,0.0
Japan,Jan-07,Bandit 1200S,0.0
Japan,Jan-07,Bandit 900,0.0
Japan,Jan-07,Boulevard,0.0
Japan,Jan-07,CRS550,0.0
Japan,Jan-07,CRX500,0.0
Japan,Jan-07,CRX600,0.0
Japan,Jan-07,CRX650,0.0
Japan,Jan-07,Enduro 350,0.0
Japan,Jan-07,Enduro 450,0.0
Japan,Jan-07,Enduro 550,0.0
Japan,Jan-07,KingTwin,0.0
Japan,Jan-07,MegaTwin,0.0
Japan,Jan-07,RoadLiner,0.0
Japan,Jan-07,RoadStar,0.0
Japan,Jan-07,ST1200,0.0
Japan,Jan-07,ST1200R,0.0
Japan,Jan-07,ST900,0.0
Japan,Jan-07,Victory,0.0
Japan,Mar-07,200S,58.0
Japan,Mar-07,300S,12.0
Japan,Mar-07,600S,16.0
Japan,Mar-07,626S,86.0
Japan,Mar-07,676RS,70.0
Japan,Mar-07,676S,59.0
Japan,Mar-07,900S,37.0
Japan,Mar-07,929S,23.0
Japan,Mar-07,996RS,23.0
Japan,Mar-07,996S,55.0
Japan,Mar-07,Bandit 1200,0.0
Japan,Mar-07,Bandit 1200S,94.0
Japan,Mar-07,Bandit 900,0.0
Japan,Mar-07,Boulevard,74.0
Japan,Mar-07,CRS550,15.0
Japan,Mar-07,CRX500,0.0
Japan,Mar-07,CRX600,74.0
Japan,Mar-07,CRX650,93.0
Japan,Mar-07,Enduro 350,0.0
Japan,Mar-07,Enduro 450,0.0
Japan,Mar-07,Enduro 550,85.0
Japan,Mar-07,KingTwin,0.0
Japan,Mar-07,MegaTwin,56.0
Japan,Mar-07,RoadLiner,22.0
Japan,Mar-07,RoadStar,0.0
Japan,Mar-07,ST1200,107.0
Japan,Mar-07,ST1200R,52.0
Japan,Mar-07,ST900,0.0
Japan,Mar-07,Victory,0.0
Spain,Feb-07,200S,124.0
Spain,Feb-07,300S,41.0
Spain,Feb-07,600S,151.0
Spain,Feb-07,626S,33.0
Spain,Feb-07,676RS,122.0
Spain,Feb-07,676S,92.0
Spain,Feb-07,900S,121.0
Spain,Feb-07,929S,191.0
Spain,Feb-07,996RS,148.0
Spain,Feb-07,996S,185.0
Spain,Feb-07,Bandit 1200,111.0
Spain,Feb-07,Bandit 1200S,20.0
Spain,Feb-07,Bandit 900,0.0
Spain,Feb-07,Boulevard,197.0
Spain,Feb-07,CRS550,130.0
Spain,Feb-07,CRX500,0.0
Spain,Feb-07,CRX600,100.0
Spain,Feb-07,CRX650,193.0
Spain,Feb-07,Enduro 350,95.0
Spain,Feb-07,Enduro 450,0.0
Spain,Feb-07,Enduro 550,128.0
Spain,Feb-07,KingTwin,190.0
Spain,Feb-07,MegaTwin,63.0
Spain,Feb-07,RoadLiner,148.0
Spain,Feb-07,RoadStar,85.0
Spain,Feb-07,ST1200,184.0
Spain,Feb-07,ST1200R,112.0
Spain,Feb-07,ST900,0.0
Spain,Feb-07,Victory,0.0
Spain,Jan-07,200S,0.0
Spain,Jan-07,300S,0.0
Spain,Jan-07,600S,0.0
Spain,Jan-07,626S,0.0
Spain,Jan-07,676RS,0.0
Spain,Jan-07,676S,0.0
Spain,Jan-07,900S,0.0
Spain,Jan-07,929S,0.0
Spain,Jan-07,996RS,0.0
Spain,Jan-07,996S,0.0
Spain,Jan-07,Bandit 1200,0.0
Spain,Jan-07,Bandit 1200S,0.0
Spain,Jan-07,Bandit 900,0.0
Spain,Jan-07,Boulevard,0.0
Spain,Jan-07,CRS550,0.0
Spain,Jan-07,CRX500,0.0
