,id_of_Plant,id_of_Market,id_of_Month,id_of_Product,deliveryVar
125,Bucarest,Brazil,Jan-07,996S,0.0
126,Bucarest,Brazil,Jan-07,Bandit 1200,0.0
127,Bucarest,Brazil,Jan-07,Bandit 1200S,0.0
128,Bucarest,Brazil,Jan-07,Bandit 900,0.0
129,Bucarest,Brazil,Jan-07,Boulevard,0.0
130,Bucarest,Brazil,Jan-07,CRS550,0.0
131,Bucarest,Brazil,Jan-07,CRX500,0.0
132,Bucarest,Brazil,Jan-07,CRX600,0.0
133,Bucarest,Brazil,Jan-07,CRX650,0.0
134,Bucarest,Brazil,Jan-07,Enduro 350,0.0
135,Bucarest,Brazil,Jan-07,Enduro 450,0.0
136,Bucarest,Brazil,Jan-07,Enduro 550,0.0
137,Bucarest,Brazil,Jan-07,KingTwin,0.0
138,Bucarest,Brazil,Jan-07,MegaTwin,0.0
139,Bucarest,Brazil,Jan-07,RoadLiner,0.0
140,Bucarest,Brazil,Jan-07,RoadStar,0.0
141,Bucarest,Brazil,Jan-07,ST1200,0.0
142,Bucarest,Brazil,Jan-07,ST1200R,0.0
143,Bucarest,Brazil,Jan-07,ST900,0.0
144,Bucarest,Brazil,Jan-07,Victory,0.0
145,Bucarest,Brazil,Mar-07,200S,0.0
146,Bucarest,Brazil,Mar-07,300S,0.0
147,Bucarest,Brazil,Mar-07,600S,0.0
148,Bucarest,Brazil,Mar-07,626S,0.0
149,Bucarest,Brazil,Mar-07,676RS,0.0
150,Bucarest,Brazil,Mar-07,676S,0.0
151,Bucarest,Brazil,Mar-07,900S,0.0
152,Bucarest,Brazil,Mar-07,929S,0.0
153,Bucarest,Brazil,Mar-07,996RS,0.0
154,Bucarest,Brazil,Mar-07,996S,0.0
155,Bucarest,Brazil,Mar-07,Bandit 1200,0.0
156,Bucarest,Brazil,Mar-07,Bandit 1200S,0.0
157,Bucarest,Brazil,Mar-07,Bandit 900,0.0
158,Bucarest,Brazil,Mar-07,Boulevard,0.0
159,Bucarest,Brazil,Mar-07,CRS550,0.0
160,Bucarest,Brazil,Mar-07,CRX500,0.0
161,Bucarest,Brazil,Mar-07,CRX600,0.0
162,Bucarest,Brazil,Mar-07,CRX650,0.0
163,Bucarest,Brazil,Mar-07,Enduro 350,0.0
164,Bucarest,Brazil,Mar-07,Enduro 450,0.0
165,Bucarest,Brazil,Mar-07,Enduro 550,0.0
166,Bucarest,Brazil,Mar-07,KingTwin,0.0
167,Bucarest,Brazil,Mar-07,MegaTwin,0.0
168,Bucarest,Brazil,Mar-07,RoadLiner,0.0
169,Bucarest,Brazil,Mar-07,RoadStar,0.0
170,Bucarest,Brazil,Mar-07,ST1200,0.0
171,Bucarest,Brazil,Mar-07,ST1200R,0.0
172,Bucarest,Brazil,Mar-07,ST900,0.0
173,Bucarest,Brazil,Mar-07,Victory,0.0
174,Bucarest,Canada,Feb-07,200S,0.0
175,Bucarest,Canada,Feb-07,300S,0.0
176,Bucarest,Canada,Feb-07,600S,0.0
177,Bucarest,Canada,Feb-07,626S,0.0
178,Bucarest,Canada,Feb-07,676RS,0.0
179,Bucarest,Canada,Feb-07,676S,0.0
180,Bucarest,Canada,Feb-07,900S,0.0
181,Bucarest,Canada,Feb-07,929S,0.0
182,Bucarest,Canada,Feb-07,996RS,0.0
183,Bucarest,Canada,Feb-07,996S,0.0
184,Bucarest,Canada,Feb-07,Bandit 1200,0.0
185,Bucarest,Canada,Feb-07,Bandit 1200S,0.0
186,Bucarest,Canada,Feb-07,Bandit 900,0.0
187,Bucarest,Canada,Feb-07,Boulevard,0.0
188,Bucarest,Canada,Feb-07,CRS550,0.0
189,Bucarest,Canada,Feb-07,CRX500,0.0
190,Bucarest,Canada,Feb-07,CRX600,0.0
191,Bucarest,Canada,Feb-07,CRX650,0.0
192,Bucarest,Canada,Feb-07,Enduro 350,0.0
193,Bucarest,Canada,Feb-07,Enduro 450,0.0
194,Bucarest,Canada,Feb-07,Enduro 550,0.0
195,Bucarest,Canada,Feb-07,KingTwin,0.0
196,Bucarest,Canada,Feb-07,MegaTwin,0.0
197,Bucarest,Canada,Feb-07,RoadLiner,0.0
198,Bucarest,Canada,Feb-07,RoadStar,0.0
199,Bucarest,Canada,Feb-07,ST1200,0.0
200,Bucarest,Canada,Feb-07,ST1200R,0.0
201,Bucarest,Canada,Feb-07,ST900,0.0
202,Bucarest,Canada,Feb-07,Victory,0.0
203,Bucarest,Canada,Jan-07,200S,0.0
204,Bucarest,Canada,Jan-07,300S,0.0
205,Bucarest,Canada,Jan-07,600S,0.0
206,Bucarest,Canada,Jan-07,626S,0.0
207,Bucarest,Canada,Jan-07,676RS,0.0
208,Bucarest,Canada,Jan-07,676S,0.0
209,Bucarest,Canada,Jan-07,900S,0.0
210,Bucarest,Canada,Jan-07,929S,0.0
211,Bucarest,Canada,Jan-07,996RS,0.0
212,Bucarest,Canada,Jan-07,996S,0.0
213,Bucarest,Canada,Jan-07,Bandit 1200,0.0
214,Bucarest,Canada,Jan-07,Bandit 1200S,0.0
215,Bucarest,Canada,Jan-07,Bandit 900,0.0
216,Bucarest,Canada,Jan-07,Boulevard,0.0
217,Bucarest,Canada,Jan-07,CRS550,0.0
218,Bucarest,Canada,Jan-07,CRX500,0.0
219,Bucarest,Canada,Jan-07,CRX600,0.0
220,Bucarest,Canada,Jan-07,CRX650,0.0
221,Bucarest,Canada,Jan-07,Enduro 350,0.0
222,Bucarest,Canada,Jan-07,Enduro 450,0.0
223,Bucarest,Canada,Jan-07,Enduro 550,0.0
224,Bucarest,Canada,Jan-07,KingTwin,0.0
225,Bucarest,Canada,Jan-07,MegaTwin,0.0
226,Bucarest,Canada,Jan-07,RoadLiner,0.0
227,Bucarest,Canada,Jan-07,RoadStar,0.0
228,Bucarest,Canada,Jan-07,ST1200,0.0
229,Bucarest,Canada,Jan-07,ST1200R,0.0
230,Bucarest,Canada,Jan-07,ST900,0.0
231,Bucarest,Canada,Jan-07,Victory,0.0
232,Bucarest,Canada,Mar-07,200S,0.0
233,Bucarest,Canada,Mar-07,300S,0.0
234,Bucarest,Canada,Mar-07,600S,0.0
235,Bucarest,Canada,Mar-07,626S,0.0
236,Bucarest,Canada,Mar-07,676RS,0.0
237,Bucarest,Canada,Mar-07,676S,0.0
238,Bucarest,Canada,Mar-07,900S,0.0
239,Bucarest,Canada,Mar-07,929S,0.0
240,Bucarest,Canada,Mar-07,996RS,0.0
241,Bucarest,Canada,Mar-07,996S,0.0
242,Bucarest,Canada,Mar-07,Bandit 1200,0.0
243,Bucarest,Canada,Mar-07,Bandit 1200S,0.0
244,Bucarest,Canada,Mar-07,Bandit 900,0.0
245,Bucarest,Canada,Mar-07,Boulevard,0.0
246,Bucarest,Canada,Mar-07,CRS550,0.0
247,Bucarest,Canada,Mar-07,CRX500,0.0
248,Bucarest,Canada,Mar-07,CRX600,0.0
249,Bucarest,Canada,Mar-07,CRX650,0.0
250,Bucarest,Canada,Mar-07,Enduro 350,0.0
251,Bucarest,Canada,Mar-07,Enduro 450,0.0
252,Bucarest,Canada,Mar-07,Enduro 550,0.0
253,Bucarest,Canada,Mar-07,KingTwin,0.0
254,Bucarest,Canada,Mar-07,MegaTwin,0.0
255,Bucarest,Canada,Mar-07,RoadLiner,0.0
256,Bucarest,Canada,Mar-07,RoadStar,0.0
257,Bucarest,Canada,Mar-07,ST1200,0.0
258,Bucarest,Canada,Mar-07,ST1200R,0.0
259,Bucarest,Canada,Mar-07,ST900,0.0
260,Bucarest,Canada,Mar-07,Victory,0.0
261,Bucarest,China,Feb-07,200S,0.0
262,Bucarest,China,Feb-07,300S,0.0
263,Bucarest,China,Feb-07,600S,0.0
264,Bucarest,China,Feb-07,626S,0.0
265,Bucarest,China,Feb-07,676RS,0.0
266,Bucarest,China,Feb-07,676S,0.0
267,Bucarest,China,Feb-07,900S,0.0
268,Bucarest,China,Feb-07,929S,0.0
269,Bucarest,China,Feb-07,996RS,0.0
270,Bucarest,China,Feb-07,996S,0.0
271,Bucarest,China,Feb-07,Bandit 1200,0.0
272,Bucarest,China,Feb-07,Bandit 1200S,0.0
273,Bucarest,China,Feb-07,Bandit 900,0.0
274,Bucarest,China,Feb-07,Boulevard,0.0
275,Bucarest,China,Feb-07,CRS550,0.0
276,Bucarest,China,Feb-07,CRX500,0.0
277,Bucarest,China,Feb-07,CRX600,0.0
278,Bucarest,China,Feb-07,CRX650,0.0
279,Bucarest,China,Feb-07,Enduro 350,0.0
280,Bucarest,China,Feb-07,Enduro 450,0.0
281,Bucarest,China,Feb-07,Enduro 550,0.0
282,Bucarest,China,Feb-07,KingTwin,0.0
283,Bucarest,China,Feb-07,MegaTwin,0.0
284,Bucarest,China,Feb-07,RoadLiner,0.0
285,Bucarest,China,Feb-07,RoadStar,0.0
286,Bucarest,China,Feb-07,ST1200,0.0
287,Bucarest,China,Feb-07,ST1200R,0.0
288,Bucarest,China,Feb-07,ST900,0.0
289,Bucarest,China,Feb-07,Victory,0.0
290,Bucarest,China,Jan-07,200S,0.0
291,Bucarest,China,Jan-07,300S,0.0
292,Bucarest,China,Jan-07,600S,0.0
293,Bucarest,China,Jan-07,626S,0.0
294,Bucarest,China,Jan-07,676RS,0.0
295,Bucarest,China,Jan-07,676S,0.0
296,Bucarest,China,Jan-07,900S,0.0
297,Bucarest,China,Jan-07,929S,0.0
298,Bucarest,China,Jan-07,996RS,0.0
299,Bucarest,China,Jan-07,996S,0.0
300,Bucarest,China,Jan-07,Bandit 1200,0.0
301,Bucarest,China,Jan-07,Bandit 1200S,0.0
302,Bucarest,China,Jan-07,Bandit 900,0.0
303,Bucarest,China,Jan-07,Boulevard,0.0
304,Bucarest,China,Jan-07,CRS550,0.0
305,Bucarest,China,Jan-07,CRX500,0.0
306,Bucarest,China,Jan-07,CRX600,0.0
307,Bucarest,China,Jan-07,CRX650,0.0
308,Bucarest,China,Jan-07,Enduro 350,0.0
309,Bucarest,China,Jan-07,Enduro 450,0.0
310,Bucarest,China,Jan-07,Enduro 550,0.0
311,Bucarest,China,Jan-07,KingTwin,0.0
312,Bucarest,China,Jan-07,MegaTwin,0.0
313,Bucarest,China,Jan-07,RoadLiner,0.0
314,Bucarest,China,Jan-07,RoadStar,0.0
315,Bucarest,China,Jan-07,ST1200,0.0
316,Bucarest,China,Jan-07,ST1200R,0.0
317,Bucarest,China,Jan-07,ST900,0.0
318,Bucarest,China,Jan-07,Victory,0.0
319,Bucarest,China,Mar-07,200S,0.0
320,Bucarest,China,Mar-07,300S,0.0
321,Bucarest,China,Mar-07,600S,0.0
322,Bucarest,China,Mar-07,626S,0.0
323,Bucarest,China,Mar-07,676RS,0.0
324,Bucarest,China,Mar-07,676S,0.0
325,Bucarest,China,Mar-07,900S,0.0
326,Bucarest,China,Mar-07,929S,0.0
327,Bucarest,China,Mar-07,996RS,0.0
328,Bucarest,China,Mar-07,996S,0.0
329,Bucarest,China,Mar-07,Bandit 1200,0.0
330,Bucarest,China,Mar-07,Bandit 1200S,0.0
331,Bucarest,China,Mar-07,Bandit 900,0.0
332,Bucarest,China,Mar-07,Boulevard,0.0
333,Bucarest,China,Mar-07,CRS550,0.0
334,Bucarest,China,Mar-07,CRX500,0.0
335,Bucarest,China,Mar-07,CRX600,0.0
336,Bucarest,China,Mar-07,CRX650,0.0
337,Bucarest,China,Mar-07,Enduro 350,0.0
338,Bucarest,China,Mar-07,Enduro 450,0.0
339,Bucarest,China,Mar-07,Enduro 550,0.0
340,Bucarest,China,Mar-07,KingTwin,0.0
341,Bucarest,China,Mar-07,MegaTwin,0.0
342,Bucarest,China,Mar-07,RoadLiner,0.0
343,Bucarest,China,Mar-07,RoadStar,0.0
344,Bucarest,China,Mar-07,ST1200,0.0
345,Bucarest,China,Mar-07,ST1200R,0.0
346,Bucarest,China,Mar-07,ST900,0.0
347,Bucarest,China,Mar-07,Victory,0.0
348,Bucarest,France,Feb-07,200S,0.0
349,Bucarest,France,Feb-07,300S,0.0
350,Bucarest,France,Feb-07,600S,0.0
351,Bucarest,France,Feb-07,626S,0.0
352,Bucarest,France,Feb-07,676RS,0.0
353,Bucarest,France,Feb-07,676S,0.0
354,Bucarest,France,Feb-07,900S,0.0
355,Bucarest,France,Feb-07,929S,0.0
356,Bucarest,France,Feb-07,996RS,0.0
357,Bucarest,France,Feb-07,996S,0.0
358,Bucarest,France,Feb-07,Bandit 1200,0.0
359,Bucarest,France,Feb-07,Bandit 1200S,0.0
360,Bucarest,France,Feb-07,Bandit 900,0.0
361,Bucarest,France,Feb-07,Boulevard,0.0
362,Bucarest,France,Feb-07,CRS550,0.0
363,Bucarest,France,Feb-07,CRX500,0.0
364,Bucarest,France,Feb-07,CRX600,0.0
365,Bucarest,France,Feb-07,CRX650,0.0
366,Bucarest,France,Feb-07,Enduro 350,0.0
367,Bucarest,France,Feb-07,Enduro 450,0.0
368,Bucarest,France,Feb-07,Enduro 550,0.0
369,Bucarest,France,Feb-07,KingTwin,0.0
370,Bucarest,France,Feb-07,MegaTwin,0.0
371,Bucarest,France,Feb-07,RoadLiner,0.0
372,Bucarest,France,Feb-07,RoadStar,0.0
373,Bucarest,France,Feb-07,ST1200,0.0
374,Bucarest,France,Feb-07,ST1200R,0.0
375,Bucarest,France,Feb-07,ST900,0.0
376,Bucarest,France,Feb-07,Victory,0.0
377,Bucarest,France,Jan-07,200S,0.0
378,Bucarest,France,Jan-07,300S,0.0
379,Bucarest,France,Jan-07,600S,0.0
380,Bucarest,France,Jan-07,626S,0.0
381,Bucarest,France,Jan-07,676RS,0.0
382,Bucarest,France,Jan-07,676S,0.0
383,Bucarest,France,Jan-07,900S,0.0
384,Bucarest,France,Jan-07,929S,0.0
385,Bucarest,France,Jan-07,996RS,0.0
386,Bucarest,France,Jan-07,996S,0.0
387,Bucarest,France,Jan-07,Bandit 1200,0.0
388,Bucarest,France,Jan-07,Bandit 1200S,0.0
389,Bucarest,France,Jan-07,Bandit 900,0.0
390,Bucarest,France,Jan-07,Boulevard,0.0
391,Bucarest,France,Jan-07,CRS550,0.0
392,Bucarest,France,Jan-07,CRX500,0.0
393,Bucarest,France,Jan-07,CRX600,0.0
394,Bucarest,France,Jan-07,CRX650,0.0
395,Bucarest,France,Jan-07,Enduro 350,0.0
396,Bucarest,France,Jan-07,Enduro 450,0.0
397,Bucarest,France,Jan-07,Enduro 550,0.0
398,Bucarest,France,Jan-07,KingTwin,0.0
399,Bucarest,France,Jan-07,MegaTwin,0.0
400,Bucarest,France,Jan-07,RoadLiner,0.0
401,Bucarest,France,Jan-07,RoadStar,0.0
402,Bucarest,France,Jan-07,ST1200,0.0
403,Bucarest,France,Jan-07,ST1200R,0.0
404,Bucarest,France,Jan-07,ST900,0.0
405,Bucarest,France,Jan-07,Victory,0.0
406,Bucarest,France,Mar-07,200S,0.0
407,Bucarest,France,Mar-07,300S,0.0
408,Bucarest,France,Mar-07,600S,0.0
409,Bucarest,France,Mar-07,626S,0.0
410,Bucarest,France,Mar-07,676RS,0.0
411,Bucarest,France,Mar-07,676S,0.0
412,Bucarest,France,Mar-07,900S,0.0
413,Bucarest,France,Mar-07,929S,0.0
414,Bucarest,France,Mar-07,996RS,0.0
415,Bucarest,France,Mar-07,996S,0.0
416,Bucarest,France,Mar-07,Bandit 1200,0.0
417,Bucarest,France,Mar-07,Bandit 1200S,0.0
418,Bucarest,France,Mar-07,Bandit 900,0.0
419,Bucarest,France,Mar-07,Boulevard,0.0
420,Bucarest,France,Mar-07,CRS550,0.0
421,Bucarest,France,Mar-07,CRX500,0.0
422,Bucarest,France,Mar-07,CRX600,0.0
423,Bucarest,France,Mar-07,CRX650,0.0
424,Bucarest,France,Mar-07,Enduro 350,0.0
425,Bucarest,France,Mar-07,Enduro 450,0.0
426,Bucarest,France,Mar-07,Enduro 550,0.0
427,Bucarest,France,Mar-07,KingTwin,0.0
428,Bucarest,France,Mar-07,MegaTwin,0.0
429,Bucarest,France,Mar-07,RoadLiner,0.0
430,Bucarest,France,Mar-07,RoadStar,0.0
431,Bucarest,France,Mar-07,ST1200,0.0
432,Bucarest,France,Mar-07,ST1200R,0.0
433,Bucarest,France,Mar-07,ST900,0.0
434,Bucarest,France,Mar-07,Victory,0.0
435,Bucarest,Germany,Feb-07,200S,0.0
436,Bucarest,Germany,Feb-07,300S,0.0
437,Bucarest,Germany,Feb-07,600S,0.0
438,Bucarest,Germany,Feb-07,626S,0.0
439,Bucarest,Germany,Feb-07,676RS,0.0
440,Bucarest,Germany,Feb-07,676S,0.0
441,Bucarest,Germany,Feb-07,900S,0.0
442,Bucarest,Germany,Feb-07,929S,0.0
443,Bucarest,Germany,Feb-07,996RS,0.0
444,Bucarest,Germany,Feb-07,996S,0.0
445,Bucarest,Germany,Feb-07,Bandit 1200,0.0
446,Bucarest,Germany,Feb-07,Bandit 1200S,0.0
447,Bucarest,Germany,Feb-07,Bandit 900,0.0
448,Bucarest,Germany,Feb-07,Boulevard,0.0
449,Bucarest,Germany,Feb-07,CRS550,0.0
450,Bucarest,Germany,Feb-07,CRX500,0.0
451,Bucarest,Germany,Feb-07,CRX600,0.0
452,Bucarest,Germany,Feb-07,CRX650,0.0
453,Bucarest,Germany,Feb-07,Enduro 350,0.0
454,Bucarest,Germany,Feb-07,Enduro 450,0.0
455,Bucarest,Germany,Feb-07,Enduro 550,0.0
456,Bucarest,Germany,Feb-07,KingTwin,0.0
457,Bucarest,Germany,Feb-07,MegaTwin,0.0
458,Bucarest,Germany,Feb-07,RoadLiner,0.0
459,Bucarest,Germany,Feb-07,RoadStar,0.0
460,Bucarest,Germany,Feb-07,ST1200,0.0
461,Bucarest,Germany,Feb-07,ST1200R,0.0
462,Bucarest,Germany,Feb-07,ST900,0.0
463,Bucarest,Germany,Feb-07,Victory,0.0
464,Bucarest,Germany,Jan-07,200S,0.0
465,Bucarest,Germany,Jan-07,300S,0.0
466,Bucarest,Germany,Jan-07,600S,0.0
467,Bucarest,Germany,Jan-07,626S,0.0
468,Bucarest,Germany,Jan-07,676RS,0.0
469,Bucarest,Germany,Jan-07,676S,0.0
470,Bucarest,Germany,Jan-07,900S,0.0
471,Bucarest,Germany,Jan-07,929S,0.0
472,Bucarest,Germany,Jan-07,996RS,0.0
473,Bucarest,Germany,Jan-07,996S,0.0
474,Bucarest,Germany,Jan-07,Bandit 1200,0.0
475,Bucarest,Germany,Jan-07,Bandit 1200S,0.0
476,Bucarest,Germany,Jan-07,Bandit 900,0.0
477,Bucarest,Germany,Jan-07,Boulevard,0.0
478,Bucarest,Germany,Jan-07,CRS550,0.0
479,Bucarest,Germany,Jan-07,CRX500,0.0
480,Bucarest,Germany,Jan-07,CRX600,0.0
481,Bucarest,Germany,Jan-07,CRX650,0.0
482,Bucarest,Germany,Jan-07,Enduro 350,0.0
483,Bucarest,Germany,Jan-07,Enduro 450,0.0
484,Bucarest,Germany,Jan-07,Enduro 550,0.0
485,Bucarest,Germany,Jan-07,KingTwin,0.0
486,Bucarest,Germany,Jan-07,MegaTwin,0.0
487,Bucarest,Germany,Jan-07,RoadLiner,0.0
488,Bucarest,Germany,Jan-07,RoadStar,0.0
489,Bucarest,Germany,Jan-07,ST1200,0.0
490,Bucarest,Germany,Jan-07,ST1200R,0.0
491,Bucarest,Germany,Jan-07,ST900,0.0
492,Bucarest,Germany,Jan-07,Victory,0.0
493,Bucarest,Germany,Mar-07,200S,0.0
494,Bucarest,Germany,Mar-07,300S,0.0
495,Bucarest,Germany,Mar-07,600S,0.0
496,Bucarest,Germany,Mar-07,626S,0.0
497,Bucarest,Germany,Mar-07,676RS,0.0
498,Bucarest,Germany,Mar-07,676S,0.0
499,Bucarest,Germany,Mar-07,900S,0.0
500,Bucarest,Germany,Mar-07,929S,0.0
501,Bucarest,Germany,Mar-07,996RS,0.0
502,Bucarest,Germany,Mar-07,996S,0.0
503,Bucarest,Germany,Mar-07,Bandit 1200,0.0
504,Bucarest,Germany,Mar-07,Bandit 1200S,0.0
505,Bucarest,Germany,Mar-07,Bandit 900,0.0
506,Bucarest,Germany,Mar-07,Boulevard,0.0
507,Bucarest,Germany,Mar-07,CRS550,0.0
508,Bucarest,Germany,Mar-07,CRX500,0.0
509,Bucarest,Germany,Mar-07,CRX600,0.0
510,Bucarest,Germany,Mar-07,CRX650,0.0
511,Bucarest,Germany,Mar-07,Enduro 350,0.0
512,Bucarest,Germany,Mar-07,Enduro 450,0.0
513,Bucarest,Germany,Mar-07,Enduro 550,0.0
514,Bucarest,Germany,Mar-07,KingTwin,0.0
515,Bucarest,Germany,Mar-07,MegaTwin,0.0
516,Bucarest,Germany,Mar-07,RoadLiner,0.0
517,Bucarest,Germany,Mar-07,RoadStar,0.0
518,Bucarest,Germany,Mar-07,ST1200,0.0
519,Bucarest,Germany,Mar-07,ST1200R,0.0
