plant,product,month,capacity,production,absdiff,reldiff
Houston,ST900,Feb-07,80,0,80,98.7654320988
Houston,ST900,Mar-07,80,0,80,98.7654320988
Houston,ST1200,Jan-07,182,37,145,79.2349726776
Houston,ST1200,Feb-07,182,47,135,73.7704918033
Houston,ST1200,Mar-07,182,34,148,80.8743169399
Houston,ST1200R,Jan-07,72,0,72,98.6301369863
Houston,ST1200R,Feb-07,72,0,72,98.6301369863
Houston,ST1200R,Mar-07,72,0,72,98.6301369863
Houston,Bandit 900,Jan-07,146,0,146,99.3197278912
Houston,Bandit 900,Feb-07,146,0,146,99.3197278912
Houston,Bandit 900,Mar-07,146,0,146,99.3197278912
Houston,Bandit 1200,Jan-07,117,117,0,0.0
Houston,Bandit 1200,Feb-07,117,117,0,0.0
Houston,Bandit 1200,Mar-07,117,117,0,0.0
Houston,Bandit 1200S,Jan-07,235,0,235,99.5762711864
Houston,Bandit 1200S,Feb-07,235,0,235,99.5762711864
Houston,Bandit 1200S,Mar-07,235,0,235,99.5762711864
Houston,Enduro 350,Jan-07,240,0,240,99.5850622407
Houston,Enduro 350,Feb-07,240,0,240,99.5850622407
Houston,Enduro 350,Mar-07,240,0,240,99.5850622407
Houston,Enduro 450,Jan-07,55,0,55,98.2142857143
Houston,Enduro 450,Feb-07,55,0,55,98.2142857143
Houston,Enduro 450,Mar-07,55,0,55,98.2142857143
Houston,Enduro 550,Jan-07,215,0,215,99.537037037
Houston,Enduro 550,Feb-07,215,0,215,99.537037037
Houston,Enduro 550,Mar-07,215,0,215,99.537037037
Houston,CRX500,Jan-07,83,0,83,98.8095238095
Houston,CRX500,Feb-07,83,0,83,98.8095238095
Houston,CRX500,Mar-07,83,0,83,98.8095238095
Houston,CRS550,Jan-07,96,51,45,46.3917525773
Houston,CRS550,Feb-07,96,10,86,88.6597938144
Houston,CRS550,Mar-07,96,0,96,98.9690721649
Houston,CRX600,Jan-07,81,0,81,98.7804878049
Houston,CRX600,Feb-07,81,0,81,98.7804878049
Houston,CRX600,Mar-07,81,0,81,98.7804878049
Houston,CRX650,Jan-07,138,108,30,21.5827338129
Houston,CRX650,Feb-07,138,121,17,12.2302158273
Houston,CRX650,Mar-07,138,138,0,0.0
Dallas,200S,Jan-07,76,76,0,0.0
Dallas,200S,Feb-07,76,76,0,0.0
Dallas,200S,Mar-07,76,76,0,0.0
Dallas,300S,Jan-07,253,0,253,99.6062992126
Dallas,300S,Feb-07,253,0,253,99.6062992126
Dallas,300S,Mar-07,253,0,253,99.6062992126
Dallas,600S,Jan-07,122,0,122,99.1869918699
Dallas,600S,Feb-07,122,0,122,99.1869918699
Dallas,600S,Mar-07,122,0,122,99.1869918699
Dallas,626S,Jan-07,98,0,98,98.9898989899
Dallas,626S,Feb-07,98,0,98,98.9898989899
Dallas,626S,Mar-07,98,0,98,98.9898989899
Dallas,676S,Jan-07,244,244,0,0.0
Dallas,676S,Feb-07,244,244,0,0.0
Dallas,676S,Mar-07,244,244,0,0.0
Dallas,676RS,Jan-07,36,36,0,0.0
Dallas,676RS,Feb-07,36,36,0,0.0
Dallas,676RS,Mar-07,36,36,0,0.0
Dallas,900S,Jan-07,34,0,34,97.1428571429
Dallas,900S,Feb-07,34,0,34,97.1428571429
Dallas,900S,Mar-07,34,0,34,97.1428571429
Dallas,929S,Jan-07,181,104,77,42.3076923077
Dallas,929S,Feb-07,181,112,69,37.9120879121
Dallas,929S,Mar-07,181,106,75,41.2087912088
Dallas,996S,Jan-07,172,172,0,0.0
Dallas,996S,Feb-07,172,172,0,0.0
Dallas,996S,Mar-07,172,172,0,0.0
Dallas,996RS,Jan-07,149,13,136,90.6666666667
Dallas,996RS,Feb-07,149,43,106,70.6666666667
Dallas,996RS,Mar-07,149,32,117,78.0
Dallas,RoadStar,Jan-07,262,262,0,0.0
Dallas,RoadStar,Feb-07,262,262,0,0.0
Dallas,RoadStar,Mar-07,262,262,0,0.0
Dallas,RoadLiner,Jan-07,105,47,58,54.7169811321
Dallas,RoadLiner,Feb-07,105,75,30,28.3018867925
Dallas,RoadLiner,Mar-07,105,104,1,0.943396226415
Dallas,Victory,Jan-07,155,0,155,99.358974359
Dallas,Victory,Feb-07,155,0,155,99.358974359
Dallas,Victory,Mar-07,155,0,155,99.358974359
Dallas,Boulevard,Jan-07,197,197,0,0.0
Dallas,Boulevard,Feb-07,197,197,0,0.0
Dallas,Boulevard,Mar-07,197,197,0,0.0
Dallas,KingTwin,Jan-07,41,41,0,0.0
Dallas,KingTwin,Feb-07,41,41,0,0.0
Dallas,KingTwin,Mar-07,41,41,0,0.0
Dallas,MegaTwin,Jan-07,178,0,178,99.4413407821
Dallas,MegaTwin,Feb-07,178,0,178,99.4413407821
Dallas,MegaTwin,Mar-07,178,0,178,99.4413407821
Dallas,ST900,Jan-07,31,0,31,96.875
Dallas,ST900,Feb-07,31,0,31,96.875
Dallas,ST900,Mar-07,31,0,31,96.875
Dallas,ST1200,Jan-07,82,82,0,0.0
Dallas,ST1200,Feb-07,82,79,3,3.61445783133
Dallas,ST1200,Mar-07,82,82,0,0.0
Dallas,ST1200R,Jan-07,186,0,186,99.4652406417
Dallas,ST1200R,Feb-07,186,0,186,99.4652406417
Dallas,ST1200R,Mar-07,186,0,186,99.4652406417
Dallas,Bandit 900,Jan-07,206,152,54,26.0869565217
Dallas,Bandit 900,Feb-07,206,129,77,37.1980676329
Dallas,Bandit 900,Mar-07,206,108,98,47.3429951691
Dallas,Bandit 1200,Jan-07,117,117,0,0.0
Dallas,Bandit 1200,Feb-07,117,81,36,30.5084745763
Dallas,Bandit 1200,Mar-07,117,82,35,29.6610169492
Dallas,Bandit 1200S,Jan-07,207,9,198,95.1923076923
Dallas,Bandit 1200S,Feb-07,207,15,192,92.3076923077
Dallas,Bandit 1200S,Mar-07,207,64,143,68.75
Dallas,Enduro 350,Jan-07,43,0,43,97.7272727273
Dallas,Enduro 350,Feb-07,43,0,43,97.7272727273
Dallas,Enduro 350,Mar-07,43,0,43,97.7272727273
Dallas,Enduro 450,Jan-07,160,160,0,0.0
Dallas,Enduro 450,Feb-07,160,156,4,2.48447204969
Dallas,Enduro 450,Mar-07,160,91,69,42.8571428571
Dallas,Enduro 550,Jan-07,104,104,0,0.0
Dallas,Enduro 550,Feb-07,104,104,0,0.0
Dallas,Enduro 550,Mar-07,104,104,0,0.0
Dallas,CRX500,Jan-07,161,0,161,99.3827160494
Dallas,CRX500,Feb-07,161,0,161,99.3827160494
Dallas,CRX500,Mar-07,161,0,161,99.3827160494
Dallas,CRS550,Jan-07,86,86,0,0.0
Dallas,CRS550,Feb-07,86,86,0,0.0
Dallas,CRS550,Mar-07,86,86,0,0.0
Dallas,CRX600,Jan-07,125,0,125,99.2063492063
Dallas,CRX600,Feb-07,125,0,125,99.2063492063
Dallas,CRX600,Mar-07,125,0,125,99.2063492063
Dallas,CRX650,Jan-07,35,0,35,97.2222222222
Dallas,CRX650,Feb-07,35,0,35,97.2222222222
Dallas,CRX650,Mar-07,35,0,35,97.2222222222
Los Angeles,200S,Jan-07,89,89,0,0.0
Los Angeles,200S,Feb-07,89,89,0,0.0
Los Angeles,200S,Mar-07,89,89,0,0.0
Los Angeles,300S,Jan-07,61,61,0,0.0
Los Angeles,300S,Feb-07,61,61,0,0.0
Los Angeles,300S,Mar-07,61,61,0,0.0
Los Angeles,600S,Jan-07,115,0,115,99.1379310345
Los Angeles,600S,Feb-07,115,0,115,99.1379310345
Los Angeles,600S,Mar-07,115,0,115,99.1379310345
Los Angeles,626S,Jan-07,213,213,0,0.0
Los Angeles,626S,Feb-07,213,213,0,0.0
Los Angeles,626S,Mar-07,213,213,0,0.0
Los Angeles,676S,Jan-07,48,0,48,97.9591836735
Los Angeles,676S,Feb-07,48,48,0,0.0
Los Angeles,676S,Mar-07,48,48,0,0.0
Los Angeles,676RS,Jan-07,0,0,0,0.0
Los Angeles,676RS,Feb-07,0,0,0,0.0
Los Angeles,676RS,Mar-07,0,0,0,0.0
Los Angeles,900S,Jan-07,156,156,0,0.0
Los Angeles,900S,Feb-07,156,156,0,0.0
Los Angeles,900S,Mar-07,156,156,0,0.0
Los Angeles,929S,Jan-07,111,111,0,0.0
Los Angeles,929S,Feb-07,111,111,0,0.0
Los Angeles,929S,Mar-07,111,111,0,0.0
Los Angeles,996S,Jan-07,204,204,0,0.0
Los Angeles,996S,Feb-07,204,204,0,0.0
Los Angeles,996S,Mar-07,204,204,0,0.0
Los Angeles,996RS,Jan-07,36,36,0,0.0
Los Angeles,996RS,Feb-07,36,36,0,0.0
Los Angeles,996RS,Mar-07,36,36,0,0.0
Los Angeles,RoadStar,Jan-07,143,33,110,76.3888888889
Los Angeles,RoadStar,Feb-07,143,0,143,99.3055555556
Los Angeles,RoadStar,Mar-07,143,0,143,99.3055555556
Los Angeles,RoadLiner,Jan-07,66,66,0,0.0
Los Angeles,RoadLiner,Feb-07,66,39,27,40.2985074627
Los Angeles,RoadLiner,Mar-07,66,0,66,98.5074626866
Los Angeles,Victory,Jan-07,252,0,252,99.604743083
Los Angeles,Victory,Feb-07,252,0,252,99.604743083
Los Angeles,Victory,Mar-07,252,0,252,99.604743083
Los Angeles,Boulevard,Jan-07,145,0,145,99.3150684932
Los Angeles,Boulevard,Feb-07,145,0,145,99.3150684932
Los Angeles,Boulevard,Mar-07,145,0,145,99.3150684932
Los Angeles,KingTwin,Jan-07,169,0,169,99.4117647059
Los Angeles,KingTwin,Feb-07,169,0,169,99.4117647059
Los Angeles,KingTwin,Mar-07,169,0,169,99.4117647059
Los Angeles,MegaTwin,Jan-07,261,0,261,99.6183206107
Los Angeles,MegaTwin,Feb-07,261,0,261,99.6183206107
Los Angeles,MegaTwin,Mar-07,261,0,261,99.6183206107
Los Angeles,ST900,Jan-07,160,0,160,99.3788819876
Los Angeles,ST900,Feb-07,160,0,160,99.3788819876
Los Angeles,ST900,Mar-07,160,0,160,99.3788819876
Los Angeles,ST1200,Jan-07,56,56,0,0.0
Los Angeles,ST1200,Feb-07,56,56,0,0.0
Los Angeles,ST1200,Mar-07,56,56,0,0.0
Los Angeles,ST1200R,Jan-07,175,175,0,0.0
Los Angeles,ST1200R,Feb-07,175,175,0,0.0
Los Angeles,ST1200R,Mar-07,175,175,0,0.0
Los Angeles,Bandit 900,Jan-07,111,0,111,99.1071428571
Los Angeles,Bandit 900,Feb-07,111,0,111,99.1071428571
Los Angeles,Bandit 900,Mar-07,111,0,111,99.1071428571
Los Angeles,Bandit 1200,Jan-07,272,0,272,99.6336996337
Los Angeles,Bandit 1200,Feb-07,272,0,272,99.6336996337
Los Angeles,Bandit 1200,Mar-07,272,0,272,99.6336996337
Los Angeles,Bandit 1200S,Jan-07,88,88,0,0.0
Los Angeles,Bandit 1200S,Feb-07,88,88,0,0.0
Los Angeles,Bandit 1200S,Mar-07,88,88,0,0.0
Los Angeles,Enduro 350,Jan-07,225,0,225,99.5575221239
Los Angeles,Enduro 350,Feb-07,225,0,225,99.5575221239
Los Angeles,Enduro 350,Mar-07,225,0,225,99.5575221239
Los Angeles,Enduro 450,Jan-07,168,0,168,99.4082840237
Los Angeles,Enduro 450,Feb-07,168,0,168,99.4082840237
Los Angeles,Enduro 450,Mar-07,168,0,168,99.4082840237
Los Angeles,Enduro 550,Jan-07,37,37,0,0.0
Los Angeles,Enduro 550,Feb-07,37,37,0,0.0
Los Angeles,Enduro 550,Mar-07,37,37,0,0.0
Los Angeles,CRX500,Jan-07,122,0,122,99.1869918699
Los Angeles,CRX500,Feb-07,122,0,122,99.1869918699
Los Angeles,CRX500,Mar-07,122,0,122,99.1869918699
Los Angeles,CRS550,Jan-07,147,147,0,0.0
Los Angeles,CRS550,Feb-07,147,147,0,0.0
Los Angeles,CRS550,Mar-07,147,147,0,0.0
Los Angeles,CRX600,Jan-07,126,126,0,0.0
Los Angeles,CRX600,Feb-07,126,126,0,0.0
Los Angeles,CRX600,Mar-07,126,126,0,0.0
Los Angeles,CRX650,Jan-07,274,274,0,0.0
Los Angeles,CRX650,Feb-07,274,274,0,0.0
Los Angeles,CRX650,Mar-07,274,274,0,0.0
Mexico,200S,Jan-07,53,53,0,0.0
Mexico,200S,Feb-07,53,53,0,0.0
Mexico,200S,Mar-07,53,53,0,0.0
Mexico,300S,Jan-07,259,0,259,99.6153846154
Mexico,300S,Feb-07,259,0,259,99.6153846154
Mexico,300S,Mar-07,259,0,259,99.6153846154
Mexico,600S,Jan-07,80,0,80,98.7654320988
Mexico,600S,Feb-07,80,0,80,98.7654320988
Mexico,600S,Mar-07,80,0,80,98.7654320988
Mexico,626S,Jan-07,345,270,75,21.676300578
Mexico,626S,Feb-07,345,271,74,21.387283237
Mexico,626S,Mar-07,345,266,79,22.8323699422
Mexico,676S,Jan-07,76,0,76,98.7012987013
Mexico,676S,Feb-07,76,0,76,98.7012987013
Mexico,676S,Mar-07,76,0,76,98.7012987013
Mexico,676RS,Jan-07,33,33,0,0.0
Mexico,676RS,Feb-07,33,33,0,0.0
Mexico,676RS,Mar-07,33,33,0,0.0
Mexico,900S,Jan-07,80,80,0,0.0
Mexico,900S,Feb-07,80,80,0,0.0
Mexico,900S,Mar-07,80,80,0,0.0
Mexico,929S,Jan-07,30,30,0,0.0
Mexico,929S,Feb-07,30,30,0,0.0
Mexico,929S,Mar-07,30,30,0,0.0
Mexico,996S,Jan-07,61,61,0,0.0
Mexico,996S,Feb-07,61,61,0,0.0
Mexico,996S,Mar-07,61,61,0,0.0
Mexico,996RS,Jan-07,258,258,0,0.0
Mexico,996RS,Feb-07,258,258,0,0.0
Mexico,996RS,Mar-07,258,258,0,0.0
Mexico,RoadStar,Jan-07,176,141,35,19.7740112994
Mexico,RoadStar,Feb-07,176,137,39,22.0338983051
Mexico,RoadStar,Mar-07,176,133,43,24.2937853107
Mexico,RoadLiner,Jan-07,226,226,0,0.0
Mexico,RoadLiner,Feb-07,226,226,0,0.0
Mexico,RoadLiner,Mar-07,226,226,0,0.0
Mexico,Victory,Jan-07,168,0,168,99.4082840237
Mexico,Victory,Feb-07,168,0,168,99.4082840237
Mexico,Victory,Mar-07,168,0,168,99.4082840237
Mexico,Boulevard,Jan-07,159,0,159,99.375
Mexico,Boulevard,Feb-07,159,0,159,99.375
Mexico,Boulevard,Mar-07,159,0,159,99.375
Mexico,KingTwin,Jan-07,270,0,270,99.63099631
Mexico,KingTwin,Feb-07,270,0,270,99.63099631
Mexico,KingTwin,Mar-07,270,0,270,99.63099631
Mexico,MegaTwin,Jan-07,82,0,82,98.7951807229
Mexico,MegaTwin,Feb-07,82,0,82,98.7951807229
Mexico,MegaTwin,Mar-07,82,0,82,98.7951807229
Mexico,ST900,Jan-07,77,0,77,98.7179487179
Mexico,ST900,Feb-07,77,0,77,98.7179487179
Mexico,ST900,Mar-07,77,0,77,98.7179487179
Mexico,ST1200,Jan-07,164,164,0,0.0
Mexico,ST1200,Feb-07,164,164,0,0.0
Mexico,ST1200,Mar-07,164,164,0,0.0
Mexico,ST1200R,Jan-07,152,48,104,67.9738562092
Mexico,ST1200R,Feb-07,152,46,106,69.2810457516
Mexico,ST1200R,Mar-07,152,71,81,52.9411764706
Mexico,Bandit 900,Jan-07,140,0,140,99.2907801418
Mexico,Bandit 900,Feb-07,140,0,140,99.2907801418
Mexico,Bandit 900,Mar-07,140,0,140,99.2907801418
Mexico,Bandit 1200,Jan-07,271,0,271,99.6323529412
Mexico,Bandit 1200,Feb-07,271,0,271,99.6323529412
Mexico,Bandit 1200,Mar-07,271,0,271,99.6323529412
Mexico,Bandit 1200S,Jan-07,120,120,0,0.0
Mexico,Bandit 1200S,Feb-07,120,120,0,0.0
Mexico,Bandit 1200S,Mar-07,120,103,17,14.0495867769
Mexico,Enduro 350,Jan-07,48,0,48,97.9591836735
Mexico,Enduro 350,Feb-07,48,0,48,97.9591836735
Mexico,Enduro 350,Mar-07,48,0,48,97.9591836735
Mexico,Enduro 450,Jan-07,122,0,122,99.1869918699
Mexico,Enduro 450,Feb-07,122,0,122,99.1869918699
Mexico,Enduro 450,Mar-07,122,0,122,99.1869918699
Mexico,Enduro 550,Jan-07,225,0,225,99.5575221239
Mexico,Enduro 550,Feb-07,225,0,225,99.5575221239
Mexico,Enduro 550,Mar-07,225,0,225,99.5575221239
Mexico,CRX500,Jan-07,186,0,186,99.4652406417
Mexico,CRX500,Feb-07,186,0,186,99.4652406417
Mexico,CRX500,Mar-07,186,0,186,99.4652406417
Mexico,CRS550,Jan-07,187,97,90,47.8723404255
Mexico,CRS550,Feb-07,187,117,70,37.2340425532
Mexico,CRS550,Mar-07,187,130,57,30.3191489362
Mexico,CRX600,Jan-07,64,0,64,98.4615384615
Mexico,CRX600,Feb-07,64,0,64,98.4615384615
Mexico,CRX600,Mar-07,64,0,64,98.4615384615
Mexico,CRX650,Jan-07,111,111,0,0.0
Mexico,CRX650,Feb-07,111,111,0,0.0
Mexico,CRX650,Mar-07,111,111,0,0.0
Toledo,200S,Jan-07,42,42,0,0.0
Toledo,200S,Feb-07,42,42,0,0.0
Toledo,200S,Mar-07,42,42,0,0.0
Toledo,300S,Jan-07,121,111,10,8.19672131148
Toledo,300S,Feb-07,121,115,6,4.91803278689
Toledo,300S,Mar-07,121,94,27,22.131147541
Toledo,600S,Jan-07,242,242,0,0.0
Toledo,600S,Feb-07,242,242,0,0.0
Toledo,600S,Mar-07,242,242,0,0.0
Toledo,626S,Jan-07,216,0,216,99.5391705069
Toledo,626S,Feb-07,216,0,216,99.5391705069
Toledo,626S,Mar-07,216,0,216,99.5391705069
Toledo,676S,Jan-07,103,103,0,0.0
Toledo,676S,Feb-07,103,91,12,11.5384615385
Toledo,676S,Mar-07,103,103,0,0.0
Toledo,676RS,Jan-07,263,77,186,70.4545454545
Toledo,676RS,Feb-07,263,105,158,59.8484848485
Toledo,676RS,Mar-07,263,159,104,39.3939393939
Toledo,900S,Jan-07,68,68,0,0.0
Toledo,900S,Feb-07,68,68,0,0.0
Toledo,900S,Mar-07,68,68,0,0.0
Toledo,929S,Jan-07,74,6,68,90.6666666667
Toledo,929S,Feb-07,74,0,74,98.6666666667
Toledo,929S,Mar-07,74,0,74,98.6666666667
Toledo,996S,Jan-07,57,57,0,0.0
Toledo,996S,Feb-07,57,57,0,0.0
Toledo,996S,Mar-07,57,57,0,0.0
Toledo,996RS,Jan-07,255,0,255,99.609375
Toledo,996RS,Feb-07,255,0,255,99.609375
Toledo,996RS,Mar-07,255,0,255,99.609375
Toledo,RoadStar,Jan-07,173,0,173,99.4252873563
Toledo,RoadStar,Feb-07,173,0,173,99.4252873563
Toledo,RoadStar,Mar-07,173,0,173,99.4252873563
Toledo,RoadLiner,Jan-07,212,0,212,99.5305164319
Toledo,RoadLiner,Feb-07,212,0,212,99.5305164319
Toledo,RoadLiner,Mar-07,212,0,212,99.5305164319
Toledo,Victory,Jan-07,48,0,48,97.9591836735
Toledo,Victory,Feb-07,48,0,48,97.9591836735
Toledo,Victory,Mar-07,48,0,48,97.9591836735
Toledo,Boulevard,Jan-07,126,126,0,0.0
Toledo,Boulevard,Feb-07,126,126,0,0.0
Toledo,Boulevard,Mar-07,126,126,0,0.0
Toledo,KingTwin,Jan-07,263,220,43,16.2878787879
Toledo,KingTwin,Feb-07,263,263,0,0.0
Toledo,KingTwin,Mar-07,263,249,14,5.30303030303
Toledo,MegaTwin,Jan-07,258,135,123,47.4903474903
Toledo,MegaTwin,Feb-07,258,170,88,33.9768339768
Toledo,MegaTwin,Mar-07,258,173,85,32.8185328185
Toledo,ST900,Jan-07,179,26,153,85.0
Toledo,ST900,Feb-07,179,0,179,99.4444444444
Toledo,ST900,Mar-07,179,0,179,99.4444444444
Toledo,ST1200,Jan-07,95,95,0,0.0
Toledo,ST1200,Feb-07,95,95,0,0.0
Toledo,ST1200,Mar-07,95,95,0,0.0
Toledo,ST1200R,Jan-07,216,216,0,0.0
Toledo,ST1200R,Feb-07,216,216,0,0.0
Toledo,ST1200R,Mar-07,216,216,0,0.0
Toledo,Bandit 900,Jan-07,237,0,237,99.5798319328
Toledo,Bandit 900,Feb-07,237,0,237,99.5798319328
Toledo,Bandit 900,Mar-07,237,0,237,99.5798319328
Toledo,Bandit 1200,Jan-07,112,112,0,0.0
Toledo,Bandit 1200,Feb-07,112,112,0,0.0
Toledo,Bandit 1200,Mar-07,112,112,0,0.0
Toledo,Bandit 1200S,Jan-07,112,112,0,0.0
Toledo,Bandit 1200S,Feb-07,112,112,0,0.0
Toledo,Bandit 1200S,Mar-07,112,112,0,0.0
Toledo,Enduro 350,Jan-07,183,44,139,75.5434782609
Toledo,Enduro 350,Feb-07,183,27,156,84.7826086957
Toledo,Enduro 350,Mar-07,183,4,179,97.2826086957
Toledo,Enduro 450,Jan-07,118,0,118,99.1596638655
Toledo,Enduro 450,Feb-07,118,0,118,99.1596638655
Toledo,Enduro 450,Mar-07,118,0,118,99.1596638655
Toledo,Enduro 550,Jan-07,267,215,52,19.4029850746
Toledo,Enduro 550,Feb-07,267,205,62,23.1343283582
Toledo,Enduro 550,Mar-07,267,219,48,17.9104477612
Toledo,CRX500,Jan-07,195,36,159,81.1224489796
Toledo,CRX500,Feb-07,195,0,195,99.4897959184
Toledo,CRX500,Mar-07,195,0,195,99.4897959184
Toledo,CRS550,Jan-07,129,0,129,99.2307692308
Toledo,CRS550,Feb-07,129,0,129,99.2307692308
Toledo,CRS550,Mar-07,129,0,129,99.2307692308
Toledo,CRX600,Jan-07,143,10,133,92.3611111111
Toledo,CRX600,Feb-07,143,16,127,88.1944444444
Toledo,CRX600,Mar-07,143,0,143,99.3055555556
Toledo,CRX650,Jan-07,104,104,0,0.0
Toledo,CRX650,Feb-07,104,104,0,0.0
Toledo,CRX650,Mar-07,104,104,0,0.0
Bucarest,200S,Jan-07,210,210,0,0.0
Bucarest,200S,Feb-07,210,210,0,0.0
Bucarest,200S,Mar-07,210,210,0,0.0
Bucarest,300S,Jan-07,84,84,0,0.0
Bucarest,300S,Feb-07,84,84,0,0.0
Bucarest,300S,Mar-07,84,84,0,0.0
Bucarest,600S,Jan-07,251,251,0,0.0
Bucarest,600S,Feb-07,251,251,0,0.0
Bucarest,600S,Mar-07,251,251,0,0.0
Bucarest,626S,Jan-07,195,0,195,99.4897959184
Bucarest,626S,Feb-07,195,0,195,99.4897959184
Bucarest,626S,Mar-07,195,0,195,99.4897959184
Bucarest,676S,Jan-07,97,0,97,98.9795918367
Bucarest,676S,Feb-07,97,0,97,98.9795918367
Bucarest,676S,Mar-07,97,20,77,78.5714285714
Bucarest,676RS,Jan-07,152,152,0,0.0
Bucarest,676RS,Feb-07,152,152,0,0.0
Bucarest,676RS,Mar-07,152,152,0,0.0
Bucarest,900S,Jan-07,214,160,54,25.1162790698
Bucarest,900S,Feb-07,214,139,75,34.8837209302
Bucarest,900S,Mar-07,214,149,65,30.2325581395
Bucarest,929S,Jan-07,267,267,0,0.0
Bucarest,929S,Feb-07,267,267,0,0.0
Bucarest,929S,Mar-07,267,267,0,0.0
Bucarest,996S,Jan-07,44,44,0,0.0
Bucarest,996S,Feb-07,44,44,0,0.0
Bucarest,996S,Mar-07,44,44,0,0.0
Bucarest,996RS,Jan-07,151,151,0,0.0
Bucarest,996RS,Feb-07,151,151,0,0.0
Bucarest,996RS,Mar-07,151,151,0,0.0
Bucarest,RoadStar,Jan-07,150,0,150,99.3377483444
Bucarest,RoadStar,Feb-07,150,0,150,99.3377483444
Bucarest,RoadStar,Mar-07,150,0,150,99.3377483444
Bucarest,RoadLiner,Jan-07,65,0,65,98.4848484848
Bucarest,RoadLiner,Feb-07,65,0,65,98.4848484848
Bucarest,RoadLiner,Mar-07,65,0,65,98.4848484848
Bucarest,Victory,Jan-07,274,212,62,22.5454545455
Bucarest,Victory,Feb-07,274,172,102,37.0909090909
Bucarest,Victory,Mar-07,274,147,127,46.1818181818
Bucarest,Boulevard,Jan-07,173,53,120,68.9655172414
Bucarest,Boulevard,Feb-07,173,60,113,64.9425287356
Bucarest,Boulevard,Mar-07,173,75,98,56.3218390805
Bucarest,KingTwin,Jan-07,190,190,0,0.0
Bucarest,KingTwin,Feb-07,190,190,0,0.0
Bucarest,KingTwin,Mar-07,190,190,0,0.0
Bucarest,MegaTwin,Jan-07,163,163,0,0.0
Bucarest,MegaTwin,Feb-07,163,163,0,0.0
Bucarest,MegaTwin,Mar-07,163,163,0,0.0
Bucarest,ST900,Jan-07,216,0,216,99.5391705069
Bucarest,ST900,Feb-07,216,0,216,99.5391705069
Bucarest,ST900,Mar-07,216,0,216,99.5391705069
Bucarest,ST1200,Jan-07,204,204,0,0.0
Bucarest,ST1200,Feb-07,204,204,0,0.0
Bucarest,ST1200,Mar-07,204,204,0,0.0
Bucarest,ST1200R,Jan-07,207,0,207,99.5192307692
Bucarest,ST1200R,Feb-07,207,0,207,99.5192307692
Bucarest,ST1200R,Mar-07,207,0,207,99.5192307692
Bucarest,Bandit 900,Jan-07,268,0,268,99.6282527881
Bucarest,Bandit 900,Feb-07,268,0,268,99.6282527881
Bucarest,Bandit 900,Mar-07,268,0,268,99.6282527881
Bucarest,Bandit 1200,Jan-07,201,156,45,22.2772277228
Bucarest,Bandit 1200,Feb-07,201,201,0,0.0
