geo_code,store_id,store_geo_code,brand,alpha,distance,drive_time,beta
60883301,9,60883403,WalMart,0.8,2502.6,5.0052,0.7997504000000001
60883301,2,60883003,Target,0.7,6045.8,12.0916,0.4021527999999999
60883202,3,60883501,Donelans,1.0,2910.4,5.8208,0.950752
60883202,4,60883501,Costco,0.9,2910.4,5.8208,0.8556768
60883202,9,60883403,WalMart,0.8,1234.1,2.4682,0.8
60883202,2,60883003,Target,0.7,3795.9,7.5918,0.5911444
60883201,1,60883003,Donelans,1.0,2420.2,4.8404,1.0
60883201,5,60882902,Costco,0.9,2496.1,4.9922,0.9
60883201,9,60883403,WalMart,0.8,2390.1,4.7802,0.8
60883201,2,60883003,Target,0.7,2420.2,4.8404,0.7
60883102,1,60883003,Donelans,1.0,2200.8,4.4016,1.0
60883102,5,60882902,Costco,0.9,915.8,1.8316,0.9
60883102,8,60883002,WalMart,0.8,2193.7,4.3874,0.8
60883102,2,60883003,Target,0.7,2200.8,4.4016,0.7
60883101,1,60883003,Donelans,1.0,2354.5,4.709,1.0
60883101,5,60882902,Costco,0.9,1649.9,3.2998,0.9
60883101,8,60883002,WalMart,0.8,2526.3,5.0526,0.7974752
60883101,2,60883003,Target,0.7,2354.5,4.709,0.7
60883003,1,60883003,Donelans,1.0,0.0,0.0,1.0
60883003,5,60882902,Costco,0.9,1428.4,2.8568,0.9
60883003,8,60883002,WalMart,0.8,394.2,0.7884,0.8
60883003,2,60883003,Target,0.7,0.0,0.0,0.7
60883002,1,60883003,Donelans,1.0,394.2,0.7884,1.0
60883002,5,60882902,Costco,0.9,1331.0,2.662,0.9
60883002,8,60883002,WalMart,0.8,0.0,0.0,0.8
60883002,2,60883003,Target,0.7,394.2,0.7884,0.7
60883001,1,60883003,Donelans,1.0,1799.0,3.598,1.0
60883001,5,60882902,Costco,0.9,1770.4,3.5408,0.9
60883001,8,60883002,WalMart,0.8,1405.2,2.8104,0.8
60883001,2,60883003,Target,0.7,1799.0,3.598,0.7
60882906,1,60883003,Donelans,1.0,1251.9,2.5038,1.0
60882906,5,60882902,Costco,0.9,398.5,0.797,0.9
60882906,8,60883002,WalMart,0.8,1267.5,2.535,0.8
60882906,2,60883003,Target,0.7,1251.9,2.5038,0.7
60882905,1,60883003,Donelans,1.0,551.7,1.1034,1.0
60882905,5,60882902,Costco,0.9,926.5,1.853,0.9
60882905,8,60883002,WalMart,0.8,413.9,0.8278,0.8
60882905,2,60883003,Target,0.7,551.7,1.1034,0.7
60882904,1,60883003,Donelans,1.0,1050.5,2.101,1.0
60882904,5,60882902,Costco,0.9,411.0,0.822,0.9
60882904,8,60883002,WalMart,0.8,921.3,1.8426,0.8
60882904,2,60883003,Target,0.7,1050.5,2.101,0.7
60882903,1,60883003,Donelans,1.0,1632.1,3.2642,1.0
60882903,5,60882902,Costco,0.9,207.0,0.414,0.9
60882903,8,60883002,WalMart,0.8,1518.5,3.037,0.8
60882903,2,60883003,Target,0.7,1632.1,3.2642,0.7
60882902,1,60883003,Donelans,1.0,1428.4,2.8568,1.0
60882902,5,60882902,Costco,0.9,0.0,0.0,0.9
60882902,8,60883002,WalMart,0.8,1331.0,2.662,0.8
60882902,2,60883003,Target,0.7,1428.4,2.8568,0.7
60882901,1,60883003,Donelans,1.0,1560.1,3.1202,1.0
60882901,5,60882902,Costco,0.9,650.7,1.3014,0.9
60882901,8,60883002,WalMart,0.8,1301.3,2.6026,0.8
60882901,2,60883003,Target,0.7,1560.1,3.1202,0.7
60882805,1,60883003,Donelans,1.0,1148.3,2.2966,1.0
60882805,5,60882902,Costco,0.9,1199.3,2.3986,0.9
60882805,8,60883002,WalMart,0.8,1398.0,2.796,0.8
60882805,2,60883003,Target,0.7,1148.3,2.2966,0.7
60882804,1,60883003,Donelans,1.0,1198.6,2.3972,1.0
60882804,5,60882902,Costco,0.9,1538.3,3.0766,0.9
60882804,8,60883002,WalMart,0.8,1518.2,3.0364,0.8
60882804,2,60883003,Target,0.7,1198.6,2.3972,0.7
60882803,1,60883003,Donelans,1.0,507.1,1.0142,1.0
60882803,5,60882902,Costco,0.9,1485.5,2.971,0.9
60882803,8,60883002,WalMart,0.8,879.1,1.7582,0.8
60882803,2,60883003,Target,0.7,507.1,1.0142,0.7
60882802,1,60883003,Donelans,1.0,929.0,1.858,1.0
60882802,5,60882902,Costco,0.9,758.7,1.5174,0.9
60882802,8,60883002,WalMart,0.8,1050.1,2.1002,0.8
60882802,2,60883003,Target,0.7,929.0,1.858,0.7
60882801,1,60883003,Donelans,1.0,526.0,1.052,1.0
60882801,5,60882902,Costco,0.9,1822.1,3.6442,0.9
60882801,8,60883002,WalMart,0.8,906.8,1.8136,0.8
60882801,2,60883003,Target,0.7,526.0,1.052,0.7
60882705,1,60883003,Donelans,1.0,1846.7,3.6934,1.0
60882705,5,60882902,Costco,0.9,2507.7,5.0154,0.8991684000000001
60882705,8,60883002,WalMart,0.8,2232.6,4.4652,0.8
60882705,2,60883003,Target,0.7,1846.7,3.6934,0.7
60882704,1,60883003,Donelans,1.0,1618.2,3.2364,1.0
60882704,5,60882902,Costco,0.9,1880.2,3.7604,0.9
60882704,8,60883002,WalMart,0.8,1950.3,3.9006,0.8
60882704,2,60883003,Target,0.7,1618.2,3.2364,0.7
60882703,1,60883003,Donelans,1.0,2064.1,4.1282,1.0
60882703,5,60882902,Costco,0.9,2954.6,5.9092,0.8509032
60882703,8,60883002,WalMart,0.8,2458.1,4.9162,0.8
60882703,2,60883003,Target,0.7,2064.1,4.1282,0.7
60882702,1,60883003,Donelans,1.0,1318.1,2.6362,1.0
60882702,5,60882902,Costco,0.9,2254.0,4.508,0.9
60882702,8,60883002,WalMart,0.8,1712.1,3.4242,0.8
60882702,2,60883003,Target,0.7,1318.1,2.6362,0.7
60882701,1,60883003,Donelans,1.0,1400.8,2.8016,1.0
60882701,5,60882902,Costco,0.9,2521.1,5.0422,0.8977212
60882701,8,60883002,WalMart,0.8,1786.0,3.572,0.8
60882701,2,60883003,Target,0.7,1400.8,2.8016,0.7
60882603,1,60883003,Donelans,1.0,3149.1,6.2982,0.922108
60882603,6,60880502,Costco,0.9,3604.2,7.2084,0.7807464000000001
60882603,9,60883403,WalMart,0.8,3137.4,6.2748,0.7388096000000001
60882603,2,60883003,Target,0.7,3149.1,6.2982,0.6454756
60882602,1,60883003,Donelans,1.0,2769.8,5.5396,0.967624
60882602,5,60882902,Costco,0.9,3853.6,7.7072,0.7538112
60882602,8,60883002,WalMart,0.8,3146.4,6.2928,0.7379456000000001
60882602,2,60883003,Target,0.7,2769.8,5.5396,0.6773368
60882601,1,60883003,Donelans,1.0,2221.9,4.4438,1.0
60882601,5,60882902,Costco,0.9,3293.9,6.5878,0.8142588
60882601,8,60883002,WalMart,0.8,2603.9,5.2078,0.7900256
60882601,2,60883003,Target,0.7,2221.9,4.4438,0.7
60882504,0,60880504,Donelans,1.0,3010.7,6.0214,0.938716
60882504,6,60880502,Costco,0.9,3007.7,6.0154,0.8451684
60882504,7,60880502,WalMart,0.8,3007.7,6.0154,0.7512608000000001
60882504,2,60883003,Target,0.7,3807.6,7.6152,0.5901616
60882503,0,60880504,Donelans,1.0,3172.5,6.345,0.9193
60882503,6,60880502,Costco,0.9,3149.5,6.299,0.829854
60882503,7,60880502,WalMart,0.8,3149.5,6.299,0.7376480000000001
60882503,2,60883003,Target,0.7,3599.3,7.1986,0.6076587999999999
60882502,0,60880504,Donelans,1.0,3337.5,6.675,0.8995
60882502,6,60880502,Costco,0.9,3300.7,6.6014,0.8135243999999999
60882502,9,60883403,WalMart,0.8,3291.5,6.583,0.724016
60882502,2,60883003,Target,0.7,3408.9,6.8178,0.6236523999999999
60882501,0,60880504,Donelans,1.0,3348.9,6.6978,0.898132
60882501,6,60880502,Costco,0.9,3284.9,6.5698,0.8152308
60882501,7,60880502,WalMart,0.8,3284.9,6.5698,0.7246496000000001
60882501,2,60883003,Target,0.7,3359.8,6.7196,0.6277768
60882402,0,60880504,Donelans,1.0,2777.6,5.5552,0.966688
60882402,6,60880502,Costco,0.9,2715.5,5.431,0.876726
60882402,7,60880502,WalMart,0.8,2715.5,5.431,0.779312
60882402,2,60883003,Target,0.7,3929.4,7.8588,0.5799304
60882401,0,60880504,Donelans,1.0,2871.5,5.743,0.9554199999999999
60882401,6,60880502,Costco,0.9,2782.5,5.565,0.86949
60882401,7,60880502,WalMart,0.8,2782.5,5.565,0.77288
60882401,2,60883003,Target,0.7,3840.6,7.6812,0.5873896
60882304,0,60880504,Donelans,1.0,2333.2,4.6664,1.0
60882304,6,60880502,Costco,0.9,2328.1,4.6562,0.9
60882304,7,60880502,WalMart,0.8,2328.1,4.6562,0.8
60882304,10,60880702,Target,0.7,3588.6,7.1772,0.6085576
60882303,0,60880504,Donelans,1.0,2611.8,5.2236,0.986584
60882303,6,60880502,Costco,0.9,2603.0,5.206,0.888876
60882303,7,60880502,WalMart,0.8,2603.0,5.206,0.790112
60882303,10,60880702,Target,0.7,3844.8,7.6896,0.5870367999999999
60882302,0,60880504,Donelans,1.0,2637.7,5.2754,0.983476
60882302,6,60880502,Costco,0.9,2612.5,5.225,0.88785
60882302,7,60880502,WalMart,0.8,2612.5,5.225,0.7892000000000001
60882302,10,60880702,Target,0.7,3917.7,7.8354,0.5809132
60882301,0,60880504,Donelans,1.0,2680.9,5.3618,0.978292
60882301,6,60880502,Costco,0.9,2639.9,5.2798,0.8848908
60882301,7,60880502,WalMart,0.8,2639.9,5.2798,0.7865696
60882301,10,60880702,Target,0.7,4003.1,8.0062,0.5737396
60882203,0,60880504,Donelans,1.0,1939.3,3.8786,1.0
60882203,6,60880502,Costco,0.9,1857.1,3.7142,0.9
60882203,7,60880502,WalMart,0.8,1857.1,3.7142,0.8
60882203,10,60880702,Target,0.7,3439.0,6.878,0.621124
60882202,0,60880504,Donelans,1.0,2115.4,4.2308,1.0
60882202,6,60880502,Costco,0.9,2085.2,4.1704,0.9
60882202,7,60880502,WalMart,0.8,2085.2,4.1704,0.8
60882202,10,60880702,Target,0.7,3469.2,6.9384,0.6185872
60882201,0,60880504,Donelans,1.0,2374.4,4.7488,1.0
60882201,6,60880502,Costco,0.9,2264.1,4.5282,0.9
60882201,7,60880502,WalMart,0.8,2264.1,4.5282,0.8
60882201,10,60880702,Target,0.7,3898.1,7.7962,0.5825596
60882104,1,60883003,Donelans,1.0,3136.5,6.273,0.92362
60882104,9,60883403,WalMart,0.8,2358.7,4.7174,0.8
60882104,5,60882902,Costco,0.9,3906.8,7.8136,0.7480656
60882104,2,60883003,Target,0.7,3136.5,6.273,0.6465339999999999
60882103,1,60883003,Donelans,1.0,2637.8,5.2756,0.983464
60882103,5,60882902,Costco,0.9,3328.0,6.656,0.810576
60882103,9,60883403,WalMart,0.8,2424.1,4.8482,0.8
60882103,2,60883003,Target,0.7,2637.8,5.2756,0.6884248
60882102,1,60883003,Donelans,1.0,2866.7,5.7334,0.9559960000000001
60882102,9,60883403,WalMart,0.8,2664.7,5.3294,0.7841888
60882102,5,60882902,Costco,0.9,3722.5,7.445,0.7679699999999999
60882102,2,60883003,Target,0.7,2866.7,5.7334,0.6691972
60882101,1,60883003,Donelans,1.0,2386.7,4.7734,1.0
60882101,5,60882902,Costco,0.9,3347.2,6.6944,0.8085024000000001
60882101,8,60883002,WalMart,0.8,2777.3,5.5546,0.7733792
60882101,2,60883003,Target,0.7,2386.7,4.7734,0.7
60882002,1,60883003,Donelans,1.0,3480.5,6.961,0.88234
60882002,6,60880502,Costco,0.9,3530.0,7.06,0.7887600000000001
60882002,9,60883403,WalMart,0.8,2675.5,5.351,0.7831520000000001
60882002,2,60883003,Target,0.7,3480.5,6.961,0.617638
60882001,0,60880504,Donelans,1.0,3400.8,6.8016,0.891904
60882001,9,60883403,WalMart,0.8,2239.6,4.4792,0.8
60882001,6,60880502,Costco,0.9,3479.1,6.9582,0.7942572
60882001,2,60883003,Target,0.7,3942.8,7.8856,0.5788048
60881903,0,60880504,Donelans,1.0,2780.3,5.5606,0.966364
60881903,6,60880502,Costco,0.9,2870.4,5.7408,0.8599968
60881903,9,60883403,WalMart,0.8,2653.5,5.307,0.7852640000000001
60881903,10,60880702,Target,0.7,3636.5,7.273,0.604534
60881902,0,60880504,Donelans,1.0,2932.1,5.8642,0.948148
60881902,6,60880502,Costco,0.9,2984.3,5.9686,0.8476956
60881902,9,60883403,WalMart,0.8,2756.3,5.5126,0.7753952000000001
60881902,10,60880702,Target,0.7,3918.0,7.836,0.5808879999999998
60881901,0,60880504,Donelans,1.0,2949.7,5.8994,0.946036
60881901,6,60880502,Costco,0.9,2973.8,5.9476,0.8488296
60881901,9,60883403,WalMart,0.8,2941.8,5.8836,0.7575872
60881901,2,60883003,Target,0.7,3960.9,7.9218,0.5772843999999999
60881805,0,60880504,Donelans,1.0,2308.5,4.617,1.0
60881805,6,60880502,Costco,0.9,2412.4,4.8248,0.9
60881805,7,60880502,WalMart,0.8,2412.4,4.8248,0.8
60881805,10,60880702,Target,0.7,3191.3,6.3826,0.6419307999999999
60881804,0,60880504,Donelans,1.0,2291.2,4.5824,1.0
60881804,6,60880502,Costco,0.9,2372.1,4.7442,0.9
60881804,7,60880502,WalMart,0.8,2372.1,4.7442,0.8
60881804,10,60880702,Target,0.7,3266.6,6.5332,0.6356056
60881803,0,60880504,Donelans,1.0,2115.2,4.230399999999999,1.0
60881803,6,60880502,Costco,0.9,2171.0,4.342,0.9
60881803,7,60880502,WalMart,0.8,2171.0,4.342,0.8
60881803,10,60880702,Target,0.7,3212.7,6.4254,0.6401332
60881802,0,60880504,Donelans,1.0,2485.2,4.9704,1.0
60881802,6,60880502,Costco,0.9,2540.7,5.0814,0.8956044
60881802,7,60880502,WalMart,0.8,2540.7,5.0814,0.7960928
60881802,10,60880702,Target,0.7,3520.6,7.0412,0.6142696
60881801,0,60880504,Donelans,1.0,2394.5,4.789,1.0
60881801,6,60880502,Costco,0.9,2421.9,4.8438,0.9
60881801,7,60880502,WalMart,0.8,2421.9,4.8438,0.8
60881801,10,60880702,Target,0.7,3539.7,7.0794,0.6126652
60881705,0,60880504,Donelans,1.0,1736.0,3.472,1.0
60881705,6,60880502,Costco,0.9,1682.2,3.3644,0.9
60881705,7,60880502,WalMart,0.8,1682.2,3.3644,0.8
60881705,10,60880702,Target,0.7,3198.2,6.3964,0.6413512
60881704,0,60880504,Donelans,1.0,1660.5,3.321,1.0
60881704,6,60880502,Costco,0.9,1648.5,3.297,0.9
60881704,7,60880502,WalMart,0.8,1648.5,3.297,0.8
60881704,10,60880702,Target,0.7,3038.4,6.0768,0.6547744
60881703,0,60880504,Donelans,1.0,1632.2,3.2644,1.0
60881703,6,60880502,Costco,0.9,1664.5,3.329,0.9
60881703,7,60880502,WalMart,0.8,1664.5,3.329,0.8
60881703,10,60880702,Target,0.7,2901.9,5.8038,0.6662404
60881702,0,60880504,Donelans,1.0,1454.0,2.908,1.0
60881702,6,60880502,Costco,0.9,1339.2,2.6784,0.9
60881702,7,60880502,WalMart,0.8,1339.2,2.6784,0.8
60881702,10,60880702,Target,0.7,3067.9,6.1358,0.6522964
60881701,0,60880504,Donelans,1.0,1693.4,3.3868,1.0
60881701,6,60880502,Costco,0.9,1544.2,3.0884,0.9
60881701,7,60880502,WalMart,0.8,1544.2,3.0884,0.8
60881701,10,60880702,Target,0.7,3340.2,6.6804,0.6294232
60881606,0,60880504,Donelans,1.0,1523.9,3.0478,1.0
60881606,6,60880502,Costco,0.9,1748.7,3.4974,0.9
60881606,7,60880502,WalMart,0.8,1748.7,3.4974,0.8
60881606,10,60880702,Target,0.7,2109.2,4.2184,0.7
60881605,0,60880504,Donelans,1.0,1531.0,3.062,1.0
60881605,6,60880502,Costco,0.9,1654.7,3.3094,0.9
60881605,7,60880502,WalMart,0.8,1654.7,3.3094,0.8
60881605,10,60880702,Target,0.7,2547.1,5.0942,0.6960436
60881604,0,60880504,Donelans,1.0,1146.5,2.293,1.0
60881604,6,60880502,Costco,0.9,1277.4,2.5548,0.9
60881604,7,60880502,WalMart,0.8,1277.4,2.5548,0.8
60881604,10,60880702,Target,0.7,2294.6,4.5892,0.7
60881603,0,60880504,Donelans,1.0,843.8,1.6876,1.0
60881603,6,60880502,Costco,0.9,1018.2,2.0364,0.9
60881603,7,60880502,WalMart,0.8,1018.2,2.0364,0.8
60881603,10,60880702,Target,0.7,2033.7,4.0674,0.7
60881602,0,60880504,Donelans,1.0,849.3,1.6986,1.0
60881602,6,60880502,Costco,0.9,769.0,1.538,0.9
60881602,7,60880502,WalMart,0.8,769.0,1.538,0.8
60881602,10,60880702,Target,0.7,2508.0,5.016,0.699328
60881601,0,60880504,Donelans,1.0,1302.9,2.6058,1.0
60881601,6,60880502,Costco,0.9,1267.3,2.5346,0.9
60881601,7,60880502,WalMart,0.8,1267.3,2.5346,0.8
60881601,10,60880702,Target,0.7,2800.5,5.601,0.674758
60881506,0,60880504,Donelans,1.0,1989.8,3.9796,1.0
60881506,6,60880502,Costco,0.9,2185.2,4.3704,0.9
60881506,7,60880502,WalMart,0.8,2185.2,4.3704,0.8
60881506,10,60880702,Target,0.7,2537.3,5.0746,0.6968667999999999
60881505,0,60880504,Donelans,1.0,2235.0,4.47,1.0
60881505,6,60880502,Costco,0.9,2417.8,4.8356,0.9
60881505,7,60880502,WalMart,0.8,2417.8,4.8356,0.8
60881505,10,60880702,Target,0.7,2774.1,5.5482,0.6769756
60881504,0,60880504,Donelans,1.0,2171.7,4.3434,1.0
60881504,6,60880502,Costco,0.9,2312.3,4.6246,0.9
60881504,7,60880502,WalMart,0.8,2312.3,4.6246,0.8
60881504,10,60880702,Target,0.7,2930.5,5.861,0.6638379999999999
60881503,0,60880504,Donelans,1.0,1909.3,3.8186,1.0
60881503,6,60880502,Costco,0.9,2061.4,4.1228,0.9
60881503,7,60880502,WalMart,0.8,2061.4,4.1228,0.8
60881503,10,60880702,Target,0.7,2690.2,5.3804,0.6840231999999999
60881502,0,60880504,Donelans,1.0,1903.9,3.8078,1.0
60881502,6,60880502,Costco,0.9,2005.6,4.0112,0.9
60881502,7,60880502,WalMart,0.8,2005.6,4.0112,0.8
60881502,10,60880702,Target,0.7,2887.5,5.775,0.66745
60881501,0,60880504,Donelans,1.0,1818.2,3.6364,1.0
60881501,6,60880502,Costco,0.9,1882.1,3.7642,0.9
60881501,7,60880502,WalMart,0.8,1882.1,3.7642,0.8
60881501,10,60880702,Target,0.7,2951.5,5.903,0.6620739999999999
60881404,0,60880504,Donelans,1.0,3013.0,6.026,0.93844
60881404,6,60880502,Costco,0.9,3154.5,6.309,0.829314
60881404,9,60883403,WalMart,0.8,2227.3,4.4546,0.8
60881404,10,60880702,Target,0.7,3599.8,7.1996,0.6076168
60881403,0,60880504,Donelans,1.0,2758.6,5.5172,0.968968
60881403,6,60880502,Costco,0.9,2909.4,5.8188,0.8557848
60881403,9,60883403,WalMart,0.8,2452.8,4.9056,0.8
60881403,10,60880702,Target,0.7,3342.9,6.6858,0.6291964
60881402,0,60880504,Donelans,1.0,2442.2,4.8844,1.0
60881402,6,60880502,Costco,0.9,2581.2,5.1624,0.8912304000000001
60881402,7,60880502,WalMart,0.8,2581.2,5.1624,0.7922048
60881402,10,60880702,Target,0.7,3146.0,6.292,0.645736
60881401,0,60880504,Donelans,1.0,2491.2,4.9824,1.0
60881401,6,60880502,Costco,0.9,2668.7,5.3374,0.8817804000000001
60881401,7,60880502,WalMart,0.8,2668.7,5.3374,0.7838048000000001
60881401,10,60880702,Target,0.7,2993.1,5.9862,0.6585795999999999
60881309,0,60880504,Donelans,1.0,3200.7,6.4014,0.915916
60881309,4,60883501,Costco,0.9,3424.4,6.8488,0.8001648
60881309,9,60883403,WalMart,0.8,2216.9,4.4338,0.8
60881309,10,60880702,Target,0.7,3144.2,6.2884,0.6458871999999999
60881308,3,60883501,Donelans,1.0,2832.1,5.6642,0.960148
60881308,4,60883501,Costco,0.9,2832.1,5.6642,0.8641332
60881308,9,60883403,WalMart,0.8,1953.1,3.9062,0.8
60881308,10,60880702,Target,0.7,3542.0,7.084,0.6124719999999999
60881307,3,60883501,Donelans,1.0,3193.7,6.3874,0.916756
60881307,4,60883501,Costco,0.9,3193.7,6.3874,0.8250804
60881307,9,60883403,WalMart,0.8,1990.5,3.981,0.8
60881307,10,60880702,Target,0.7,3375.7,6.7514,0.6264411999999999
60881306,0,60880504,Donelans,1.0,2932.3,5.8646,0.948124
60881306,6,60880502,Costco,0.9,3132.4,6.2648,0.8317008
60881306,9,60883403,WalMart,0.8,2264.5,4.529,0.8
60881306,10,60880702,Target,0.7,3212.1,6.4242,0.6401836
60881305,0,60880504,Donelans,1.0,3016.8,6.0336,0.937984
60881305,6,60880502,Costco,0.9,3263.4,6.5268,0.8175528
60881305,9,60883403,WalMart,0.8,2398.1,4.7962,0.8
60881305,10,60880702,Target,0.7,2962.4,5.9248,0.6611583999999999
60881304,0,60880504,Donelans,1.0,2974.4,5.9488,0.943072
60881304,6,60880502,Costco,0.9,3236.8,6.4736,0.8204256
60881304,9,60883403,WalMart,0.8,2564.3,5.1286,0.7938272000000001
60881304,10,60880702,Target,0.7,2802.4,5.6048,0.6745983999999999
60881303,0,60880504,Donelans,1.0,2710.0,5.42,0.9748
60881303,6,60880502,Costco,0.9,2959.0,5.918,0.850428
60881303,9,60883403,WalMart,0.8,2666.4,5.3328,0.7840256000000001
60881303,10,60880702,Target,0.7,2705.6,5.4112,0.6827295999999999
60881302,0,60880504,Donelans,1.0,2613.1,5.2262,0.986428
60881302,6,60880502,Costco,0.9,2836.1,5.6722,0.8637012
60881302,9,60883403,WalMart,0.8,2629.9,5.2598,0.7875296
60881302,10,60880702,Target,0.7,2816.9,5.6338,0.6733804
60881301,0,60880504,Donelans,1.0,2730.5,5.461,0.97234
60881301,6,60880502,Costco,0.9,2933.2,5.8664,0.8532144
60881301,9,60883403,WalMart,0.8,2466.7,4.9334,0.8
60881301,10,60880702,Target,0.7,3035.2,6.0704,0.6550431999999999
60881204,3,60883501,Donelans,1.0,2900.3,5.8006,0.951964
60881204,4,60883501,Costco,0.9,2900.3,5.8006,0.8567676000000001
60881204,9,60883403,WalMart,0.8,2410.9,4.8218,0.8
60881204,10,60880702,Target,0.7,3351.9,6.7038,0.6284404
60881203,3,60883501,Donelans,1.0,3281.1,6.5622,0.906268
60881203,4,60883501,Costco,0.9,3281.1,6.5622,0.8156412
60881203,9,60883403,WalMart,0.8,2567.9,5.1358,0.7934816000000001
60881203,10,60880702,Target,0.7,2992.8,5.9856,0.6586048
60881202,0,60880504,Donelans,1.0,3153.1,6.3062,0.921628
60881202,6,60880502,Costco,0.9,3435.8,6.8716,0.7989336
60881202,9,60883403,WalMart,0.8,2690.5,5.381,0.7817120000000001
60881202,10,60880702,Target,0.7,2759.6,5.5192,0.6781936
60881201,0,60880504,Donelans,1.0,3314.6,6.6292,0.9022479999999999
60881201,4,60883501,Costco,0.9,3605.4,7.2108,0.7806168
60881201,9,60883403,WalMart,0.8,3016.9,6.0338,0.7503776000000001
60881201,10,60880702,Target,0.7,2645.0,5.29,0.68782
60881105,0,60880504,Donelans,1.0,2498.0,4.996,1.0
60881105,6,60880502,Costco,0.9,2819.9,5.6398,0.8654508000000001
60881105,7,60880502,WalMart,0.8,2819.9,5.6398,0.7692896
60881105,10,60880702,Target,0.7,1777.7,3.5554,0.7
60881104,0,60880504,Donelans,1.0,2682.6,5.3652,0.9780880000000001
60881104,6,60880502,Costco,0.9,2976.6,5.9532,0.8485272
60881104,7,60880502,WalMart,0.8,2976.6,5.9532,0.7542464
60881104,10,60880702,Target,0.7,2279.8,4.5596,0.7
60881103,0,60880504,Donelans,1.0,2349.2,4.6984,1.0
60881103,6,60880502,Costco,0.9,2648.8,5.2976,0.8839296
60881103,7,60880502,WalMart,0.8,2648.8,5.2976,0.7857152000000001
60881103,10,60880702,Target,0.7,1987.5,3.975,0.7
60881102,0,60880504,Donelans,1.0,2262.2,4.5244,1.0
60881102,6,60880502,Costco,0.9,2528.3,5.0566,0.8969436
60881102,7,60880502,WalMart,0.8,2528.3,5.0566,0.7972832
60881102,10,60880702,Target,0.7,2253.9,4.5078,0.7
60881101,0,60880504,Donelans,1.0,2190.4,4.3808,1.0
60881101,6,60880502,Costco,0.9,2422.3,4.8446,0.9
60881101,7,60880502,WalMart,0.8,2422.3,4.8446,0.8
60881101,10,60880702,Target,0.7,2456.3,4.9126,0.7
60881005,0,60880504,Donelans,1.0,2335.7,4.6714,1.0
60881005,6,60880502,Costco,0.9,2675.1,5.3502,0.8810892
60881005,7,60880502,WalMart,0.8,2675.1,5.3502,0.7831904000000001
60881005,10,60880702,Target,0.7,908.2,1.8164,0.7
60881004,0,60880504,Donelans,1.0,1693.7,3.3874,1.0
60881004,6,60880502,Costco,0.9,2029.3,4.0586,0.9
60881004,7,60880502,WalMart,0.8,2029.3,4.0586,0.8
60881004,10,60880702,Target,0.7,1071.5,2.143,0.7
60881003,0,60880504,Donelans,1.0,1970.7,3.9414,1.0
60881003,6,60880502,Costco,0.9,2285.1,4.5702,0.9
60881003,7,60880502,WalMart,0.8,2285.1,4.5702,0.8
60881003,10,60880702,Target,0.7,1584.6,3.1692,0.7
60881002,0,60880504,Donelans,1.0,1608.6,3.2172,1.0
60881002,6,60880502,Costco,0.9,1880.7,3.7614,0.9
60881002,7,60880502,WalMart,0.8,1880.7,3.7614,0.8
60881002,10,60880702,Target,0.7,1850.1,3.7002,0.7
