geo_code,store_id,store_geo_code,brand,alpha,distance,drive_time,beta,agg_beta,baseline_cf_beta,retail_market,optimized_cf_beta,baseline_revenue,optimized_revenue,incremental_revenue
60883403,2,60883003,Target,0.7,4734.4,9.4688,0.5123104,3.2123104,1.0,4295763.94249,1.0,522460.202288,522460.202288,0.0
60883402,3,60883501,Donelans,1.0,3073.1,6.1462,0.931228,3.1551604,0.92884,5246308.73873,1.0,1196255.90491,1175769.19393,-20486.7109807
60883402,4,60883501,Costco,0.9,3073.1,6.1462,0.8381052,3.1551604,0.92884,5246308.73873,1.0,1076630.31442,1058192.27453,-18438.0398826
60883402,9,60883403,WalMart,0.8,931.9,1.8638,0.8,3.1551604,0.92884,5246308.73873,1.0,1027680.35747,1010080.61951,-17599.7379638
60883402,2,60883003,Target,0.7,3859.2,7.7184,0.5858272,3.1551604,0.92884,5246308.73873,1.0,752553.88289,739665.876375,-12888.0065151
60883401,1,60883003,Donelans,1.0,3119.3,6.2386,0.925684,3.1656304,0.879964,5129838.55903,1.0,1173773.00025,1139949.78447,-33823.2157749
60883401,9,60883403,WalMart,0.8,1680.5,3.361,0.8,3.1656304,0.879964,5129838.55903,1.0,1014404.91593,985174.020053,-29230.895878
60883401,5,60882902,Costco,0.9,3500.3,7.0006,0.7919676,3.1656304,0.879964,5129838.55903,1.0,1004219.78337,975282.380304,-28937.4030679
60883401,2,60883003,Target,0.7,3119.3,6.2386,0.6479788,3.1656304,0.879964,5129838.55903,1.0,821641.100174,797964.849131,-23676.2510424
60883301,3,60883501,Donelans,1.0,1691.9,3.3838,1.0,3.1019032,0.849652,8624030.30085,0.849652,2182439.53693,2182439.53693,0.0
60883301,4,60883501,Costco,0.9,1691.9,3.3838,0.9,3.1019032,0.849652,8624030.30085,0.849652,1964195.58324,1964195.58324,0.0
60883301,9,60883403,WalMart,0.8,2502.6,5.0052,0.7997504,3.1019032,0.849652,8624030.30085,0.849652,1745406.89264,1745406.89264,0.0
60883301,2,60883003,Target,0.7,6045.8,12.0916,0.4021528,3.1019032,0.849652,8624030.30085,0.849652,877674.170608,877674.170608,0.0
60883202,3,60883501,Donelans,1.0,2910.4,5.8208,0.950752,3.1975732,0.865852,7123649.49514,1.0,1666777.08373,1613509.44513,-53267.6386032
60883202,4,60883501,Costco,0.9,2910.4,5.8208,0.8556768,3.1975732,0.865852,7123649.49514,1.0,1500099.37536,1452158.50061,-47940.8747429
60883202,9,60883403,WalMart,0.8,1234.1,2.4682,0.8,3.1975732,0.865852,7123649.49514,1.0,1402491.57192,1357670.09283,-44821.4790845
60883202,2,60883003,Target,0.7,3795.9,7.5918,0.5911444,3.1975732,0.865852,7123649.49514,1.0,1036343.79848,1003223.84053,-33119.9579506
60883201,1,60883003,Donelans,1.0,2420.2,4.8404,1.0,3.4,1.0,6734150.43284,1.0,1530488.73474,1530488.73474,0.0
60883201,5,60882902,Costco,0.9,2496.1,4.9922,0.9,3.4,1.0,6734150.43284,1.0,1377439.86126,1377439.86126,0.0
60883201,9,60883403,WalMart,0.8,2390.1,4.7802,0.8,3.4,1.0,6734150.43284,1.0,1224390.98779,1224390.98779,0.0
60883201,2,60883003,Target,0.7,2420.2,4.8404,0.7,3.4,1.0,6734150.43284,1.0,1071342.11431,1071342.11431,0.0
60883102,1,60883003,Donelans,1.0,2200.8,4.4016,1.0,3.4,1.0,5687597.3275,1.0,1292635.75625,1292635.75625,0.0
60883102,5,60882902,Costco,0.9,915.8,1.8316,0.9,3.4,1.0,5687597.3275,1.0,1163372.18063,1163372.18063,0.0
60883102,8,60883002,WalMart,0.8,2193.7,4.3874,0.8,3.4,1.0,5687597.3275,1.0,1034108.605,1034108.605,0.0
60883102,2,60883003,Target,0.7,2200.8,4.4016,0.7,3.4,1.0,5687597.3275,1.0,904845.029376,904845.029376,0.0
60883101,1,60883003,Donelans,1.0,2354.5,4.709,1.0,3.3974752,1.0,7351051.30171,1.0,1671652.70238,1671652.70238,0.0
60883101,5,60882902,Costco,0.9,1649.9,3.2998,0.9,3.3974752,1.0,7351051.30171,1.0,1504487.43214,1504487.43214,0.0
60883101,8,60883002,WalMart,0.8,2526.3,5.0526,0.7974752,3.3974752,1.0,7351051.30171,1.0,1333101.57316,1333101.57316,0.0
60883101,2,60883003,Target,0.7,2354.5,4.709,0.7,3.3974752,1.0,7351051.30171,1.0,1170156.89166,1170156.89166,0.0
60883003,1,60883003,Donelans,1.0,0.0,0.0,1.0,3.4,1.0,11247119.8522,1.0,2556163.60278,2556163.60278,0.0
60883003,5,60882902,Costco,0.9,1428.4,2.8568,0.9,3.4,1.0,11247119.8522,1.0,2300547.2425,2300547.2425,0.0
60883003,8,60883002,WalMart,0.8,394.2,0.7884,0.8,3.4,1.0,11247119.8522,1.0,2044930.88222,2044930.88222,0.0
60883003,2,60883003,Target,0.7,0.0,0.0,0.7,3.4,1.0,11247119.8522,1.0,1789314.52194,1789314.52194,0.0
60883002,1,60883003,Donelans,1.0,394.2,0.7884,1.0,3.4,1.0,9500567.69434,1.0,2159219.93053,2159219.93053,0.0
60883002,5,60882902,Costco,0.9,1331.0,2.662,0.9,3.4,1.0,9500567.69434,1.0,1943297.93748,1943297.93748,0.0
60883002,8,60883002,WalMart,0.8,0.0,0.0,0.8,3.4,1.0,9500567.69434,1.0,1727375.94443,1727375.94443,0.0
60883002,2,60883003,Target,0.7,394.2,0.7884,0.7,3.4,1.0,9500567.69434,1.0,1511453.95137,1511453.95137,0.0
60883001,1,60883003,Donelans,1.0,1799.0,3.598,1.0,3.4,1.0,1303762.82168,1.0,296309.732199,296309.732199,0.0
60883001,5,60882902,Costco,0.9,1770.4,3.5408,0.9,3.4,1.0,1303762.82168,1.0,266678.758979,266678.758979,0.0
60883001,8,60883002,WalMart,0.8,1405.2,2.8104,0.8,3.4,1.0,1303762.82168,1.0,237047.785759,237047.785759,0.0
60883001,2,60883003,Target,0.7,1799.0,3.598,0.7,3.4,1.0,1303762.82168,1.0,207416.812539,207416.812539,0.0
60882906,1,60883003,Donelans,1.0,1251.9,2.5038,1.0,3.4,1.0,8905964.37935,1.0,2024082.81349,2024082.81349,0.0
60882906,5,60882902,Costco,0.9,398.5,0.797,0.9,3.4,1.0,8905964.37935,1.0,1821674.53214,1821674.53214,0.0
60882906,8,60883002,WalMart,0.8,1267.5,2.535,0.8,3.4,1.0,8905964.37935,1.0,1619266.25079,1619266.25079,0.0
60882906,2,60883003,Target,0.7,1251.9,2.5038,0.7,3.4,1.0,8905964.37935,1.0,1416857.96944,1416857.96944,0.0
60882905,1,60883003,Donelans,1.0,551.7,1.1034,1.0,3.4,1.0,5279115.0616,1.0,1199798.87764,1199798.87764,0.0
60882905,5,60882902,Costco,0.9,926.5,1.853,0.9,3.4,1.0,5279115.0616,1.0,1079818.98987,1079818.98987,0.0
60882905,8,60883002,WalMart,0.8,413.9,0.8278,0.8,3.4,1.0,5279115.0616,1.0,959839.102109,959839.102109,0.0
60882905,2,60883003,Target,0.7,551.7,1.1034,0.7,3.4,1.0,5279115.0616,1.0,839859.214345,839859.214345,0.0
60882904,1,60883003,Donelans,1.0,1050.5,2.101,1.0,3.4,1.0,6526127.41644,1.0,1483210.77646,1483210.77646,0.0
60882904,5,60882902,Costco,0.9,411.0,0.822,0.9,3.4,1.0,6526127.41644,1.0,1334889.69882,1334889.69882,0.0
60882904,8,60883002,WalMart,0.8,921.3,1.8426,0.8,3.4,1.0,6526127.41644,1.0,1186568.62117,1186568.62117,0.0
60882904,2,60883003,Target,0.7,1050.5,2.101,0.7,3.4,1.0,6526127.41644,1.0,1038247.54352,1038247.54352,0.0
60882903,1,60883003,Donelans,1.0,1632.1,3.2642,1.0,3.4,1.0,8947693.1321,1.0,2033566.62093,2033566.62093,0.0
60882903,5,60882902,Costco,0.9,207.0,0.414,0.9,3.4,1.0,8947693.1321,1.0,1830209.95884,1830209.95884,0.0
60882903,8,60883002,WalMart,0.8,1518.5,3.037,0.8,3.4,1.0,8947693.1321,1.0,1626853.29675,1626853.29675,0.0
60882903,2,60883003,Target,0.7,1632.1,3.2642,0.7,3.4,1.0,8947693.1321,1.0,1423496.63465,1423496.63465,0.0
60882902,1,60883003,Donelans,1.0,1428.4,2.8568,1.0,3.4,1.0,12122784.1049,1.0,2755178.20566,2755178.20566,0.0
60882902,5,60882902,Costco,0.9,0.0,0.0,0.9,3.4,1.0,12122784.1049,1.0,2479660.3851,2479660.3851,0.0
60882902,8,60883002,WalMart,0.8,1331.0,2.662,0.8,3.4,1.0,12122784.1049,1.0,2204142.56453,2204142.56453,0.0
60882902,2,60883003,Target,0.7,1428.4,2.8568,0.7,3.4,1.0,12122784.1049,1.0,1928624.74396,1928624.74396,0.0
60882901,1,60883003,Donelans,1.0,1560.1,3.1202,1.0,3.4,1.0,5047213.27803,1.0,1147093.92682,1147093.92682,0.0
60882901,5,60882902,Costco,0.9,650.7,1.3014,0.9,3.4,1.0,5047213.27803,1.0,1032384.53414,1032384.53414,0.0
60882901,8,60883002,WalMart,0.8,1301.3,2.6026,0.8,3.4,1.0,5047213.27803,1.0,917675.14146,917675.14146,0.0
60882901,2,60883003,Target,0.7,1560.1,3.1202,0.7,3.4,1.0,5047213.27803,1.0,802965.748777,802965.748777,0.0
60882805,1,60883003,Donelans,1.0,1148.3,2.2966,1.0,3.4,1.0,7731339.31236,1.0,1757122.57099,1757122.57099,0.0
60882805,5,60882902,Costco,0.9,1199.3,2.3986,0.9,3.4,1.0,7731339.31236,1.0,1581410.31389,1581410.31389,0.0
60882805,8,60883002,WalMart,0.8,1398.0,2.796,0.8,3.4,1.0,7731339.31236,1.0,1405698.05679,1405698.05679,0.0
60882805,2,60883003,Target,0.7,1148.3,2.2966,0.7,3.4,1.0,7731339.31236,1.0,1229985.79969,1229985.79969,0.0
60882804,1,60883003,Donelans,1.0,1198.6,2.3972,1.0,3.4,1.0,7466410.9499,1.0,1696911.57952,1696911.57952,0.0
60882804,5,60882902,Costco,0.9,1538.3,3.0766,0.9,3.4,1.0,7466410.9499,1.0,1527220.42157,1527220.42157,0.0
60882804,8,60883002,WalMart,0.8,1518.2,3.0364,0.8,3.4,1.0,7466410.9499,1.0,1357529.26362,1357529.26362,0.0
60882804,2,60883003,Target,0.7,1198.6,2.3972,0.7,3.4,1.0,7466410.9499,1.0,1187838.10567,1187838.10567,0.0
60882803,1,60883003,Donelans,1.0,507.1,1.0142,1.0,3.4,1.0,8821626.2374,1.0,2004915.05395,2004915.05395,0.0
60882803,5,60882902,Costco,0.9,1485.5,2.971,0.9,3.4,1.0,8821626.2374,1.0,1804423.54856,1804423.54856,0.0
60882803,8,60883002,WalMart,0.8,879.1,1.7582,0.8,3.4,1.0,8821626.2374,1.0,1603932.04316,1603932.04316,0.0
60882803,2,60883003,Target,0.7,507.1,1.0142,0.7,3.4,1.0,8821626.2374,1.0,1403440.53777,1403440.53777,0.0
60882802,1,60883003,Donelans,1.0,929.0,1.858,1.0,3.4,1.0,10783328.2817,1.0,2450756.42766,2450756.42766,0.0
60882802,5,60882902,Costco,0.9,758.7,1.5174,0.9,3.4,1.0,10783328.2817,1.0,2205680.7849,2205680.7849,0.0
60882802,8,60883002,WalMart,0.8,1050.1,2.1002,0.8,3.4,1.0,10783328.2817,1.0,1960605.14213,1960605.14213,0.0
60882802,2,60883003,Target,0.7,929.0,1.858,0.7,3.4,1.0,10783328.2817,1.0,1715529.49937,1715529.49937,0.0
60882801,1,60883003,Donelans,1.0,526.0,1.052,1.0,3.4,1.0,9004241.65228,1.0,2046418.55734,2046418.55734,0.0
60882801,5,60882902,Costco,0.9,1822.1,3.6442,0.9,3.4,1.0,9004241.65228,1.0,1841776.7016,1841776.7016,0.0
60882801,8,60883002,WalMart,0.8,906.8,1.8136,0.8,3.4,1.0,9004241.65228,1.0,1637134.84587,1637134.84587,0.0
60882801,2,60883003,Target,0.7,526.0,1.052,0.7,3.4,1.0,9004241.65228,1.0,1432492.99014,1432492.99014,0.0
60882705,1,60883003,Donelans,1.0,1846.7,3.6934,1.0,3.3991684,0.999076,5236696.88882,1.0,1190633.44657,1190383.36628,-250.080288954
60882705,5,60882902,Costco,0.9,2507.7,5.0154,0.8991684,3.3991684,0.999076,5236696.88882,1.0,1070579.97114,1070355.10684,-224.86429329
60882705,8,60883002,WalMart,0.8,2232.6,4.4652,0.8,3.3991684,0.999076,5236696.88882,1.0,952506.757254,952306.693023,-200.064231163
60882705,2,60883003,Target,0.7,1846.7,3.6934,0.7,3.3991684,0.999076,5236696.88882,1.0,833443.412597,833268.356395,-175.056202268
60882704,1,60883003,Donelans,1.0,1618.2,3.2364,1.0,3.4,1.0,7980019.43311,1.0,1813640.78025,1813640.78025,0.0
60882704,5,60882902,Costco,0.9,1880.2,3.7604,0.9,3.4,1.0,7980019.43311,1.0,1632276.70223,1632276.70223,0.0
60882704,8,60883002,WalMart,0.8,1950.3,3.9006,0.8,3.4,1.0,7980019.43311,1.0,1450912.6242,1450912.6242,0.0
60882704,2,60883003,Target,0.7,1618.2,3.2364,0.7,3.4,1.0,7980019.43311,1.0,1269548.54618,1269548.54618,0.0
60882703,1,60883003,Donelans,1.0,2064.1,4.1282,1.0,3.3509032,0.945448,5329064.11634,1.0,1240369.76222,1224817.89904,-15551.8631783
60882703,5,60882902,Costco,0.9,2954.6,5.9092,0.8509032,3.3509032,0.945448,5329064.11634,1.0,1055434.59985,1042201.46971,-13233.1301444
60882703,8,60883002,WalMart,0.8,2458.1,4.9162,0.8,3.3509032,0.945448,5329064.11634,1.0,992295.809773,979854.319231,-12441.4905426
60882703,2,60883003,Target,0.7,2064.1,4.1282,0.7,3.3509032,0.945448,5329064.11634,1.0,868258.833552,857372.529327,-10886.3042248
60882702,1,60883003,Donelans,1.0,1318.1,2.6362,1.0,3.4,1.0,5496409.66592,1.0,1249184.01498,1249184.01498,0.0
60882702,5,60882902,Costco,0.9,2254.0,4.508,0.9,3.4,1.0,5496409.66592,1.0,1124265.61348,1124265.61348,0.0
60882702,8,60883002,WalMart,0.8,1712.1,3.4242,0.8,3.4,1.0,5496409.66592,1.0,999347.211986,999347.211986,0.0
60882702,2,60883003,Target,0.7,1318.1,2.6362,0.7,3.4,1.0,5496409.66592,1.0,874428.810488,874428.810488,0.0
60882701,1,60883003,Donelans,1.0,1400.8,2.8016,1.0,3.3977212,0.997468,5245739.40331,1.0,1193518.45042,1192831.27892,-687.171509753
60882701,5,60882902,Costco,0.9,2521.1,5.0422,0.8977212,3.3977212,0.997468,5245739.40331,1.0,1071446.81554,1070829.92711,-616.888432341
60882701,8,60883002,WalMart,0.8,1786.0,3.572,0.8,3.3977212,0.997468,5245739.40331,1.0,954814.76034,954265.023132,-549.737207802
60882701,2,60883003,Target,0.7,1400.8,2.8016,0.7,3.3977212,0.997468,5245739.40331,1.0,835462.915297,834981.895241,-481.020056827
60882603,1,60883003,Donelans,1.0,3149.1,6.2982,0.922108,3.0871396,0.857668,6054502.12648,1.0,1415254.02832,1365968.71975,-49285.308571
60882603,6,60880502,Costco,0.9,3604.2,7.2084,0.7807464,3.0871396,0.857668,6054502.12648,1.0,1198291.83533,1156562.09517,-41729.7401603
60882603,9,60883403,WalMart,0.8,3137.4,6.2748,0.7388096,3.0871396,0.857668,6054502.12648,1.0,1133927.11327,1094438.83303,-39488.2802353
60882603,2,60883003,Target,0.7,3149.1,6.2982,0.6454756,3.0871396,0.857668,6054502.12648,1.0,990677.819824,956178.103824,-34499.7159997
60882602,1,60883003,Donelans,1.0,2769.8,5.5396,0.967624,3.1367176,0.837568,5338072.04274,1.0,1299666.69287,1248634.0915,-51032.601369
60882602,5,60882902,Costco,0.9,3853.6,7.7072,0.7538112,3.1367176,0.837568,5338072.04274,1.0,1012483.47432,972727.384685,-39756.0896351
60882602,8,60883002,WalMart,0.8,3146.4,6.2928,0.7379456,3.1367176,0.837568,5338072.04274,1.0,991173.552405,952254.216344,-38919.3360611
60882602,2,60883003,Target,0.7,2769.8,5.5396,0.6773368,3.1367176,0.837568,5338072.04274,1.0,909766.685012,874043.864053,-35722.8209583
60882601,1,60883003,Donelans,1.0,2221.9,4.4438,1.0,3.3042844,0.904732,5031478.92284,1.0,1195404.92236,1168946.67156,-26458.2507938
60882601,5,60882902,Costco,0.9,3293.9,6.5878,0.8142588,3.3042844,0.904732,5031478.92284,1.0,973368.977591,951825.11405,-21543.8635414
60882601,8,60883002,WalMart,0.8,2603.9,5.2078,0.7900256,3.3042844,0.904732,5031478.92284,1.0,944400.491027,923497.795569,-20902.6954583
60882601,2,60883003,Target,0.7,2221.9,4.4438,0.7,3.3042844,0.904732,5031478.92284,1.0,836783.445649,818262.670093,-18520.7755556
60882504,0,60880504,Donelans,1.0,3010.7,6.0214,0.938716,3.1253068,0.924628,10029653.5398,1.0,2324727.85792,2282253.58955,-42474.268364
60882504,6,60880502,Costco,0.9,3007.7,6.0154,0.8451684,3.1253068,0.924628,10029653.5398,1.0,2093057.45733,2054815.95571,-38241.5016196
60882504,7,60880502,WalMart,0.8,3007.7,6.0154,0.7512608,3.1253068,0.924628,10029653.5398,1.0,1860495.51762,1826503.07174,-33992.4458841
60882504,2,60883003,Target,0.7,3807.6,7.6152,0.5901616,3.1253068,0.924628,10029653.5398,1.0,1461533.7463,1434830.58776,-26703.1585448
60882503,0,60880504,Donelans,1.0,3172.5,6.345,0.9193,3.0944608,0.910708,6673796.34266,1.0,1531825.81913,1498419.76209,-33406.0570422
60882503,6,60880502,Costco,0.9,3149.5,6.299,0.829854,3.0944608,0.910708,6673796.34266,1.0,1382782.31623,1352626.59986,-30155.7163719
60882503,7,60880502,WalMart,0.8,3149.5,6.299,0.737648,3.0944608,0.910708,6673796.34266,1.0,1229139.83665,1202334.75543,-26805.0812194
60882503,2,60883003,Target,0.7,3599.3,7.1986,0.6076588,3.0944608,0.910708,6673796.34266,1.0,1012539.36589,990457.907676,-22081.4582127
60882502,0,60880504,Donelans,1.0,3337.5,6.675,0.8995,3.0606928,0.894808,8765762.51593,1.0,1993376.76359,1941738.45977,-51638.3038174
60882502,6,60880502,Costco,0.9,3300.7,6.6014,0.8135244,3.0606928,0.894808,8765762.51593,1.0,1802846.73216,1756144.09721,-46702.6349417
60882502,9,60883403,WalMart,0.8,3291.5,6.583,0.724016,3.0606928,0.894808,8765762.51593,1.0,1604487.68301,1562923.52717,-41564.1558384
60882502,2,60883003,Target,0.7,3408.9,6.8178,0.6236524,3.0606928,0.894808,8765762.51593,1.0,1382072.48773,1346269.984,-35802.5037328
60882501,0,60880504,Donelans,1.0,3348.9,6.6978,0.898132,3.0657892,0.900712,7032605.80196,1.0,1592387.84905,1553501.1786,-38886.6704542
60882501,6,60880502,Costco,0.9,3284.9,6.5698,0.8152308,3.0657892,0.900712,7032605.80196,1.0,1445404.03871,1410106.76452,-35297.274191
60882501,7,60880502,WalMart,0.8,3284.9,6.5698,0.7246496,3.0657892,0.900712,7032605.80196,1.0,1284803.58996,1253428.23513,-31375.3548364
60882501,2,60883003,Target,0.7,3359.8,6.7196,0.6277768,3.0657892,0.900712,7032605.80196,1.0,1113048.13573,1085867.1094,-27181.0263306
60882402,0,60880504,Donelans,1.0,2777.6,5.5552,0.966688,3.2026564,0.967576,8474507.70059,1.0,1964448.04852,1949292.09537,-15155.9531551
60882402,6,60880502,Costco,0.9,2715.5,5.431,0.876726,3.2026564,0.967576,8474507.70059,1.0,1781632.41893,1767886.91036,-13745.5085672
60882402,7,60880502,WalMart,0.8,2715.5,5.431,0.779312,3.2026564,0.967576,8474507.70059,1.0,1583673.26127,1571455.03143,-12218.2298375
60882402,2,60883003,Target,0.7,3929.4,7.8588,0.5799304,3.2026564,0.967576,8474507.70059,1.0,1178501.38055,1169409.10054,-9092.28000721
60882401,0,60880504,Donelans,1.0,2871.5,5.743,0.95542,3.1851796,0.963808,5659109.19694,1.0,1303167.57489,1291898.22796,-11269.3469285
60882401,6,60880502,Costco,0.9,2782.5,5.565,0.86949,3.1851796,0.963808,5659109.19694,1.0,1185961.33082,1175705.54335,-10255.7874661
60882401,7,60880502,WalMart,0.8,2782.5,5.565,0.77288,3.1851796,0.963808,5659109.19694,1.0,1054187.84962,1045071.59409,-9116.25552541
60882401,2,60883003,Target,0.7,3840.6,7.6812,0.5873896,3.1851796,0.963808,5659109.19694,1.0,801183.856888,794255.493252,-6928.36363546
60882304,0,60880504,Donelans,1.0,2333.2,4.6664,1.0,3.3085576,1.0,9239382.44192,1.0,2144425.88441,2144425.88441,0.0
60882304,6,60880502,Costco,0.9,2328.1,4.6562,0.9,3.3085576,1.0,9239382.44192,1.0,1929983.29597,1929983.29597,0.0
60882304,7,60880502,WalMart,0.8,2328.1,4.6562,0.8,3.3085576,1.0,9239382.44192,1.0,1715540.70753,1715540.70753,0.0
60882304,10,60880702,Target,0.7,3588.6,7.1772,0.6085576,3.3085576,1.0,9239382.44192,1.0,1305006.6696,1305006.6696,0.0
60882303,0,60880504,Donelans,1.0,2611.8,5.2236,0.986584,3.2526088,0.973084,6954352.94268,1.0,1623651.7107,1613375.146,-10276.5646925
60882303,6,60880502,Costco,0.9,2603.0,5.206,0.888876,3.2526088,0.973084,6954352.94268,1.0,1462850.64221,1453591.83433,-9258.80788419
60882303,7,60880502,WalMart,0.8,2603.0,5.206,0.790112,3.2526088,0.973084,6954352.94268,1.0,1300311.68197,1292081.63052,-8230.05145261
60882303,10,60880702,Target,0.7,3844.8,7.6896,0.5870368,3.2526088,0.973084,6954352.94268,1.0,966104.563385,959989.806149,-6114.75723515
60882302,0,60880504,Donelans,1.0,2637.7,5.2754,0.983476,3.2414392,0.974272,6327611.56369,1.0,1476157.59595,1467203.42242,-8954.17353351
60882302,6,60880502,Costco,0.9,2612.5,5.225,0.88785,3.2414392,0.974272,6327611.56369,1.0,1332626.84759,1324543.31229,-8083.53530918
60882302,7,60880502,WalMart,0.8,2612.5,5.225,0.7892,3.2414392,0.974272,6327611.56369,1.0,1184557.19786,1177371.83314,-7185.36471927
60882302,10,60880702,Target,0.7,3917.7,7.8354,0.5809132,3.2414392,0.974272,6327611.56369,1.0,871927.157112,866638.164193,-5288.99291971
60882301,0,60880504,Donelans,1.0,2680.9,5.3618,0.978292,3.223492,0.973348,4597305.81482,1.0,1071641.40167,1064878.89647,-6762.50520597
60882301,6,60880502,Costco,0.9,2639.9,5.2798,0.8848908,3.223492,0.973348,4597305.81482,1.0,969327.784791,963210.921276,-6116.86351489
60882301,7,60880502,WalMart,0.8,2639.9,5.2798,0.7865696,3.223492,0.973348,4597305.81482,1.0,861624.697592,856187.485579,-5437.21201324
60882301,10,60880702,Target,0.7,4003.1,8.0062,0.5737396,3.223492,0.973348,4597305.81482,1.0,628486.289511,624520.278308,-3966.01120307
60882203,0,60880504,Donelans,1.0,1939.3,3.8786,1.0,3.321124,1.0,7902982.00129,1.0,1828918.12438,1828918.12438,0.0
60882203,6,60880502,Costco,0.9,1857.1,3.7142,0.9,3.321124,1.0,7902982.00129,1.0,1646026.31194,1646026.31194,0.0
60882203,7,60880502,WalMart,0.8,1857.1,3.7142,0.8,3.321124,1.0,7902982.00129,1.0,1463134.4995,1463134.4995,0.0
60882203,10,60880702,Target,0.7,3439.0,6.878,0.621124,3.321124,1.0,7902982.00129,1.0,1135984.94109,1135984.94109,0.0
60882202,0,60880504,Donelans,1.0,2115.4,4.2308,1.0,3.3185872,1.0,9621003.38099,1.0,2227812.69323,2227812.69323,0.0
60882202,6,60880502,Costco,0.9,2085.2,4.1704,0.9,3.3185872,1.0,9621003.38099,1.0,2005031.42391,2005031.42391,0.0
60882202,7,60880502,WalMart,0.8,2085.2,4.1704,0.8,3.3185872,1.0,9621003.38099,1.0,1782250.15459,1782250.15459,0.0
60882202,10,60880702,Target,0.7,3469.2,6.9384,0.6185872,3.3185872,1.0,9621003.38099,1.0,1378096.41603,1378096.41603,0.0
60882201,0,60880504,Donelans,1.0,2374.4,4.7488,1.0,3.2825596,1.0,3321049.78368,1.0,775482.44365,775482.44365,0.0
60882201,6,60880502,Costco,0.9,2264.1,4.5282,0.9,3.2825596,1.0,3321049.78368,1.0,697934.199285,697934.199285,0.0
60882201,7,60880502,WalMart,0.8,2264.1,4.5282,0.8,3.2825596,1.0,3321049.78368,1.0,620385.95492,620385.95492,0.0
