CustomerID,OfferID,ChannelID,Probability,Cost,ExpectedRevenue
C-10573,O-2,Email,0.5655273959615184,30,16.96582187884555
C-10573,O-9,Email,0.22249361670434722,30,5.562340417608681
C-10580,O-5,Mobile,0.2772084776315683,50,5.544169552631367
C-10580,O-11,Mobile,0.33110376720493995,50,10.595320550558078
C-10592,O-11,Email,0.3269136661082546,30,10.461237315464148
C-10601,O-2,Mobile,0.5597995270811775,50,16.793985812435327
C-10632,O-3,Mobile,0.36793528726250446,50,7.35870574525009
C-10632,O-7,Mobile,0.34975881063915376,50,13.99035242556615
C-10632,O-12,Mobile,0.398180885977982,50,3.9818088597798202
C-10640,O-2,Email,0.5733022143632247,30,17.199066430896742
C-10640,O-11,Email,0.3302249427822289,30,10.567198169031325
C-10675,O-3,Mobile,0.2991473993597309,50,5.982947987194618
C-10677,O-5,Email,0.2755360798016664,30,5.510721596033328
C-10677,O-6,Email,0.2628895969915535,30,7.886687909746605
C-10678,O-3,Email,0.3760451188797213,30,7.520902377594426
C-10680,O-1,Email,0.7521487682343344,30,30.085950729373376
C-10680,O-5,Email,0.3458361074272285,30,6.91672214854457
C-10680,O-6,Email,0.33143917379870974,30,9.943175213961291
C-10683,O-5,Email,0.3404867117516014,30,6.809734235032028
C-10686,O-6,Direct Mail,0.260948683210991,70,7.828460496329731
C-10686,O-10,Direct Mail,0.29078173638123883,70,8.723452091437165
C-10689,O-2,Mobile,0.5544249977244594,50,16.632749931733784
C-10699,O-1,Mobile,0.7893992221060937,50,31.57596888424375
C-10718,O-4,Email,0.4856193826732602,30,4.856193826732602
C-10718,O-5,Email,0.35438916459337844,30,7.087783291867568
C-10718,O-8,Email,0.31159529528203683,30,3.1159529528203684
C-10718,O-9,Email,0.29797449712984525,30,7.449362428246131
C-10734,O-8,Mobile,0.2932693857009928,50,2.9326938570099284
C-10734,O-10,Mobile,0.3713354630193595,50,11.140063890580784
C-10734,O-12,Mobile,0.3940541098200357,50,3.940541098200357
C-10736,O-4,Mobile,0.4721370856963755,50,4.721370856963755
C-10737,O-3,Email,0.3826600670595471,30,7.653201341190941
C-10737,O-5,Email,0.3528297636645221,30,7.0565952732904424
C-10751,O-6,Mobile,0.32691288263903234,50,9.80738647917097
C-10751,O-10,Mobile,0.37808243988629825,50,11.342473196588948
C-10757,O-6,Mobile,0.32239374313083263,50,9.67181229392498
C-10757,O-8,Mobile,0.2949686770828513,50,2.949686770828513
C-10768,O-6,Email,0.3241209081106563,30,9.723627243319688
C-10768,O-7,Email,0.3494923543990123,30,13.979694175960491
C-10769,O-3,Mobile,0.29123347454307885,50,5.824669490861577
C-10769,O-10,Mobile,0.2824736096787612,50,8.474208290362835
C-10770,O-2,Mobile,0.5672410951978742,50,17.01723285593623
C-10770,O-3,Mobile,0.2975340385688039,50,5.950680771376078
C-10782,O-3,Email,0.30923073753066344,30,6.184614750613269
C-10805,O-9,Email,0.2894079884567457,30,7.235199711418643
C-10815,O-3,Direct Mail,0.30041473405946734,70,6.008294681189347
C-10815,O-6,Direct Mail,0.2616132237356717,70,7.8483967120701505
C-10815,O-8,Direct Mail,0.2375459994441457,70,2.375459994441457
C-10815,O-10,Direct Mail,0.29149228558793416,70,8.744768567638024
C-10816,O-6,Email,0.2542149654589517,30,7.626448963768552
C-10816,O-7,Email,0.30663566023906785,30,12.265426409562714
C-10819,O-7,Direct Mail,0.37398509408012715,70,14.959403763205085
C-10829,O-3,Email,0.3699896239910952,30,7.399792479821904
C-10829,O-4,Email,0.4704471550034556,30,4.7044715500345555
C-10829,O-8,Email,0.29870279853834286,30,2.9870279853834285
C-10839,O-4,Email,0.45892988722069683,30,4.589298872206968
C-10840,O-2,Direct Mail,0.5676765930753491,70,17.030297792260473
C-10846,O-4,Mobile,0.4687995548108675,50,4.687995548108675
C-10846,O-7,Mobile,0.31764262329206666,50,12.705704931682666
C-10846,O-8,Mobile,0.23983784359572924,50,2.3983784359572926
C-10847,O-5,Email,0.3448379545943812,30,6.896759091887624
C-10848,O-3,Mobile,0.2955336357505287,50,5.910672715010574
C-10848,O-5,Mobile,0.26960162868038673,50,5.392032573607734
C-10849,O-5,Email,0.27399830213620513,30,5.479966042724103
C-10849,O-6,Email,0.26139693338376635,30,7.841908001512991
C-10853,O-10,Email,0.3894992725421353,30,11.684978176264059
C-10857,O-9,Email,0.23595365854549477,30,5.898841463637369
C-10859,O-2,Direct Mail,0.5767321991391356,70,17.30196597417407
C-10860,O-10,Mobile,0.3806335873386052,50,11.419007620158157
C-10862,O-12,Direct Mail,0.4097139666007958,70,4.0971396660079575
C-10870,O-5,Mobile,0.27163996434333354,50,5.432799286866671
C-10870,O-11,Mobile,0.3249393280045077,50,10.398058496144246
C-10873,O-3,Mobile,0.2891520162225385,50,5.78304032445077
C-10874,O-5,Direct Mail,0.28101825454211266,70,5.620365090842253
C-10901,O-12,Mobile,0.4092656564490741,50,4.092656564490741
C-10909,O-3,Mobile,0.29903453926704,50,5.9806907853408
C-10910,O-8,Email,0.30371809083466567,30,3.0371809083466568
C-10910,O-12,Email,0.4060306271066256,30,4.060306271066255
C-10913,O-10,Direct Mail,0.30045638004104497,70,9.013691401231348
C-10917,O-4,Direct Mail,0.49178335585648103,70,4.91783355856481
C-10917,O-6,Direct Mail,0.3453770743754001,70,10.361312231262003
C-10919,O-9,Email,0.2264481695566209,30,5.661204238915523
C-10919,O-12,Email,0.32823866214565767,30,3.2823866214565767
C-10923,O-11,Mobile,0.3334554569786967,50,10.670574623318295
C-10943,O-1,Direct Mail,0.7921814407901625,70,31.6872576316065
C-10943,O-12,Direct Mail,0.32320893607162454,70,3.2320893607162455
C-10950,O-4,Direct Mail,0.48280471022939947,70,4.828047102293994
C-10950,O-9,Direct Mail,0.23835797456607444,70,5.958949364151861
C-10954,O-9,Mobile,0.22317043280856166,50,5.579260820214041
C-10955,O-10,Email,0.2937577313637905,30,8.812731940913716
C-10957,O-9,Mobile,0.27614552244495133,50,6.903638061123783
C-10959,O-12,Mobile,0.32968315862279035,50,3.2968315862279036
C-10965,O-4,Direct Mail,0.483254706981923,70,4.83254706981923
C-10971,O-4,Email,0.4706750461793173,30,4.706750461793173
C-10971,O-7,Email,0.35197675481903495,30,14.079070192761398
C-10976,O-1,Mobile,0.7518702514278753,50,30.074810057115013
C-10976,O-7,Mobile,0.35673803891471495,50,14.269521556588598
C-10979,O-8,Mobile,0.2979011446673383,50,2.979011446673383
C-10979,O-9,Mobile,0.28463145431690023,50,7.115786357922506
C-10984,O-4,Email,0.4775332553093402,30,4.775332553093402
C-10990,O-4,Email,0.4677941776522916,30,4.677941776522916
C-10990,O-8,Email,0.23910247329637566,30,2.3910247329637566
C-11005,O-2,Email,0.5610998938085563,30,16.83299681425669
C-11007,O-3,Mobile,0.3011278625730186,50,6.022557251460372
C-11007,O-10,Mobile,0.29219308013791795,50,8.765792404137539
C-11009,O-6,Direct Mail,0.33671541680310557,70,10.101462504093167
C-11009,O-7,Direct Mail,0.36254390871963676,70,14.50175634878547
C-11011,O-1,Email,0.7979141209619698,30,31.91656483847879
C-11011,O-6,Email,0.26438033823003454,30,7.931410146901036
C-11011,O-10,Email,0.29444940821357174,30,8.833482246407153
C-11018,O-8,Direct Mail,0.24427867430448233,70,2.4427867430448233
C-11018,O-12,Direct Mail,0.33596257953145825,70,3.3596257953145825
C-11031,O-7,Email,0.3516992309954345,30,14.06796923981738
C-11031,O-11,Email,0.4002245979120506,30,12.80718713318562
C-11049,O-6,Direct Mail,0.27403975985068774,70,8.221192795520633
C-11051,O-5,Email,0.2771101399874148,30,5.542202799748296
C-11052,O-8,Email,0.23411195304887208,30,2.341119530488721
C-11054,O-4,Mobile,0.4672935472433721,50,4.67293547243372
C-11054,O-12,Mobile,0.3292469012475297,50,3.292469012475297
C-11061,O-1,Mobile,0.7947439772346413,50,31.78975908938565
C-11061,O-5,Mobile,0.2731735081329963,50,5.463470162659926
C-11063,O-3,Mobile,0.28960642000810083,50,5.792128400162016
C-11069,O-9,Mobile,0.2205413902440042,50,5.513534756100105
C-11069,O-11,Mobile,0.32077777459633144,50,10.264888787082606
C-11072,O-3,Mobile,0.30132815963017345,50,6.026563192603469
C-11072,O-12,Mobile,0.3287566013684259,50,3.287566013684259
C-11083,O-9,Mobile,0.23148699082681684,50,5.787174770670421
C-11086,O-3,Email,0.3095881987922183,30,6.191763975844367
C-11086,O-6,Email,0.27005922759569884,30,8.101776827870966
C-11086,O-10,Email,0.300510329207816,30,9.01530987623448
C-11086,O-11,Email,0.33740541513172395,30,10.796973284215166
C-11088,O-10,Direct Mail,0.39076631882211643,70,11.722989564663493
C-11094,O-2,Mobile,0.576871310292093,50,17.30613930876279
C-11094,O-11,Mobile,0.33346338397042913,50,10.670828287053732
C-11108,O-7,Mobile,0.3556397464027023,50,14.225589856108092
C-11108,O-10,Mobile,0.38143067654152085,50,11.442920296245626
C-11110,O-11,Mobile,0.31878553886599714,50,10.201137243711909
C-11111,O-1,Mobile,0.7561990502882894,50,30.247962011531577
C-11111,O-2,Mobile,0.5685828412962427,50,17.05748523888728
C-11111,O-8,Mobile,0.30822807948244263,50,3.082280794824426
C-11111,O-11,Mobile,0.4111627368788679,50,13.157207580123773
C-11121,O-4,Mobile,0.46358257774141615,50,4.635825777414161
C-11121,O-5,Mobile,0.2725620801926043,50,5.451241603852086
C-11121,O-9,Mobile,0.22464095568002213,50,5.616023892000553
C-11123,O-12,Email,0.3205193718515652,30,3.205193718515652
C-11126,O-2,Mobile,0.5636172270049491,50,16.908516810148473
C-11126,O-9,Mobile,0.2905071206888296,50,7.262678017220741
C-11126,O-10,Mobile,0.3832996545389119,50,11.498989636167357
C-11129,O-5,Direct Mail,0.35491264974634656,70,7.0982529949269315
C-11129,O-7,Direct Mail,0.36628724024705733,70,14.651489609882294
C-11138,O-6,Mobile,0.32672599043244455,50,9.801779712973337
C-11138,O-11,Mobile,0.4007465874190741,50,12.823890797410371
C-11142,O-3,Email,0.2925573154390045,30,5.8511463087800895
C-11142,O-6,Email,0.25440161671902795,30,7.632048501570838
C-11142,O-11,Email,0.3195525402011574,30,10.225681286437037
C-11146,O-1,Email,0.7563458589115232,30,30.253834356460928
C-11146,O-11,Email,0.41135558189510346,30,13.16337862064331
C-11149,O-4,Direct Mail,0.47126658202019106,70,4.71266582020191
C-11149,O-9,Direct Mail,0.2860831625070586,70,7.152079062676465
C-11156,O-7,Direct Mail,0.37413041048866635,70,14.965216419546653
C-11164,O-1,Direct Mail,0.8072384833663219,70,32.28953933465287
C-11164,O-6,Direct Mail,0.2759846552163576,70,8.279539656490728
C-11168,O-6,Mobile,0.2574998226506744,50,7.724994679520232
C-11168,O-8,Mobile,0.23369124861783913,50,2.336912486178391
C-11168,O-10,Mobile,0.2870917502790222,50,8.612752508370665
C-11183,O-1,Mobile,0.7521029267337005,50,30.084117069348018
C-11183,O-2,Mobile,0.5631555125296065,50,16.894665375888195
C-11183,O-5,Mobile,0.3457804814684875,50,6.91560962936975
C-11183,O-7,Mobile,0.3570243775299235,50,14.28097510119694
C-11183,O-8,Mobile,0.30353740257822703,50,3.0353740257822706
C-11193,O-1,Email,0.7520267627605045,30,30.08107051042018
C-11193,O-4,Email,0.4760721983434304,30,4.760721983434304
C-11194,O-2,Mobile,0.5550650945459045,50,16.651952836377134
C-11194,O-11,Mobile,0.3979354465594999,50,12.733934289903997
C-11197,O-10,Email,0.29629236518594143,30,8.888770955578243
C-11198,O-1,Email,0.797647778506048,30,31.90591114024192
C-11198,O-9,Email,0.22831576041528487,30,5.707894010382121
C-11200,O-1,Mobile,0.7493143891465469,50,29.972575565861877
C-11200,O-2,Mobile,0.5594864302725621,50,16.78459290817686
C-11206,O-3,Mobile,0.3679676508167273,50,7.359353016334546
C-11218,O-6,Mobile,0.2609394640986845,50,7.828183922960536
C-11220,O-1,Direct Mail,0.7753680417375869,70,31.014721669503476
C-11228,O-3,Email,0.3000107139008799,30,6.000214278017598
C-11228,O-11,Email,0.3273754259697044,30,10.476013631030542
C-11234,O-6,Email,0.3424903641403674,30,10.274710924211021
C-11234,O-10,Email,0.39466848636593854,30,11.840054590978156
C-11243,O-11,Direct Mail,0.4021572226422305,70,12.869031124551377
C-11245,O-6,Email,0.2664486584763215,30,7.993459754289645
C-11245,O-8,Email,0.2420824377563672,30,2.420824377563672
C-11245,O-12,Email,0.33330559327336357,30,3.3330559327336355
C-11246,O-3,Email,0.2987178809119983,30,5.974357618239966
C-11246,O-10,Email,0.28982495107868744,30,8.694748532360624
C-11246,O-12,Email,0.32601959283435983,30,3.2601959283435984
C-11250,O-6,Email,0.34294072338359094,30,10.288221701507728
C-11250,O-8,Email,0.3145792374590637,30,3.145792374590637
C-11250,O-9,Email,0.30088501294424164,30,7.522125323606041
C-11250,O-10,Email,0.39514622352084,30,11.8543867056252
C-11255,O-6,Mobile,0.31856060904853273,50,9.556818271455981
C-11258,O-11,Mobile,0.40042941707535473,50,12.813741346411351
C-11267,O-4,Mobile,0.4763737396028982,50,4.763737396028982
C-11270,O-9,Email,0.22763418567778024,30,5.690854641944506
C-11275,O-6,Direct Mail,0.3379683028608045,70,10.139049085824134
C-11275,O-7,Direct Mail,0.3638401822065518,70,14.553607288262072
C-11275,O-11,Direct Mail,0.41297360801237676,70,13.215155456396056
C-11281,O-9,Mobile,0.29010003930778094,50,7.2525009826945235
C-11281,O-11,Mobile,0.40580071527029155,50,12.98562288864933
C-11297,O-10,Email,0.281849071537001,30,8.45547214611003
C-11304,O-1,Mobile,0.7434054755913613,50,29.73621902365445
C-11304,O-6,Mobile,0.32124765136882705,50,9.637429541064812
C-11304,O-7,Mobile,0.34650949347889465,50,13.860379739155785
C-11316,O-9,Direct Mail,0.22840523591251377,70,5.710130897812844
C-11319,O-5,Mobile,0.2658203940186567,50,5.316407880373134
C-11319,O-11,Mobile,0.3184771691988827,50,10.191269414364246
C-11322,O-7,Direct Mail,0.3609800315661993,70,14.439201262647972
C-11352,O-4,Direct Mail,0.4657271588163973,70,4.657271588163973
C-11362,O-2,Mobile,0.5630172874011652,50,16.890518622034957
C-11362,O-3,Mobile,0.2939543798378841,50,5.879087596757682
C-11362,O-10,Mobile,0.28514559978324466,50,8.55436799349734
C-11365,O-12,Email,0.41645258346283587,30,4.164525834628359
C-11366,O-1,Email,0.7507139030921763,30,30.028556123687054
C-11366,O-8,Email,0.30196768311143374,30,3.0196768311143374
C-11373,O-1,Email,0.7549629723666852,30,30.19851889466741
C-11373,O-8,Email,0.30680277706932135,30,3.0680277706932135
C-11385,O-2,Email,0.5627831579143573,30,16.88349473743072
C-11385,O-9,Email,0.2898088031468075,30,7.2452200786701875
C-11394,O-4,Mobile,0.47272613641707806,50,4.727261364170781
C-11396,O-9,Direct Mail,0.28979879002254383,70,7.2449697505635955
C-11404,O-8,Mobile,0.2331884483721897,50,2.331884483721897
C-11405,O-1,Mobile,0.7431945320724974,50,29.727781282899898
C-11405,O-10,Mobile,0.37176233381608675,50,11.152870014482602
C-11409,O-1,Direct Mail,0.7486264931367022,70,29.945059725468084
C-11409,O-3,Direct Mail,0.37101913835981726,70,7.420382767196346
C-11409,O-5,Direct Mail,0.34159417232069234,70,6.831883446413847
C-11409,O-7,Direct Mail,0.3527753447727391,70,14.111013790909563
C-11422,O-8,Mobile,0.29807670766219013,50,2.9807670766219014
C-11427,O-11,Email,0.40541018389592665,30,12.973125884669653
C-11428,O-8,Email,0.3009665107121799,30,3.009665107121799
C-11428,O-12,Email,0.4028884709079701,30,4.028884709079701
C-11445,O-1,Email,0.798074688136029,30,31.922987525441158
C-11445,O-12,Email,0.33117303012749083,30,3.3117303012749084
C-11450,O-6,Email,0.2666052888741427,30,7.998158666224281
C-11451,O-2,Email,0.5762736676981732,30,17.288210030945198
C-11451,O-5,Email,0.2788518704123361,30,5.5770374082467224
C-11452,O-3,Mobile,0.3744201551657475,50,7.48840310331495
C-11452,O-4,Mobile,0.47517333483712243,50,4.751733348371224
C-11454,O-8,Mobile,0.23332524918681943,50,2.3332524918681945
C-11454,O-10,Mobile,0.28667340398094576,50,8.600202119428372
C-11454,O-11,Mobile,0.3226532809840846,50,10.324904991490707
C-11455,O-5,Email,0.3411318212689499,30,6.822636425378999
C-11466,O-2,Mobile,0.5707278241588828,50,17.121834724766483
C-11466,O-4,Mobile,0.4657777676993223,50,4.657777676993223
C-11466,O-9,Mobile,0.22618177223913294,50,5.654544305978323
C-11468,O-11,Mobile,0.4025016603913752,50,12.880053132524006
C-11470,O-2,Email,0.5648234941051437,30,16.94470482315431
C-11470,O-3,Email,0.29548107692516146,30,5.909621538503229
C-11470,O-9,Email,0.22199851889949793,30,5.549962972487448
C-11470,O-11,Email,0.3226230536388302,30,10.323937716442567
C-11471,O-2,Direct Mail,0.5705538241039931,70,17.116614723119795
C-11471,O-3,Direct Mail,0.3003648941948238,70,6.007297883896476
C-11471,O-11,Direct Mail,0.32774678586477435,70,10.48789714767278
C-11475,O-4,Mobile,0.4653097871351687,50,4.653097871351687
C-11479,O-9,Mobile,0.22721744216126422,50,5.680436054031605
C-11482,O-5,Email,0.3441745021785275,30,6.88349004357055
C-11484,O-2,Mobile,0.5471914539577213,50,16.41574361873164
C-11487,O-4,Direct Mail,0.4808140221651296,70,4.808140221651296
C-11496,O-7,Email,0.36663192790342863,30,14.665277116137146
C-11502,O-3,Direct Mail,0.3709156299311733,70,7.418312598623466
C-11502,O-6,Direct Mail,0.3271878240219589,70,9.815634720658768
C-11516,O-9,Email,0.23053047002269506,30,5.763261750567376
C-11517,O-3,Email,0.3024575799194442,30,6.049151598388884
C-11517,O-7,Email,0.3170120678412895,30,12.68048271365158
C-11525,O-9,Email,0.2856442822483706,30,7.141107056209265
C-11525,O-10,Email,0.3777104569250754,30,11.331313707752262
C-11525,O-11,Email,0.40057061484223316,30,12.818259674951461
C-11540,O-10,Email,0.2940566279870856,30,8.821698839612568
C-11559,O-6,Mobile,0.258115582309305,50,7.74346746927915
C-11559,O-12,Mobile,0.3238045696638048,50,3.2380456966380478
C-11562,O-7,Mobile,0.3194970699356376,50,12.779882797425504
C-11562,O-8,Mobile,0.24139874989579171,50,2.4139874989579173
C-11562,O-9,Mobile,0.22982204733619488,50,5.745551183404872
C-11571,O-12,Email,0.4123921008449571,30,4.123921008449571
C-11586,O-9,Mobile,0.27641963397272135,50,6.910490849318034
C-11596,O-5,Mobile,0.34765779188116314,50,6.953155837623263
C-11596,O-9,Mobile,0.29183031400079296,50,7.2957578500198235
C-11601,O-11,Mobile,0.39671988939773833,50,12.695036460727627
C-11605,O-7,Mobile,0.35283965109233345,50,14.113586043693338
C-11609,O-3,Direct Mail,0.3092812421054998,70,6.185624842109996
C-11618,O-10,Mobile,0.2926425880678357,50,8.77927764203507
C-11623,O-4,Mobile,0.47337349261493766,50,4.733734926149377
C-11623,O-6,Mobile,0.3289009854078199,50,9.867029562234597
C-11623,O-7,Mobile,0.3544503779116701,50,14.178015116466804
C-11623,O-12,Mobile,0.403119301141501,50,4.03119301141501
C-11630,O-7,Direct Mail,0.37543461309609666,70,15.017384523843866
C-11660,O-2,Email,0.5802423909550287,30,17.407271728650862
C-11668,O-2,Email,0.570946907867403,30,17.12840723602209
C-11682,O-1,Email,0.7988870628839734,30,31.955482515358934
C-11682,O-9,Email,0.22967448046324698,30,5.7418620115811745
C-11684,O-3,Email,0.37822521341711013,30,7.564504268342203
C-11684,O-5,Email,0.34854543889752515,30,6.970908777950503
C-11684,O-10,Email,0.3857426795252424,30,11.57228038575727
C-11684,O-11,Email,0.40876963965785396,30,13.080628469051327
C-11691,O-12,Direct Mail,0.32695365488030675,70,3.2695365488030674
C-11712,O-8,Mobile,0.23389295620492365,50,2.3389295620492363
C-11712,O-9,Mobile,0.22257059826311987,50,5.564264956577997
C-11729,O-7,Email,0.35111364912875176,30,14.044545965150071
C-11737,O-8,Email,0.3104791639090074,30,3.1047916390900743
C-11760,O-6,Email,0.334476955815217,30,10.034308674456511
C-11764,O-4,Mobile,0.46214596319601253,50,4.621459631960125
C-11764,O-8,Mobile,0.2917624156363643,50,2.917624156363643
C-11764,O-12,Mobile,0.392316740854219,50,3.92316740854219
C-11768,O-7,Mobile,0.3563271833597426,50,14.253087334389704
C-11768,O-8,Mobile,0.30289545311997373,50,3.0289545311997372
C-11770,O-2,Email,0.5800426982848301,30,17.401280948544905
