CustomerID,OfferID,ChannelID,Probability
C-10542,O-8,Mobile,0.23864358219338327
C-10542,O-12,Mobile,0.32913362241251315
C-10544,O-7,Mobile,0.3091137131071546
C-10544,O-10,Mobile,0.2859421078693303
C-10557,O-7,Email,0.3205169332128078
C-10561,O-10,Email,0.2954879026663018
C-10564,O-1,Email,0.8004909261668834
C-10564,O-4,Email,0.4732149347373557
C-10572,O-9,Direct Mail,0.28913376227909543
C-10573,O-2,Email,0.5655273959615184
C-10573,O-9,Email,0.22249361670434722
C-10580,O-5,Mobile,0.2772084776315683
C-10580,O-11,Mobile,0.33110376720493995
C-10592,O-11,Email,0.3269136661082546
C-10601,O-2,Mobile,0.5597995270811775
C-10632,O-3,Mobile,0.36793528726250446
C-10632,O-7,Mobile,0.34975881063915376
C-10632,O-12,Mobile,0.398180885977982
C-10640,O-2,Email,0.5733022143632247
C-10640,O-11,Email,0.3302249427822289
C-10675,O-3,Mobile,0.2991473993597309
C-10677,O-5,Email,0.2755360798016664
C-10677,O-6,Email,0.2628895969915535
C-10678,O-3,Email,0.3760451188797213
C-10680,O-1,Email,0.7521487682343344
C-10680,O-5,Email,0.3458361074272285
C-10680,O-6,Email,0.33143917379870974
C-10683,O-5,Email,0.3404867117516014
C-10686,O-6,Direct Mail,0.260948683210991
C-10686,O-10,Direct Mail,0.29078173638123883
C-10689,O-2,Mobile,0.5544249977244594
C-10699,O-1,Mobile,0.7893992221060937
C-10718,O-4,Email,0.4856193826732602
C-10718,O-5,Email,0.35438916459337844
C-10718,O-8,Email,0.31159529528203683
C-10718,O-9,Email,0.29797449712984525
C-10734,O-8,Mobile,0.2932693857009928
C-10734,O-10,Mobile,0.3713354630193595
C-10734,O-12,Mobile,0.3940541098200357
C-10736,O-4,Mobile,0.4721370856963755
C-10737,O-3,Email,0.3826600670595471
C-10737,O-5,Email,0.3528297636645221
C-10751,O-6,Mobile,0.32691288263903234
C-10751,O-10,Mobile,0.37808243988629825
C-10757,O-6,Mobile,0.32239374313083263
C-10757,O-8,Mobile,0.2949686770828513
C-10768,O-6,Email,0.3241209081106563
C-10768,O-7,Email,0.3494923543990123
C-10769,O-3,Mobile,0.29123347454307885
C-10769,O-10,Mobile,0.2824736096787612
C-10770,O-2,Mobile,0.5672410951978742
C-10770,O-3,Mobile,0.2975340385688039
C-10782,O-3,Email,0.30923073753066344
C-10805,O-9,Email,0.2894079884567457
C-10815,O-3,Direct Mail,0.30041473405946734
C-10815,O-6,Direct Mail,0.2616132237356717
C-10815,O-8,Direct Mail,0.2375459994441457
C-10815,O-10,Direct Mail,0.29149228558793416
C-10816,O-6,Email,0.2542149654589517
C-10816,O-7,Email,0.30663566023906785
C-10819,O-7,Direct Mail,0.37398509408012715
C-10829,O-3,Email,0.3699896239910952
C-10829,O-4,Email,0.4704471550034556
C-10829,O-8,Email,0.29870279853834286
C-10839,O-4,Email,0.45892988722069683
C-10840,O-2,Direct Mail,0.5676765930753491
C-10846,O-4,Mobile,0.4687995548108675
C-10846,O-7,Mobile,0.31764262329206666
C-10846,O-8,Mobile,0.23983784359572924
C-10847,O-5,Email,0.3448379545943812
C-10848,O-3,Mobile,0.2955336357505287
C-10848,O-5,Mobile,0.26960162868038673
C-10849,O-5,Email,0.27399830213620513
C-10849,O-6,Email,0.26139693338376635
C-10853,O-10,Email,0.3894992725421353
C-10857,O-9,Email,0.23595365854549477
C-10859,O-2,Direct Mail,0.5767321991391356
C-10860,O-10,Mobile,0.3806335873386052
C-10862,O-12,Direct Mail,0.4097139666007958
C-10870,O-5,Mobile,0.27163996434333354
C-10870,O-11,Mobile,0.3249393280045077
C-10873,O-3,Mobile,0.2891520162225385
C-10874,O-5,Direct Mail,0.28101825454211266
C-10901,O-12,Mobile,0.4092656564490741
C-10909,O-3,Mobile,0.29903453926704
C-10910,O-8,Email,0.30371809083466567
C-10910,O-12,Email,0.4060306271066256
C-10913,O-10,Direct Mail,0.30045638004104497
C-10917,O-4,Direct Mail,0.49178335585648103
C-10917,O-6,Direct Mail,0.3453770743754001
C-10919,O-9,Email,0.2264481695566209
C-10919,O-12,Email,0.32823866214565767
C-10923,O-11,Mobile,0.3334554569786967
C-10943,O-1,Direct Mail,0.7921814407901625
C-10943,O-12,Direct Mail,0.32320893607162454
C-10950,O-4,Direct Mail,0.48280471022939947
C-10950,O-9,Direct Mail,0.23835797456607444
C-10954,O-9,Mobile,0.22317043280856166
C-10955,O-10,Email,0.2937577313637905
C-10957,O-9,Mobile,0.27614552244495133
C-10959,O-12,Mobile,0.32968315862279035
C-10965,O-4,Direct Mail,0.483254706981923
C-10971,O-4,Email,0.4706750461793173
C-10971,O-7,Email,0.35197675481903495
C-10976,O-1,Mobile,0.7518702514278753
C-10976,O-7,Mobile,0.35673803891471495
C-10979,O-8,Mobile,0.2979011446673383
C-10979,O-9,Mobile,0.28463145431690023
C-10984,O-4,Email,0.4775332553093402
C-10990,O-4,Email,0.4677941776522916
C-10990,O-8,Email,0.23910247329637566
C-11005,O-2,Email,0.5610998938085563
C-11007,O-3,Mobile,0.3011278625730186
C-11007,O-10,Mobile,0.29219308013791795
C-11009,O-6,Direct Mail,0.33671541680310557
C-11009,O-7,Direct Mail,0.36254390871963676
C-11011,O-1,Email,0.7979141209619698
C-11011,O-6,Email,0.26438033823003454
C-11011,O-10,Email,0.29444940821357174
C-11018,O-8,Direct Mail,0.24427867430448233
C-11018,O-12,Direct Mail,0.33596257953145825
C-11031,O-7,Email,0.3516992309954345
C-11031,O-11,Email,0.4002245979120506
C-11049,O-6,Direct Mail,0.27403975985068774
C-11051,O-5,Email,0.2771101399874148
C-11052,O-8,Email,0.23411195304887208
C-11054,O-4,Mobile,0.4672935472433721
C-11054,O-12,Mobile,0.3292469012475297
C-11061,O-1,Mobile,0.7947439772346413
C-11061,O-5,Mobile,0.2731735081329963
C-11063,O-3,Mobile,0.28960642000810083
C-11069,O-9,Mobile,0.2205413902440042
C-11069,O-11,Mobile,0.32077777459633144
C-11072,O-3,Mobile,0.30132815963017345
C-11072,O-12,Mobile,0.3287566013684259
C-11083,O-9,Mobile,0.23148699082681684
C-11086,O-3,Email,0.3095881987922183
C-11086,O-6,Email,0.27005922759569884
C-11086,O-10,Email,0.300510329207816
C-11086,O-11,Email,0.33740541513172395
C-11088,O-10,Direct Mail,0.39076631882211643
C-11094,O-2,Mobile,0.576871310292093
C-11094,O-11,Mobile,0.33346338397042913
C-11108,O-7,Mobile,0.3556397464027023
C-11108,O-10,Mobile,0.38143067654152085
C-11110,O-11,Mobile,0.31878553886599714
C-11111,O-1,Mobile,0.7561990502882894
C-11111,O-2,Mobile,0.5685828412962427
C-11111,O-8,Mobile,0.30822807948244263
C-11111,O-11,Mobile,0.4111627368788679
C-11121,O-4,Mobile,0.46358257774141615
C-11121,O-5,Mobile,0.2725620801926043
C-11121,O-9,Mobile,0.22464095568002213
C-11123,O-12,Email,0.3205193718515652
C-11126,O-2,Mobile,0.5636172270049491
C-11126,O-9,Mobile,0.2905071206888296
C-11126,O-10,Mobile,0.3832996545389119
C-11129,O-5,Direct Mail,0.35491264974634656
C-11129,O-7,Direct Mail,0.36628724024705733
C-11138,O-6,Mobile,0.32672599043244455
C-11138,O-11,Mobile,0.4007465874190741
C-11142,O-3,Email,0.2925573154390045
C-11142,O-6,Email,0.25440161671902795
C-11142,O-11,Email,0.3195525402011574
C-11146,O-1,Email,0.7563458589115232
C-11146,O-11,Email,0.41135558189510346
C-11149,O-4,Direct Mail,0.47126658202019106
C-11149,O-9,Direct Mail,0.2860831625070586
C-11156,O-7,Direct Mail,0.37413041048866635
C-11164,O-1,Direct Mail,0.8072384833663219
C-11164,O-6,Direct Mail,0.2759846552163576
C-11168,O-6,Mobile,0.2574998226506744
C-11168,O-8,Mobile,0.23369124861783913
C-11168,O-10,Mobile,0.2870917502790222
C-11183,O-1,Mobile,0.7521029267337005
C-11183,O-2,Mobile,0.5631555125296065
C-11183,O-5,Mobile,0.3457804814684875
C-11183,O-7,Mobile,0.3570243775299235
C-11183,O-8,Mobile,0.30353740257822703
C-11193,O-1,Email,0.7520267627605045
C-11193,O-4,Email,0.4760721983434304
C-11194,O-2,Mobile,0.5550650945459045
C-11194,O-11,Mobile,0.3979354465594999
C-11197,O-10,Email,0.29629236518594143
C-11198,O-1,Email,0.797647778506048
C-11198,O-9,Email,0.22831576041528487
C-11200,O-1,Mobile,0.7493143891465469
C-11200,O-2,Mobile,0.5594864302725621
C-11206,O-3,Mobile,0.3679676508167273
C-11218,O-6,Mobile,0.2609394640986845
C-11220,O-1,Direct Mail,0.7753680417375869
C-11228,O-3,Email,0.3000107139008799
C-11228,O-11,Email,0.3273754259697044
C-11234,O-6,Email,0.3424903641403674
C-11234,O-10,Email,0.39466848636593854
C-11243,O-11,Direct Mail,0.4021572226422305
C-11245,O-6,Email,0.2664486584763215
C-11245,O-8,Email,0.2420824377563672
C-11245,O-12,Email,0.33330559327336357
C-11246,O-3,Email,0.2987178809119983
C-11246,O-10,Email,0.28982495107868744
C-11246,O-12,Email,0.32601959283435983
C-11250,O-6,Email,0.34294072338359094
C-11250,O-8,Email,0.3145792374590637
C-11250,O-9,Email,0.30088501294424164
C-11250,O-10,Email,0.39514622352084
C-11255,O-6,Mobile,0.31856060904853273
C-11258,O-11,Mobile,0.40042941707535473
C-11267,O-4,Mobile,0.4763737396028982
C-11270,O-9,Email,0.22763418567778024
C-11275,O-6,Direct Mail,0.3379683028608045
C-11275,O-7,Direct Mail,0.3638401822065518
C-11275,O-11,Direct Mail,0.41297360801237676
C-11281,O-9,Mobile,0.29010003930778094
C-11281,O-11,Mobile,0.40580071527029155
C-11297,O-10,Email,0.281849071537001
C-11304,O-1,Mobile,0.7434054755913613
C-11304,O-6,Mobile,0.32124765136882705
C-11304,O-7,Mobile,0.34650949347889465
C-11316,O-9,Direct Mail,0.22840523591251377
C-11319,O-5,Mobile,0.2658203940186567
C-11319,O-11,Mobile,0.3184771691988827
C-11322,O-7,Direct Mail,0.3609800315661993
C-11352,O-4,Direct Mail,0.4657271588163973
C-11362,O-2,Mobile,0.5630172874011652
C-11362,O-3,Mobile,0.2939543798378841
C-11362,O-10,Mobile,0.28514559978324466
C-11365,O-12,Email,0.41645258346283587
C-11366,O-1,Email,0.7507139030921763
C-11366,O-8,Email,0.30196768311143374
C-11373,O-1,Email,0.7549629723666852
C-11373,O-8,Email,0.30680277706932135
C-11385,O-2,Email,0.5627831579143573
C-11385,O-9,Email,0.2898088031468075
C-11394,O-4,Mobile,0.47272613641707806
C-11396,O-9,Direct Mail,0.28979879002254383
C-11404,O-8,Mobile,0.2331884483721897
C-11405,O-1,Mobile,0.7431945320724974
C-11405,O-10,Mobile,0.37176233381608675
C-11409,O-1,Direct Mail,0.7486264931367022
C-11409,O-3,Direct Mail,0.37101913835981726
C-11409,O-5,Direct Mail,0.34159417232069234
C-11409,O-7,Direct Mail,0.3527753447727391
C-11422,O-8,Mobile,0.29807670766219013
C-11427,O-11,Email,0.40541018389592665
C-11428,O-8,Email,0.3009665107121799
C-11428,O-12,Email,0.4028884709079701
C-11445,O-1,Email,0.798074688136029
C-11445,O-12,Email,0.33117303012749083
C-11450,O-6,Email,0.2666052888741427
C-11451,O-2,Email,0.5762736676981732
C-11451,O-5,Email,0.2788518704123361
C-11452,O-3,Mobile,0.3744201551657475
C-11452,O-4,Mobile,0.47517333483712243
C-11454,O-8,Mobile,0.23332524918681943
C-11454,O-10,Mobile,0.28667340398094576
C-11454,O-11,Mobile,0.3226532809840846
C-11455,O-5,Email,0.3411318212689499
C-11466,O-2,Mobile,0.5707278241588828
C-11466,O-4,Mobile,0.4657777676993223
C-11466,O-9,Mobile,0.22618177223913294
C-11468,O-11,Mobile,0.4025016603913752
C-11470,O-2,Email,0.5648234941051437
C-11470,O-3,Email,0.29548107692516146
C-11470,O-9,Email,0.22199851889949793
C-11470,O-11,Email,0.3226230536388302
C-11471,O-2,Direct Mail,0.5705538241039931
C-11471,O-3,Direct Mail,0.3003648941948238
C-11471,O-11,Direct Mail,0.32774678586477435
C-11475,O-4,Mobile,0.4653097871351687
C-11479,O-9,Mobile,0.22721744216126422
C-11482,O-5,Email,0.3441745021785275
C-11484,O-2,Mobile,0.5471914539577213
C-11487,O-4,Direct Mail,0.4808140221651296
C-11496,O-7,Email,0.36663192790342863
C-11502,O-3,Direct Mail,0.3709156299311733
C-11502,O-6,Direct Mail,0.3271878240219589
C-11516,O-9,Email,0.23053047002269506
C-11517,O-3,Email,0.3024575799194442
C-11517,O-7,Email,0.3170120678412895
C-11525,O-9,Email,0.2856442822483706
C-11525,O-10,Email,0.3777104569250754
C-11525,O-11,Email,0.40057061484223316
C-11540,O-10,Email,0.2940566279870856
C-11559,O-6,Mobile,0.258115582309305
C-11559,O-12,Mobile,0.3238045696638048
C-11562,O-7,Mobile,0.3194970699356376
C-11562,O-8,Mobile,0.24139874989579171
C-11562,O-9,Mobile,0.22982204733619488
C-11571,O-12,Email,0.4123921008449571
C-11586,O-9,Mobile,0.27641963397272135
C-11596,O-5,Mobile,0.34765779188116314
C-11596,O-9,Mobile,0.29183031400079296
C-11601,O-11,Mobile,0.39671988939773833
C-11605,O-7,Mobile,0.35283965109233345
C-11609,O-3,Direct Mail,0.3092812421054998
C-11618,O-10,Mobile,0.2926425880678357
C-11623,O-4,Mobile,0.47337349261493766
C-11623,O-6,Mobile,0.3289009854078199
C-11623,O-7,Mobile,0.3544503779116701
C-11623,O-12,Mobile,0.403119301141501
C-11630,O-7,Direct Mail,0.37543461309609666
C-11660,O-2,Email,0.5802423909550287
C-11668,O-2,Email,0.570946907867403
C-11682,O-1,Email,0.7988870628839734
C-11682,O-9,Email,0.22967448046324698
C-11684,O-3,Email,0.37822521341711013
C-11684,O-5,Email,0.34854543889752515
C-11684,O-10,Email,0.3857426795252424
C-11684,O-11,Email,0.40876963965785396
C-11691,O-12,Direct Mail,0.32695365488030675
C-11712,O-8,Mobile,0.23389295620492365
C-11712,O-9,Mobile,0.22257059826311987
C-11729,O-7,Email,0.35111364912875176
C-11737,O-8,Email,0.3104791639090074
C-11760,O-6,Email,0.334476955815217
C-11764,O-4,Mobile,0.46214596319601253
C-11764,O-8,Mobile,0.2917624156363643
C-11764,O-12,Mobile,0.392316740854219
C-11768,O-7,Mobile,0.3563271833597426
C-11768,O-8,Mobile,0.30289545311997373
C-11770,O-2,Email,0.5800426982848301
C-11770,O-4,Email,0.47527620847616503
C-11772,O-4,Email,0.47912698027212225
C-11772,O-7,Email,0.35974583247475395
C-11777,O-6,Mobile,0.3179504155691471
C-11779,O-5,Email,0.2810025935235581
C-11779,O-7,Email,0.32225626602357205
C-11785,O-5,Email,0.3357071613229503
C-11793,O-3,Mobile,0.37649795918079787
C-11793,O-6,Mobile,0.33245984299100556
C-11793,O-11,Mobile,0.4069942017738252
C-11808,O-2,Mobile,0.5536794403426041
C-11808,O-4,Mobile,0.46659832190791284
C-11808,O-11,Mobile,0.3965924111996565
C-11812,O-9,Mobile,0.21893595353617482
C-11814,O-2,Mobile,0.5585458354495583
C-11814,O-3,Mobile,0.2902007043909979
C-11814,O-7,Mobile,0.30442278823606317
C-11814,O-8,Mobile,0.2287705034170918
